unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,TOTAL,N1-3,WORLD,TOTAL,LV	: 	3386329 	3227646 	3313377 	3360954 	4032417 
NR,TOTAL,N1-3,WORLD,TOTAL,MT	386855 	338682 	274514 	262071 	256328 	244173 
NR,TOTAL,N1-3,WORLD,TOTAL,NL	22726136 	21573712 	21502854 	22020587 	22645963 	24946210 
NR,TOTAL,N1-3,WORLD,TOTAL,NO	13803482 	12980431 	13452065 	14789659 	11766944 	: 
NR,TOTAL,N1-3,WORLD,TOTAL,PL	30364051 	28743888 	26329597 	25275706 	27853492 	29758248 
NR,TOTAL,N1-3,WORLD,TOTAL,PT	12242503 	11380917 	10889313 	10381870 	9817036 	9804118 
NR,TOTAL,N1-3,WORLD,TOTAL,RO	11290714 	10743199 	10299897 	10433168 	10490260 	9741316 
NR,TOTAL,N1-3,WORLD,TOTAL,SE	: 	29328069 	27565603 	26573051 	: 	: 
NR,TOTAL,N1-3,WORLD,TOTAL,SI	3105339 	2672641 	2610506 	2960418 	2989737 	2832616 
NR,TOTAL,N1-3,WORLD,TOTAL,SK	7023976 	6118345 	4926617 	4605784 	3856133 	3255258 
NR,TOTAL,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	89975954 	91696211 
NR,TOTAL,N1-3,WORLD,UNK,BE	6527200 b	6366836 	5971192 	4896343 	4969059 	4710219 
NR,TOTAL,N1-3,WORLD,UNK,BG	3054789 	1866761 	1660690 	2196028 	2178661 	2167433 
NR,TOTAL,N1-3,WORLD,UNK,CH	: 	8688560 	9300354 	8507313 	9259593 	8609204 
NR,TOTAL,N1-3,WORLD,UNK,CY	1553166 	1431613 	1352914 	1216980 	1167608 	1379181 
NR,TOTAL,N1-3,WORLD,UNK,CZ	22449650 	20193175 	18278990 	20674834 	19678829 	20834411 
NR,TOTAL,N1-3,WORLD,UNK,DE	124307084 	134491239 	132624449 	122241732 	132710587 	135085385 
NR,TOTAL,N1-3,WORLD,UNK,DK	: 	21748573 	24560339 	23726689 	23511764 	20946658 
NR,TOTAL,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	296545341 e	309702817 e
NR,TOTAL,N1-3,WORLD,UNK,EL	: 	1615614 	1804818 	1893109 	1673758 	2925597 
NR,TOTAL,N1-3,WORLD,UNK,EU27	: 	: 	447872641 e	: 	480731234 e	479879320 e
NR,TOTAL,N1-3,WORLD,UNK,EU28	: 	: 	451252865 e	: 	480665050 e	479803619 e
NR,TOTAL,N1-3,WORLD,UNK,FR	123555564 	103357673 	105352539 	119793684 	119413281 	120875622 
NR,TOTAL,N1-3,WORLD,UNK,HR	2465590 	2514237 	3431632 	4973509 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,HU	3375494 	3235004 	2681177 	11627852 	10561086 	12451398 
NR,TOTAL,N1-3,WORLD,UNK,IE	8897249 	8158894 	7903399 	6821029 	6585496 	6509634 
NR,TOTAL,N1-3,WORLD,UNK,IT	28021642 	30441442 	26437310 	28507499 	24677926 	33904566 
NR,TOTAL,N1-3,WORLD,UNK,LT	2767973 	2794086 	2847605 	2779120 	2680164 	2675308 
NR,TOTAL,N1-3,WORLD,UNK,LU	: 	618827 	755685 	848548 	741443 	: 
NR,TOTAL,N1-3,WORLD,UNK,MT	386855 	: 	: 	: 	256328 	244173 
NR,TOTAL,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	113018 u
NR,TOTAL,N1-3,WORLD,UNK,NO	13803482 	12980431 	13452065 	14789659 	11766944 	: 
NR,TOTAL,N1-3,WORLD,UNK,PL	30364051 	28743888 	26329597 	25275706 	27853492 	29758248 
NR,TOTAL,N1-3,WORLD,UNK,PT	: 	: 	: 	10381870 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	9741316 
NR,TOTAL,N1-3,WORLD,UNK,SE	: 	29328069 	27565603 	26573051 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,SI	3105339 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,SK	7023976 	6118345 	4926617 	4605784 	3856133 	3255258 
NR,TOTAL,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	89975954 	91696211 
NR,TOTAL,N_GE1,DOM,ED0-2,AT	1470577 	1634353 	1441171 	1455860 	1590285 	1750752 
NR,TOTAL,N_GE1,DOM,ED0-2,EA	: 	: 	: 	: 	60116298 e	62263385 e
NR,TOTAL,N_GE1,DOM,ED0-2,EE	456073 	465266 	285510 	288939 	162057 	160895 
NR,TOTAL,N_GE1,DOM,ED0-2,ES	45202808 	42805242 	39354416 	37997934 	40433517 	41733641 
NR,TOTAL,N_GE1,DOM,ED0-2,EU27	: 	: 	69253761 e	: 	63002454 e	69347185 e
NR,TOTAL,N_GE1,DOM,ED0-2,EU28	: 	: 	69169452 e	: 	63723194 e	70149554 e
NR,TOTAL,N_GE1,DOM,ED0-2,FI	5527269 	5029600 	5782961 	5709994 	6470162 	6860015 
NR,TOTAL,N_GE1,DOM,ED0-2,HR	: 	: 	: 	: 	717704 	798463 
NR,TOTAL,N_GE1,DOM,ED0-2,HU	1444242 	1709494 	1831502 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,LU	: 	: 	: 	: 	: 	12966 u
NR,TOTAL,N_GE1,DOM,ED0-2,LV	: 	319071 	284151 	251690 	311050 	395567 
NR,TOTAL,N_GE1,DOM,ED0-2,MT	: 	25628 	32753 	22862 	: 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,NL	4400534 	4770712 	4728520 	5308301 	5550570 	6041170 
NR,TOTAL,N_GE1,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED0-2,PT	5599994 	5178598 	5060759 	: 	5634833 	5511755 
NR,TOTAL,N_GE1,DOM,ED0-2,RO	1454174 	1534545 	1495500 	1494455 	1562566 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,SI	: 	252114 	175360 	184654 	267499 	184531 
NR,TOTAL,N_GE1,DOM,ED3_4,AT	6676560 	6831905 	6174741 	6637698 	6570088 	6210260 
NR,TOTAL,N_GE1,DOM,ED3_4,EA	: 	: 	: 	: 	73179186 e	75099061 e
NR,TOTAL,N_GE1,DOM,ED3_4,EE	1363495 	1458266 	1180804 	1123731 	728241 	748345 
NR,TOTAL,N_GE1,DOM,ED3_4,ES	31172200 	29442380 	27203916 	40750446 	42221117 	43598206 
NR,TOTAL,N_GE1,DOM,ED3_4,EU27	: 	: 	86511746 e	: 	87255510 e	94576246 e
NR,TOTAL,N_GE1,DOM,ED3_4,EU28	: 	: 	86406427 e	: 	90877781 e	98226486 e
NR,TOTAL,N_GE1,DOM,ED3_4,FI	11246835 	11381753 	11221730 	11283283 	11594990 	11652140 
NR,TOTAL,N_GE1,DOM,ED3_4,HR	: 	: 	: 	: 	3575943 	3598258 
NR,TOTAL,N_GE1,DOM,ED3_4,HU	5976849 	5897918 	5976406 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,LU	: 	: 	: 	: 	: 	17462 u
NR,TOTAL,N_GE1,DOM,ED3_4,LV	: 	1420580 	1361159 	1581699 	1661736 	1831740 
NR,TOTAL,N_GE1,DOM,ED3_4,MT	: 	136399 	108565 	115408 	: 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,NL	10475647 	7943847 	7993657 	7829946 	8010598 	8978483 
NR,TOTAL,N_GE1,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED3_4,PT	3857319 	3301480 	3157652 	: 	3028075 	2737473 
NR,TOTAL,N_GE1,DOM,ED3_4,RO	10983602 	10571341 	10411355 	10918777 	11011029 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,SI	: 	794473 	747436 	973147 	1017098 	1147454 
NR,TOTAL,N_GE1,DOM,ED5-8,AT	3446769 	3560658 	3471831 	3382455 	3569443 	3000842 
NR,TOTAL,N_GE1,DOM,ED5-8,EA	: 	: 	: 	: 	74522942 e	75812109 e
NR,TOTAL,N_GE1,DOM,ED5-8,EE	1457142 	1330053 	1238066 	1159662 	843288 	851812 
NR,TOTAL,N_GE1,DOM,ED5-8,ES	61981803 	59953283 	57364629 	38871581 	39719281 	40899908 
NR,TOTAL,N_GE1,DOM,ED5-8,EU27	: 	: 	117091707 e	: 	81159384 e	96158191 e
NR,TOTAL,N_GE1,DOM,ED5-8,EU28	: 	: 	116949160 e	: 	83110953 e	97833057 e
NR,TOTAL,N_GE1,DOM,ED5-8,FI	13388323 	13378528 	12151162 	11851656 	12414069 	12402544 
NR,TOTAL,N_GE1,DOM,ED5-8,HR	: 	: 	: 	: 	1931234 	1659186 
NR,TOTAL,N_GE1,DOM,ED5-8,HU	4695109 	4392024 	4819135 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,LU	: 	: 	: 	: 	: 	17785 
NR,TOTAL,N_GE1,DOM,ED5-8,LV	: 	1330622 	1326894 	1424375 	1183410 	1568763 
NR,TOTAL,N_GE1,DOM,ED5-8,MT	: 	79193 	62266 	62114 	: 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,NL	9167459 	11790487 	11434031 	11639689 	12278744 	13476292 
NR,TOTAL,N_GE1,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED5-8,PT	6089074 	5842695 	5930023 	: 	4948236 	4420974 
NR,TOTAL,N_GE1,DOM,ED5-8,RO	4393521 	4142290 	3824657 	3945017 	4148325 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,SI	: 	673174 	610458 	730306 	740737 	732626 
NR,TOTAL,N_GE1,DOM,TOTAL,AT	11593905 	12026916 	11087743 	11476014 	11729815 	10961855 
NR,TOTAL,N_GE1,DOM,TOTAL,BE	3061597 b	2930427 	3246955 	2253573 	2653282 	2778657 
NR,TOTAL,N_GE1,DOM,TOTAL,BG	4704827 	2988779 	2539380 	3170122 	3413263 	3106970 
NR,TOTAL,N_GE1,DOM,TOTAL,CH	: 	6377212 	6544539 	6525564 	7227111 	6653495 
NR,TOTAL,N_GE1,DOM,TOTAL,CY	1393032 	1374634 	1303055 	1297214 	1303855 	1369788 
NR,TOTAL,N_GE1,DOM,TOTAL,CZ	29039480 	27039686 	23963745 	27042044 	25498631 	26880529 
NR,TOTAL,N_GE1,DOM,TOTAL,DE	151175053 	164682477 	164138592 	153901939 	161123466 	164795239 
NR,TOTAL,N_GE1,DOM,TOTAL,DK	: 	21742839 	24370632 	23873536 	23590042 	21406716 
NR,TOTAL,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	629608493 e	651236662 e
NR,TOTAL,N_GE1,DOM,TOTAL,EE	3276711 	3253584 	2704379 	2572332 	1733585 	1761052 
NR,TOTAL,N_GE1,DOM,TOTAL,EL	: 	4872798 	5111088 	5621981 	4913730 	6506654 
NR,TOTAL,N_GE1,DOM,TOTAL,ES	138356811 	132200905 	123922962 	117619961 	122373916 	126231754 
NR,TOTAL,N_GE1,DOM,TOTAL,EU27	: 	: 	876791849 e	: 	880320000 e	905627863 e
NR,TOTAL,N_GE1,DOM,TOTAL,EU28	: 	: 	880345355 e	: 	886525243 e	911653502 e
NR,TOTAL,N_GE1,DOM,TOTAL,FI	30162427 	29789881 	29155853 	28844933 	30479221 	30914699 
NR,TOTAL,N_GE1,DOM,TOTAL,FR	192363960 	172473304 	175366181 	198929164 	199530099 	200379660 
NR,TOTAL,N_GE1,DOM,TOTAL,HR	2976420 	2926409 	4039589 	5410179 	6224881 	6055907 
NR,TOTAL,N_GE1,DOM,TOTAL,HU	12116200 	11999436 	12627043 	12583784 	11911423 	14443023 
NR,TOTAL,N_GE1,DOM,TOTAL,IE	7575146 	7254642 	6920667 	6020143 	5869160 	5816063 
NR,TOTAL,N_GE1,DOM,TOTAL,IT	45046373 	47137014 	40676346 	43516686 	40815094 	50614621 
NR,TOTAL,N_GE1,DOM,TOTAL,LT	2528015 	2554103 	2663154 	2649216 	2588650 	2515457 
NR,TOTAL,N_GE1,DOM,TOTAL,LU	: 	19247 	24906 	30202 	55172 	48213 
NR,TOTAL,N_GE1,DOM,TOTAL,LV	: 	3070273 	2972204 	3257763 	3156196 	3796070 
NR,TOTAL,N_GE1,DOM,TOTAL,MT	260763 	241220 	203584 	200383 	189805 	204913 
NR,TOTAL,N_GE1,DOM,TOTAL,NL	24043640 	24505045 	24156207 	24777935 	25839912 	28639911 
NR,TOTAL,N_GE1,DOM,TOTAL,NO	15108957 	13766384 	13797994 	15462534 	12236124 	: 
NR,TOTAL,N_GE1,DOM,TOTAL,PL	45952310 	43600324 	39870456 	38387005 	42521907 	42988357 
NR,TOTAL,N_GE1,DOM,TOTAL,PT	15546387 	14322773 	14148435 	13195293 	13611143 	12670201 
NR,TOTAL,N_GE1,DOM,TOTAL,RO	16831296 	16248176 	15731511 	16358249 	16721920 	16050900 
NR,TOTAL,N_GE1,DOM,TOTAL,SE	: 	33493020 	31525879 	29829858 	: 	: 
NR,TOTAL,N_GE1,DOM,TOTAL,SI	1812820 	1719761 	1533254 	1888108 	2025334 	2064610 
NR,TOTAL,N_GE1,DOM,TOTAL,SK	7100131 	6727776 	5594954 	4931973 	4765491 	4477078 
NR,TOTAL,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	107135644 	110402202 
NR,TOTAL,N_GE1,DOM,UNK,BE	3061597 b	2930427 	3246955 	2253573 	2653282 	2778657 
NR,TOTAL,N_GE1,DOM,UNK,BG	4704827 	2988779 	2539380 	3170122 	3413263 	3106970 
NR,TOTAL,N_GE1,DOM,UNK,CH	: 	6377212 	6544539 	6525564 	7227111 	6653495 
NR,TOTAL,N_GE1,DOM,UNK,CY	1393032 	1374634 	1303055 	1297214 	1303855 	1369788 
NR,TOTAL,N_GE1,DOM,UNK,CZ	29039480 	27039686 	23963745 	27042044 	25498631 	26880529 
NR,TOTAL,N_GE1,DOM,UNK,DE	151175053 	164682477 	164138592 	153901939 	161123466 	164795239 
NR,TOTAL,N_GE1,DOM,UNK,DK	: 	21742839 	24370632 	23873536 	23590042 	21406716 
NR,TOTAL,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	421790068 e	438062107 e
NR,TOTAL,N_GE1,DOM,UNK,EL	: 	4872798 	5111088 	5621981 	4913730 	6506654 
NR,TOTAL,N_GE1,DOM,UNK,EU27	: 	: 	603934635 e	: 	648902652 e	645546241 e
NR,TOTAL,N_GE1,DOM,UNK,EU28	: 	: 	607820316 e	: 	648813315 e	645444405 e
NR,TOTAL,N_GE1,DOM,UNK,FR	192363960 	172473304 	175366181 	198929164 	199530099 	200379660 
NR,TOTAL,N_GE1,DOM,UNK,HR	2976420 	2926409 	4039589 	5410179 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,HU	: 	: 	: 	12583784 	11911423 	14443023 
NR,TOTAL,N_GE1,DOM,UNK,IE	7575146 	7254642 	6920667 	6020143 	5869160 	5816063 
NR,TOTAL,N_GE1,DOM,UNK,IT	45046373 	47137014 	40676346 	43516686 	40815094 	50614621 
NR,TOTAL,N_GE1,DOM,UNK,LT	2528015 	2554103 	2663154 	2649216 	2588650 	2515457 
NR,TOTAL,N_GE1,DOM,UNK,LU	: 	19247 	24906 	30202 	55172 	: 
NR,TOTAL,N_GE1,DOM,UNK,MT	260763 	: 	: 	: 	189805 	204913 
NR,TOTAL,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	143966 
NR,TOTAL,N_GE1,DOM,UNK,NO	15108957 	13766384 	13797994 	15462534 	12236124 	: 
NR,TOTAL,N_GE1,DOM,UNK,PL	45952310 	43600324 	39870456 	38387005 	42521907 	42988357 
NR,TOTAL,N_GE1,DOM,UNK,PT	: 	: 	: 	13195293 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	16050900 
NR,TOTAL,N_GE1,DOM,UNK,SE	: 	33493020 	31525879 	29829858 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,SI	1812820 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,SK	7100131 	6727776 	5594954 	4931973 	4765491 	4477078 
NR,TOTAL,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	107135644 	110402202 
NR,TOTAL,N_GE1,OUT,ED0-2,AT	1490558 	1570155 	1218138 	1390991 	1381753 	1733696 
NR,TOTAL,N_GE1,OUT,ED0-2,EA	: 	: 	: 	: 	9070209 e	10351698 e
NR,TOTAL,N_GE1,OUT,ED0-2,EE	139219 	130617 	80731 	114321 	81602 	83809 u
NR,TOTAL,N_GE1,OUT,ED0-2,ES	3209815 	2816355 	2983758 	2443728 	2192226 	2578761 
NR,TOTAL,N_GE1,OUT,ED0-2,EU27	: 	: 	11488336 e	: 	9350714 e	11958027 e
NR,TOTAL,N_GE1,OUT,ED0-2,EU28	: 	: 	11474350 e	: 	9798785 e	12392645 e
NR,TOTAL,N_GE1,OUT,ED0-2,FI	1581100 	1686821 	1833258 	1675833 	1660633 	2063970 
NR,TOTAL,N_GE1,OUT,ED0-2,HR	: 	: 	: 	: 	442144 	428537 
NR,TOTAL,N_GE1,OUT,ED0-2,LU	: 	: 	: 	: 	: 	174967 
NR,TOTAL,N_GE1,OUT,ED0-2,LV	: 	98317 u	117043 u	120984 	93456 	142704 
NR,TOTAL,N_GE1,OUT,ED0-2,MT	: 	36774 	47977 	36340 	: 	: 
NR,TOTAL,N_GE1,OUT,ED0-2,NL	2996211 	2862478 	2834009 	2891859 	3002872 	2965903 
NR,TOTAL,N_GE1,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED0-2,PT	585506 	492524 	455943 	: 	452322 	494838 
NR,TOTAL,N_GE1,OUT,ED0-2,RO	39607 u	61069 	48048 u	40015 u	36788 u	: 
NR,TOTAL,N_GE1,OUT,ED0-2,SI	: 	383306 	413918 	221347 	297688 	254480 
NR,TOTAL,N_GE1,OUT,ED3_4,AT	6432079 	6164272 	5745206 	6154528 	5827279 	6038520 
NR,TOTAL,N_GE1,OUT,ED3_4,EA	: 	: 	: 	: 	18928329 e	20210382 e
NR,TOTAL,N_GE1,OUT,ED3_4,EE	466290 	517453 	504153 	569633 	487066 	454753 
NR,TOTAL,N_GE1,OUT,ED3_4,ES	3205859 	2671161 	2540663 	2956714 	2872312 	3224382 
NR,TOTAL,N_GE1,OUT,ED3_4,EU27	: 	: 	22312901 e	: 	20280388 e	25461672 e
NR,TOTAL,N_GE1,OUT,ED3_4,EU28	: 	: 	22285738 e	: 	21782454 e	26898178 e
NR,TOTAL,N_GE1,OUT,ED3_4,FI	3006410 	2977171 	2810752 	2732701 	2972153 	2986266 
NR,TOTAL,N_GE1,OUT,ED3_4,HR	: 	: 	: 	: 	1480700 	1414228 
NR,TOTAL,N_GE1,OUT,ED3_4,LU	: 	: 	: 	: 	: 	489529 
NR,TOTAL,N_GE1,OUT,ED3_4,LV	: 	510930 	534251 	584050 	596614 	632192 
NR,TOTAL,N_GE1,OUT,ED3_4,MT	: 	232539 	196847 	182802 	: 	: 
NR,TOTAL,N_GE1,OUT,ED3_4,NL	8959742 	5412601 	4990626 	5162308 	5257244 	5536640 
NR,TOTAL,N_GE1,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED3_4,PT	492713 	320245 	361317 	: 	277991 	247942 
NR,TOTAL,N_GE1,OUT,ED3_4,RO	494847 	477043 	437103 	496145 	429458 	: 
NR,TOTAL,N_GE1,OUT,ED3_4,SI	: 	1379243 	1360881 	1319361 	1231961 	1229864 
NR,TOTAL,N_GE1,OUT,ED5-8,AT	3568228 	3799810 	3664339 	3448703 	3462380 	3188130 
NR,TOTAL,N_GE1,OUT,ED5-8,EA	: 	: 	: 	: 	23773552 e	24896755 e
NR,TOTAL,N_GE1,OUT,ED5-8,EE	673934 	691205 	665049 	741556 	597154 	608246 
NR,TOTAL,N_GE1,OUT,ED5-8,ES	7935326 	7784884 	6963776 	4912912 	4912281 	5278987 
NR,TOTAL,N_GE1,OUT,ED5-8,EU27	: 	: 	32585123 e	: 	25229163 e	29378513 e
NR,TOTAL,N_GE1,OUT,ED5-8,EU28	: 	: 	32545454 e	: 	26245728 e	30227500 e
NR,TOTAL,N_GE1,OUT,ED5-8,FI	4783626 	4498673 	4273240 	4351690 	3970797 	4026945 
NR,TOTAL,N_GE1,OUT,ED5-8,HR	: 	: 	: 	: 	1003665 	838039 
NR,TOTAL,N_GE1,OUT,ED5-8,LU	: 	: 	: 	: 	: 	915628 
NR,TOTAL,N_GE1,OUT,ED5-8,LV	: 	640284 	590449 	657072 	556079 	622604 
NR,TOTAL,N_GE1,OUT,ED5-8,MT	: 	193376 	151394 	143298 	: 	: 
NR,TOTAL,N_GE1,OUT,ED5-8,NL	8974841 	9877105 	9710528 	9447413 	9147019 	9267463 
NR,TOTAL,N_GE1,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED5-8,PT	848966 	794808 	819096 	: 	599003 	618225 
NR,TOTAL,N_GE1,OUT,ED5-8,RO	536650 	518972 	531496 	492092 	494026 	: 
NR,TOTAL,N_GE1,OUT,ED5-8,SI	: 	1090703 	1080216 	1101710 	1082002 	990069 
NR,TOTAL,N_GE1,OUT,TOTAL,AT	11490865 	11534238 	10627682 	10994223 	10671412 	10960345 
NR,TOTAL,N_GE1,OUT,TOTAL,BE	12140619 b	13102132 	10711046 	10777700 	10676459 	9575837 
NR,TOTAL,N_GE1,OUT,TOTAL,BG	758740 	600214 	531182 	603672 	552451 	469236 
NR,TOTAL,N_GE1,OUT,TOTAL,CH	: 	13856757 	13600761 	12517583 	12402792 	12098147 
NR,TOTAL,N_GE1,OUT,TOTAL,CY	1405804 	1260505 	1108898 	1197614 	1101800 	1175022 
NR,TOTAL,N_GE1,OUT,TOTAL,CZ	6775157 	6026617 	5855610 	5650580 	5781484 	5977897 
NR,TOTAL,N_GE1,OUT,TOTAL,DE	92402056 	90965601 	83737354 	83008008 	87458553 	82728747 
NR,TOTAL,N_GE1,OUT,TOTAL,DK	: 	8033413 	8919631 	8444775 	8201717 	7757264 
NR,TOTAL,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	198358884 e	197521164 e
NR,TOTAL,N_GE1,OUT,TOTAL,EE	1279444 	1339274 	1249933 	1425510 	1165822 	1146808 
NR,TOTAL,N_GE1,OUT,TOTAL,EL	: 	685775 	703885 	712481 	670578 	580378 
NR,TOTAL,N_GE1,OUT,TOTAL,ES	14351000 	13272399 	12488197 	10313354 	9976819 	11082129 
NR,TOTAL,N_GE1,OUT,TOTAL,EU27	: 	: 	275747576 e	: 	287889266 e	284372754 e
NR,TOTAL,N_GE1,OUT,TOTAL,EU28	: 	: 	278360400 e	: 	290823886 e	287058542 e
NR,TOTAL,N_GE1,OUT,TOTAL,FI	9371136 	9162665 	8917249 	8760224 	8603583 	9077182 
NR,TOTAL,N_GE1,OUT,TOTAL,FR	28410849 	23537122 	23790486 	27331432 	25419906 	24645476 
NR,TOTAL,N_GE1,OUT,TOTAL,HR	1923357 	1614859 	2577589 	2763254 	2926509 	2680804 
NR,TOTAL,N_GE1,OUT,TOTAL,HU	6491791 	6099956 	5453200 	4733459 	4138246 	4050879 
NR,TOTAL,N_GE1,OUT,TOTAL,IE	6981235 	6465858 	5962501 	5889975 	5799576 	5776048 
NR,TOTAL,N_GE1,OUT,TOTAL,IT	11374814 	10448557 	10092585 	11476103 	11197028 	14199028 
NR,TOTAL,N_GE1,OUT,TOTAL,LT	2031791 	1952796 	1859929 	1788616 	1764146 	1707491 
NR,TOTAL,N_GE1,OUT,TOTAL,LU	: 	1588159 	1701667 	1815108 	1624348 	1580124 
NR,TOTAL,N_GE1,OUT,TOTAL,LV	: 	1249531 	1241742 	1362106 	1246149 	1397501 
NR,TOTAL,N_GE1,OUT,TOTAL,MT	546302 	462689 	396218 	362440 	336233 	296061 
NR,TOTAL,N_GE1,OUT,TOTAL,NL	20930794 	18152184 	17535163 	17501581 	17407136 	17854096 
NR,TOTAL,N_GE1,OUT,TOTAL,NO	8158780 	8101465 	8720412 	9181607 	7683544 	: 
NR,TOTAL,N_GE1,OUT,TOTAL,PL	11958127 	11286503 	10906350 	10242798 	9971871 	9269583 
NR,TOTAL,N_GE1,OUT,TOTAL,PT	1927185 	1607577 	1636356 	1460477 	1329316 	1361005 
NR,TOTAL,N_GE1,OUT,TOTAL,RO	1071104 	1057084 	1016647 	1028252 	960271 	773039 
NR,TOTAL,N_GE1,OUT,TOTAL,SE	: 	8884950 	8689114 	9133320 	: 	: 
NR,TOTAL,N_GE1,OUT,TOTAL,SI	3012579 	2853252 	2855015 	2642419 	2611650 	2474413 
NR,TOTAL,N_GE1,OUT,TOTAL,SK	3869703 	3095087 	2777004 	2406400 	2128968 	2689150 
NR,TOTAL,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	52277882 	50710620 
NR,TOTAL,N_GE1,OUT,UNK,BE	12140619 b	13102132 	10711046 	10777700 	10676459 	9575837 
NR,TOTAL,N_GE1,OUT,UNK,BG	758740 	600214 	531182 	603672 	552451 	469236 
NR,TOTAL,N_GE1,OUT,UNK,CH	: 	13856757 	13600761 	12517583 	12402792 	12098147 
NR,TOTAL,N_GE1,OUT,UNK,CY	1405804 	1260505 	1108898 	1197614 	1101800 	1175022 
NR,TOTAL,N_GE1,OUT,UNK,CZ	6775157 	6026617 	5855610 	5650580 	5781484 	5977897 
NR,TOTAL,N_GE1,OUT,UNK,DE	92402056 	90965601 	83737354 	83008008 	87458553 	82728747 
NR,TOTAL,N_GE1,OUT,UNK,DK	: 	8033413 	8919631 	8444775 	8201717 	7757264 
NR,TOTAL,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	146586793 e	142062328 e
NR,TOTAL,N_GE1,OUT,UNK,EL	: 	685775 	703885 	712481 	670578 	580378 
NR,TOTAL,N_GE1,OUT,UNK,EU27	: 	: 	209361216 e	: 	233029001 e	217574541 e
NR,TOTAL,N_GE1,OUT,UNK,EU28	: 	: 	212054859 e	: 	232996919 e	217540219 e
NR,TOTAL,N_GE1,OUT,UNK,FR	28410849 	23537122 	23790486 	27331432 	25419906 	24645476 
NR,TOTAL,N_GE1,OUT,UNK,HR	1923357 	1614859 	2577589 	2763254 	: 	: 
NR,TOTAL,N_GE1,OUT,UNK,HU	6491791 	6099956 	5453200 	4733459 	4138246 	4050879 
NR,TOTAL,N_GE1,OUT,UNK,IE	6981235 	6465858 	5962501 	5889975 	5799576 	5776048 
NR,TOTAL,N_GE1,OUT,UNK,IT	11374814 	10448557 	10092585 	11476103 	11197028 	14199028 
NR,TOTAL,N_GE1,OUT,UNK,LT	2031791 	1952796 	1859929 	1788616 	1764146 	1707491 
NR,TOTAL,N_GE1,OUT,UNK,LU	: 	1588159 	1701667 	1815108 	1624348 	: 
NR,TOTAL,N_GE1,OUT,UNK,MT	546302 	: 	: 	: 	336233 	296061 
NR,TOTAL,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	84090 u
NR,TOTAL,N_GE1,OUT,UNK,NO	8158780 	8101465 	8720412 	9181607 	7683544 	: 
NR,TOTAL,N_GE1,OUT,UNK,PL	11958127 	11286503 	10906350 	10242798 	9971871 	9269583 
NR,TOTAL,N_GE1,OUT,UNK,PT	: 	: 	: 	1460477 	: 	: 
NR,TOTAL,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	773039 
NR,TOTAL,N_GE1,OUT,UNK,SE	: 	8884950 	8689114 	9133320 	: 	: 
NR,TOTAL,N_GE1,OUT,UNK,SI	3012579 	: 	: 	: 	: 	: 
