unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
NR,PERS,N_GE4,DOM,Y45-54,UK	: 	: 	: 	: 	4005865 	3870790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,AT	1244513 	1211968 	1104232 	999401 	1202446 	1201364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,BE	251617 b	402197 	286347 	234885 	340545 	377361 	450633 	425582 	371888 	432072 	506216 	491381 	559242 	527625 	: 	: 	: 	: 	: 	: 	: 	263888 	: 
NR,PERS,N_GE4,DOM,Y45-64,BG	535463 	366266 	260163 	337705 	355970 	252261 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,CH	: 	752528 	747210 	945301 	774348 	858450 	796116 	733976 	831368 	736768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,CY	65985 	66036 	56381 	84775 	105390 	68710 b	58094 	62311 	65356 	59863 	62726 	59902 	52898 	50331 	45346 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,CZ	2361533 	2187794 	2023211 	2136021 	1936369 	2251765 	: 	: 	: 	: 	1274793 	1242904 	1516646 	1429716 	1658615 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,DE	14541346 	14699466 	15084096 	14824766 	14426921 	15574063 	15098263 	14777940 	14619842 	14071374 	12619213 	15871871 	15032190 	14850000 	16865000 	16374000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,DK	: 	876847 	1059069 	1024928 	889241 b	991608 	900928 	1001856 	805423 	693426 	: 	: 	: 	440872 	630800 	511700 	462900 	474200 	425400 	514600 	446000 	510700 	: 
NR,PERS,N_GE4,DOM,Y45-64,EA	: 	: 	: 	64679950 e	65949129 e	67385109 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,EE	60975 u	38661 u	51587 	42132 	28905 u	62101 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,EL	: 	1126176 	1168788 	1183673 	1061283 	1179267 	1515835 	1645509 	2029557 	2067672 	2331335 	2342564 	2270980 	1966484 	1217384 	1220192 	1255451 	1294274 	1169978 	1379712 	1530534 	: 	832197 
NR,PERS,N_GE4,DOM,Y45-64,ES	11299076 	10727328 	9429462 b	8546960 	9264276 	9103239 	9117596 	8943563 	8805313 	8351559 	8236199 	9050819 	8466718 	6256377 	5921120 	5873046 	6262706 	5611073 	4809335 	5231817 	4314620 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,EU27	: 	: 	86464720 e	87809124 e	87441261 e	88182970 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,EU28	: 	: 	86957448 e	88438445 e	88113370 e	88695008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,FI	1546072 	1602111 	1707205 	1549129 	1669797 	1576439 b	2117000 	1992000 	1862000 	1787000 	1781000 	1608000 	1669000 	1594000 	1561000 	1460000 	1470000 	1317000 	1246000 	1062000 	1148000 	990000 	: 
NR,PERS,N_GE4,DOM,Y45-64,FR	23983631 	24603651 	25226700 	26729309 	26361850 	26292515 	27441303 	25910346 	25665646 	27155948 	28230781 	27691795 	25652426 	19827000 	19843000 	20025000 	18734000 	17824000 	17232000 	14130527 	14162658 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,HR	394614 	397916 	522761 	643601 	673421 	516448 	589457 	682649 	610622 	546946 	498649 	: 	: 	341427 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,HU	905962 	891969 	1016305 	1057505 	1026230 	1034017 	1076176 	1139456 	1285413 	1468923 	1498791 	1437099 	1364428 	1328440 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,IE	348790 	331917 	323387 	379591 	402604 	405088 	395000 	423000 	481000 	491000 	557000 	381000 	323000 	323000 	319000 	305000 	320000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40958 	: 
NR,PERS,N_GE4,DOM,Y45-64,IT	7547101 	6948780 	4970188 	6063390 b	6980382 	7089813 	7367929 	8075629 	9551276 	8672942 	9614207 	9492460 	8651064 	8330202 	7920887 	8276419 	7820287 	7719481 	7132478 	7863754 	7380332 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,LT	127243 	131862 	136369 	147013 	137072 	108650 	112272 	100281 	96268 	122795 	124416 	112764 	103536 	91345 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,LU	: 	: u	: u	: u	: u	: u	0 	164 	: u	1171 	852 	: 	: 	1000 	1000 	2000 	1000 	1000 	1000 	1000 	1000 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,LV	: 	55112 u	68049 u	95128 	92244 	89028 	105927 	77359 	72539 	81027 	103413 	97544 	122131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,MT	13149 u	7460 u	: c	: u	: u	15628 u	9345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,NL	2273616 	2474335 	2545706 	2489716 	2447024 	2720179 b	2253000 	2465000 	2547000 	2475000 	2510000 	2528000 	2344000 	2531000 	2490000 	2701000 	2327000 	2190000 	2031000 	2099000 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,NO	1247443 	1288381 	1080210 	1299117 	947295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1066496 	934075 	988916 	848951 	901736 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,PL	5131050 	4977566 	4174347 	4264316 b	5320127 	4465479 	3060000 e	3281000 	3258000 	3530000 	3575000 	4080000 	2984000 	3561000 e	3410000 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,PT	1303313 	1088101 	1192926 	956042 	1205326 	1061226 	955791 	991956 	1131358 	855629 	913944 	823892 	880945 	847888 	880926 	919598 	885441 	722552 	715863 	694066 	556862 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,RO	1266944 	1274794 	1239818 	1323231 	1341658 	1250362 	: 	: 	: 	: 	: 	726804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,SE	: 	1787322 	1753211 	1611656 	: 	: 	2491000 	2270000 	2051000 	2098000 	2207000 	2097000 	: 	: 	: 	: 	: 	: 	: 	: 	2810000 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,SI	124879 	127485 	115347 	117796 	110406 	141580 	136000 	127000 	154000 	162456 	130011 	173157 	143196 	136490 	125657 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,SK	690687 	634020 	496427 	434665 	328659 b	507613 	467305 	472517 	627669 	774829 	662468 	832574 	720276 	738096 	900136 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y45-64,UK	: 	: 	: 	: 	8732935 	8687874 	7830583 	7683273 	9854192 	8417501 	8960486 	8559825 	9264823 	8000000 	10300000 	10400000 	10500000 	10600000 	9000000 	8100000 	9000000 	8400000 	: 
NR,PERS,N_GE4,DOM,Y55-64,AT	606725 	539798 	470381 	474598 	510515 	544038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,BE	141503 b	198735 	170571 	141070 	197461 	207654 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,BG	200984 	165539 	113115 	126518 	135304 	112409 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,CH	: 	344094 	353599 	367090 	343866 	467900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,CY	37639 	35535 	30495 	49764 u	70572 	32180 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,CZ	1309123 	1229389 	1149681 	1163561 	1108207 	1412996 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,DE	8504805 	7751653 	7624851 	7497068 	7753883 	7837291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,DK	: 	470082 	581982 	461907 	495340 b	505144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,EA	: 	: 	: 	35526725 e	36527074 e	36948597 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,EE	28846 u	28676 u	27379 u	21798 u	14828 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,EL	: 	515415 	514142 	523762 	485816 	492675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,ES	5270122 	5166223 	4501195 b	4041157 	4350896 	4238936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,EU27	: 	: 	46889269 e	47828575 e	48189766 e	48228228 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,EU28	: 	: 	47098055 e	48161772 e	48472774 e	48442308 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,FI	930083 	834026 	943478 	888317 	898568 	879917 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,FR	14532023 	15000593 	15526707 	16793879 	16846587 	16552571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,HR	172658 	202237 	232421 	342182 	285385 	217734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,HU	454291 	439403 	583659 	639438 	613883 	601077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,IE	142331 	147695 	141017 	188132 	199690 	201601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,IT	3401663 	2868964 	2283790 	2762406 b	2904803 	3494398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,LT	59948 	64221 	65814 	70203 	64691 	49139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,LV	: 	: c	37720 u	45083 u	59258 u	51104 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,MT	: c	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,NL	1235489 	1288959 	1390188 	1362202 	1343080 	1432155 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,NO	664134 	524068 	548008 	648709 	514140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,PL	2813620 	2761269 	2264212 	2466134 b	2905355 	2213235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,PT	635717 	510394 	611378 	465432 	690260 	638071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,RO	510651 	541475 	630251 	629447 	638607 	605854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,SE	: 	747801 	894785 	636308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,SI	83486 	69927 	64350 	78334 	56159 	78730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,SK	399665 	393019 	316805 	223930 u	196356 bu	261979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y55-64,UK	: 	: 	: 	: 	4727070 	4817084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,BE	775304 b	1121826 	897547 	766495 	903854 	995566 	1114287 	1053984 	1036445 	1265305 	1205674 	1265417 	1549396 	1478117 	: 	: 	: 	: 	: 	: 	: 	1072064 	: 
NR,PERS,N_GE4,DOM,Y_GE15,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 	: u	: u	: u	2389053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,CY	216533 	245017 	198583 	309224 	384003 	261551 b	188688 	202385 	212274 	194433 	203729 	194559 	171809 	163468 	147282 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 	: 	: 	: 	: 	4908430 	4984570 	5567297 	5552310 	5883605 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 	: u	: u	47790317 	45220022 	42252401 	40452824 	45933146 	37388000 	47993000 	41702000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 	3009771 	3067610 	2627529 	2241968 	: 	: 	: 	1367956 	1926500 	1662900 	1427900 	1406100 	1316000 	1724000 	1544000 	1766500 	: 
NR,PERS,N_GE4,DOM,Y_GE15,EA	: 	: 	: 	198880736 e	202347445 e	205224436 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,EE	271311 	227640 	234914 	208038 	169906 	249974 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 	4909338 	5217565 	6917568 	6831852 	7567381 	7632262 	7638570 	6226523 	4141421 	3943809 	4022816 	4329851 	3939000 	5499535 	6286082 	: 	3798168 
NR,PERS,N_GE4,DOM,Y_GE15,ES	33510697 	32611128 	30352536 b	30078603 	31260305 	31545121 	34085013 	32551755 	33582835 	33641579 	34469880 	34110323 	33259739 	20942162 	20580257 	20812082 	22089158 	20889638 	16076312 	18957188 	15711068 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,EU27	: 	: 	268972976 e	276697089 e	269787366 e	272743655 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,EU28	: 	: 	270623168 e	278374099 e	271966866 e	274822339 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 b	5637000 	5454000 	4998000 	4596000 	4610000 	4575000 	4482000 	4309000 	4440000 	4299000 	4117000 	3755000 	3432000 	3020000 	3127000 	3035000 	: 
NR,PERS,N_GE4,DOM,Y_GE15,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 	80545910 	77562534 	79301024 	81592477 	86359620 	85009449 	85981382 	67216000 	66704000 	67414000 	64702000 	63025000 	63483000 	68876079 	66976998 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 	2213966 	2601438 	2183224 	2173812 	1988356 	: 	: 	1440499 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 	3490174 	3581038 	3651568 	4336790 	5028032 	4288393 	4111775 	3976169 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 	1052000 	1120000 	1207000 	1228000 	1359000 	1083000 	1074000 	1077000 	1068000 	1003000 	1057000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	143080 	: 
NR,PERS,N_GE4,DOM,Y_GE15,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 	23081118 	27137569 	28600869 	30002615 	29433534 	31029881 	29744894 	27904690 	27537850 	28548503 	26704566 	27382295 	25820607 	26706666 	26590280 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,LT	402804 	408127 	427391 	457199 	498683 	403672 	388016 	390242 	417476 	529453 	485111 	410813 	381064 	360325 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,LU	: 	: u	: u	: u	: u	: u	396 	711 	: u	3027 	4599 	2000 	3000 	6000 	3000 	6000 	2000 	2000 	6000 	3000 	4000 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,LV	: 	290329 	308269 	453263 	305039 	366324 	308223 	298320 	317875 	338999 	307094 	429158 	388935 	: 	219376 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,MT	41975 	31300 	31217 	30062 b	20752 u	34743 u	22141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,NL	6802179 	7281709 	7033655 	6906134 	7256086 	7871127 b	6558000 	6788000 	6703000 	6601000 	6616000 	6986000 	6562000 	6956000 	6996000 	7046000 	6117000 	5748000 	5906000 	5939000 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3066374 	2777400 	2698451 	2702310 	3026131 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 	11364000 e	12180000 	12186000 	12916000 	14023000 	14341000 	13070000 	13613000 e	15140000 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 	2831187 	2856847 	3424880 	2636291 	2593522 	2887623 	3042574 	3225047 	2958795 	3508312 	3540815 	3024130 	3033959 	2509216 	2663610 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,RO	5196424 	5264548 	5030781 	5572429 	5938718 	6020465 	: 	: 	: 	: 	: 	2976792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,SE	: 	6750288 	7013787 	6112238 	: 	: 	8176000 	7920000 	6661000 	7042000 	6765000 	7340000 	: 	: 	: 	: 	: 	: 	: 	: 	9080000 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,SI	303922 	364311 	324202 	323065 	354981 	370944 	432000 	419000 	476000 	427091 	402126 	498056 	428619 	414375 	418312 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 	1797803 	1512937 	2066910 	2272501 	2403306 	2416324 	2307274 	2553645 	2840942 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE15,UK	: 	: 	: 	: 	24543559 	25437073 	23142769 	24430307 	30005213 	26688936 	28579443 	28521107 	30320000 	27200000 	33600000 	37100000 	37400000 	38800000 	34000000 	30200000 	33400000 	32100000 	: 
NR,PERS,N_GE4,DOM,Y_GE65,AT	694870 	619828 	657773 	641218 	711383 	708711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,BE	183373 b	262764 	183718 	124799 	187780 	265781 	242175 	244444 	191246 	261239 	201514 	198285 	292173 	238208 	: 	: 	: 	: 	: 	: 	: 	187032 	: 
NR,PERS,N_GE4,DOM,Y_GE65,BG	124995 	106220 	99683 	95710 	102240 	88594 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,CH	: 	522082 	401350 	463628 	473764 	533245 	: u	459636 	608286 	571481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,CY	75976 	82707 	52196 	72122 	67478 	50905 b	16267 	17448 	18300 	16763 	17561 	16773 	14811 	14093 	12697 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,CZ	2161831 	2462000 	1831904 	2423223 	1930045 	1674545 	: 	: 	: 	: 	614857 	456037 	581185 	588118 	527614 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,DE	11968645 	13137664 	13437597 	11465572 	12239994 	10981049 	14196141 	13200038 	14038538 	13213857 	12430045 	6573101 	9404152 	7016000 	11234000 	7156000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,DK	: 	695966 	746818 	752836 	748817 b	581703 	568386 	599878 	510794 	387171 	: 	: 	: 	168041 	302000 	216500 	161200 	185000 	145700 	207000 	212000 	195800 	: 
NR,PERS,N_GE4,DOM,Y_GE65,EA	: 	: 	: 	46090388 e	45056335 e	44030049 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,EE	40982 u	46140 u	31889 u	38248 	21909 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,EL	: 	591281 	569909 	616234 	544918 	555211 	830831 	917191 	1211464 	1114716 	1115988 	1153138 	1126610 	890394 	683390 	600458 	679946 	666579 	677227 	535398 	815401 	: 	336741 
NR,PERS,N_GE4,DOM,Y_GE65,ES	7105653 	6775108 	6065231 b	5645797 	5807427 	5329329 	5684137 	4824765 	4765477 	4896729 	4623387 	4969668 	4351396 	2809418 	3243126 	3451504 	3441216 	3255311 	2167727 	3039871 	2361455 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,EU27	: 	: 	66700270 e	63014082 e	60229098 e	57958240 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,EU28	: 	: 	66912777 e	63157109 e	60504077 e	58159562 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,FI	1217136 	1195227 	1181332 	936767 	973763 	926366 b	856000 	917000 	638000 	603000 	525000 	585000 	490000 	501000 	473000 	484000 	384000 	325000 	320000 	350000 	245000 	304000 	: 
NR,PERS,N_GE4,DOM,Y_GE65,FR	19007572 	20156928 	19528662 	20049856 	19066725 	18983360 	18022555 	17481859 	17561195 	18106912 	19263041 	18920385 	19509987 	15409000 	15238000 	15000000 	14686000 	14947000 	15288000 	16285944 	15459756 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,HR	156617 	151139 	256759 	192096 	279439 	206768 	247627 	313350 	188732 	156815 	150061 	: 	: 	134225 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,HU	780269 	753851 	695775 	727998 	774870 	819949 	842314 	885220 	708839 	961722 	896600 	804680 	703529 	719117 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,IE	213372 	246872 	228467 	295132 	295133 	274734 	267000 	276000 	300000 	316000 	363000 	251000 	207000 	212000 	181000 	158000 	149000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,Y_GE65,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13278 	: 
