unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PROF,N1-3,DOM,Q1,NL	99432 u	53637 u	60288 u	: u	: u	: 
NR,PROF,N1-3,DOM,Q1,RO	67965 	79085 	78644 	56295 	59237 	: 
NR,PROF,N1-3,DOM,Q2,EA	: 	: 	: 	: 	132149 e	20065 e
NR,PROF,N1-3,DOM,Q2,EE	52772 u	42499 u	40844 u	51365 	14570 u	20063 u
NR,PROF,N1-3,DOM,Q2,EU27	: 	: 	: 	: 	155954 e	20439 u
NR,PROF,N1-3,DOM,Q2,EU28	: 	: 	: 	: 	155933 e	20436 u
NR,PROF,N1-3,DOM,Q2,NL	98279 u	71976 u	79295 u	107185 u	117563 u	: 
NR,PROF,N1-3,DOM,Q2,RO	52737 	47801 u	52724 	35603 u	21297 u	: 
NR,PROF,N1-3,DOM,Q3,EA	: 	: 	: 	: 	452562 e	41443 e
NR,PROF,N1-3,DOM,Q3,EE	68707 u	98855 u	97960 	91675 	44992 	41438 u
NR,PROF,N1-3,DOM,Q3,EU27	: 	: 	: 	: 	468722 e	42215 u
NR,PROF,N1-3,DOM,Q3,EU28	: 	: 	: 	: 	468657 e	42208 u
NR,PROF,N1-3,DOM,Q3,NL	246066 	359875 	407184 	299541 	407515 	: 
NR,PROF,N1-3,DOM,Q3,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N1-3,DOM,Q4,EA	: 	: 	: 	: 	470445 e	55223 e
NR,PROF,N1-3,DOM,Q4,EE	211561 	183353 	122499 	127576 	66689 	55216 
NR,PROF,N1-3,DOM,Q4,EU27	: 	: 	: 	: 	478127 e	56252 e
NR,PROF,N1-3,DOM,Q4,EU28	: 	: 	: 	: 	478062 e	56243 e
NR,PROF,N1-3,DOM,Q4,NL	601344 	442618 	368430 	316084 	403698 	: 
NR,PROF,N1-3,DOM,Q4,RO	: c	: u	: u	: 	: 	: 
NR,PROF,N1-3,DOM,TOTAL,AT	1456771 	1627921 	1561487 	1646064 	1825253 	1717256 
NR,PROF,N1-3,DOM,TOTAL,BE	94592 b	100072 	90245 	35240 u	62160 u	207260 
NR,PROF,N1-3,DOM,TOTAL,BG	112141 	84571 	87516 	131629 	102486 	71643 
NR,PROF,N1-3,DOM,TOTAL,CH	: 	346583 u	415376 	163486 u	375121 u	418541 u
NR,PROF,N1-3,DOM,TOTAL,CY	: c	14389 u	20548 u	24003 u	30035 	28553 u
NR,PROF,N1-3,DOM,TOTAL,CZ	767947 	848256 	607949 	711298 	1009361 	793856 
NR,PROF,N1-3,DOM,TOTAL,DE	24000285 	25098394 	22066486 	23450059 	24692842 	28872955 
NR,PROF,N1-3,DOM,TOTAL,DK	: 	1067641 	1294987 	893106 	1235655 b	896335 
NR,PROF,N1-3,DOM,TOTAL,EA	: 	: 	: 	: 	56025897 e	64148004 e
NR,PROF,N1-3,DOM,TOTAL,EE	364863 	369511 	279068 	287085 	160487 	147849 
NR,PROF,N1-3,DOM,TOTAL,EL	: 	159811 	182883 	168472 	204393 	150078 
NR,PROF,N1-3,DOM,TOTAL,ES	5063242 	5570838 	4568461 b	4880534 	5696265 	6427107 
NR,PROF,N1-3,DOM,TOTAL,EU27	: 	: 	: 	: 	77721400 e	89402460 e
NR,PROF,N1-3,DOM,TOTAL,EU28	: 	: 	: 	: 	78407458 e	90152907 e
NR,PROF,N1-3,DOM,TOTAL,FI	3412160 	3443902 	3140964 	3333906 	3687826 	3768472 
NR,PROF,N1-3,DOM,TOTAL,FR	15637417 	10021966 	9944001 	12345259 	12956814 	13198014 
NR,PROF,N1-3,DOM,TOTAL,HR	234698 	268849 	314938 	633609 	685573 	750595 
NR,PROF,N1-3,DOM,TOTAL,HU	225952 	182105 	307490 	297330 	276844 	292002 
NR,PROF,N1-3,DOM,TOTAL,IE	398433 	394067 	379293 	336030 	318746 	270927 
NR,PROF,N1-3,DOM,TOTAL,IT	3348765 	4291178 	4271126 	5347962 b	3834562 	6570308 
NR,PROF,N1-3,DOM,TOTAL,LT	301761 	313614 	315214 	306515 	295040 	281687 
NR,PROF,N1-3,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N1-3,DOM,TOTAL,LV	: 	38695 u	81825 u	62802 u	107182 	112257 
NR,PROF,N1-3,DOM,TOTAL,MT	6875 u	5036 u	: c	: u	: u	: u
NR,PROF,N1-3,DOM,TOTAL,NL	1045121 	928107 	915196 	777206 	969638 	1018548 
NR,PROF,N1-3,DOM,TOTAL,NO	3186378 	2419637 	2696989 	3165176 	2244632 	: 
NR,PROF,N1-3,DOM,TOTAL,PL	1233682 	1092829 	941617 	911312 b	2722099 	3045864 
NR,PROF,N1-3,DOM,TOTAL,PT	850626 	913490 	868018 	840604 	615250 	635066 
NR,PROF,N1-3,DOM,TOTAL,RO	141335 	145729 	153871 	97917 	89161 	36584 u
NR,PROF,N1-3,DOM,TOTAL,SE	: 	6033337 	3913048 	5307315 	: 	: 
NR,PROF,N1-3,DOM,TOTAL,SI	84381 	84865 	67745 	84119 	93175 	74257 
NR,PROF,N1-3,DOM,TOTAL,SK	919818 	: u	786524 u	: u	782749 bu	768860 
NR,PROF,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	14606355 	15350695 
NR,PROF,N1-3,DOM,UNK,AT	1456771 	1627921 	1561487 	1646064 	1825253 	1717256 
NR,PROF,N1-3,DOM,UNK,BE	94592 b	100072 	90245 	35240 u	62160 u	207260 
NR,PROF,N1-3,DOM,UNK,BG	112141 	84571 	87516 	131629 	102486 	71643 
NR,PROF,N1-3,DOM,UNK,CH	: 	346583 u	415376 	163486 u	375121 u	418541 u
NR,PROF,N1-3,DOM,UNK,CY	: c	14389 u	20548 u	24003 u	30035 	28553 u
NR,PROF,N1-3,DOM,UNK,CZ	767947 	848256 	607949 	711298 	1009361 	793856 
NR,PROF,N1-3,DOM,UNK,DE	24000285 	25098394 	22066486 	23450059 	24692842 	28872955 
NR,PROF,N1-3,DOM,UNK,DK	: 	1067641 	1294987 	893106 	1235655 b	896335 
NR,PROF,N1-3,DOM,UNK,EA	: 	: 	: 	: 	54895633 e	64000136 e
NR,PROF,N1-3,DOM,UNK,EL	: 	159811 	182883 	168472 	204393 	150078 
NR,PROF,N1-3,DOM,UNK,ES	5063242 	5570838 	4568461 b	4880534 	5696265 	6427107 
NR,PROF,N1-3,DOM,UNK,EU27	: 	: 	: 	: 	76482050 e	89251838 e
NR,PROF,N1-3,DOM,UNK,EU28	: 	: 	: 	: 	77168279 e	90002310 e
NR,PROF,N1-3,DOM,UNK,FI	3412160 	3443902 	3140964 	3333906 	3687826 	3768472 
NR,PROF,N1-3,DOM,UNK,FR	15637417 	10021966 	9944001 	12345259 	12956814 	13198014 
NR,PROF,N1-3,DOM,UNK,HR	234698 	268849 	314938 	633609 	685573 	750595 
NR,PROF,N1-3,DOM,UNK,HU	225952 	182105 	307490 	297330 	276844 	292002 
NR,PROF,N1-3,DOM,UNK,IE	398433 	394067 	379293 	336030 	318746 	270927 
NR,PROF,N1-3,DOM,UNK,IT	3348765 	4291178 	4271126 	5347962 b	3834562 	6570308 
NR,PROF,N1-3,DOM,UNK,LT	301761 	313614 	315214 	306515 	295040 	281687 
NR,PROF,N1-3,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N1-3,DOM,UNK,LV	: 	38695 u	81825 u	62802 u	107182 	112257 
NR,PROF,N1-3,DOM,UNK,MT	6875 u	5036 u	: c	: u	: u	: u
NR,PROF,N1-3,DOM,UNK,NL	: 	: 	: 	: 	: 	1018548 
NR,PROF,N1-3,DOM,UNK,NO	3186378 	2419637 	2696989 	3165176 	2244632 	: 
NR,PROF,N1-3,DOM,UNK,PL	1233682 	1092829 	941617 	911312 b	2722099 	3045864 
NR,PROF,N1-3,DOM,UNK,PT	850626 	913490 	868018 	840604 	615250 	635066 
NR,PROF,N1-3,DOM,UNK,RO	: 	: 	: 	: 	: 	36584 u
NR,PROF,N1-3,DOM,UNK,SE	: 	6033337 	3913048 	5307315 	: 	: 
NR,PROF,N1-3,DOM,UNK,SI	84381 	84865 	67745 	84119 	93175 	74257 
NR,PROF,N1-3,DOM,UNK,SK	919818 	: u	786524 u	: u	782749 bu	768860 
NR,PROF,N1-3,DOM,UNK,UK	: 	: 	: 	: 	14606355 	15350695 
NR,PROF,N1-3,OUT,Q1,EA	: 	: 	: 	: 	72038 e	: u
NR,PROF,N1-3,OUT,Q1,EE	: c	: u	: u	: u	22505 u	: u
NR,PROF,N1-3,OUT,Q1,EU27	: 	: 	: 	: 	73215 u	: u
NR,PROF,N1-3,OUT,Q1,EU28	: 	: 	: 	: 	73205 u	: u
NR,PROF,N1-3,OUT,Q1,NL	146871 u	60859 u	71557 u	: u	: u	: 
NR,PROF,N1-3,OUT,Q2,EA	: 	: 	: 	: 	74414 e	: u
NR,PROF,N1-3,OUT,Q2,EE	: c	22109 u	19288 u	30646 u	: u	: u
NR,PROF,N1-3,OUT,Q2,EU27	: 	: 	: 	: 	75629 u	: u
NR,PROF,N1-3,OUT,Q2,EU28	: 	: 	: 	: 	75619 u	: u
NR,PROF,N1-3,OUT,Q2,NL	138877 	81992 u	119984 u	103001 u	62285 u	: 
NR,PROF,N1-3,OUT,Q2,RO	: c	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Q3,EA	: 	: 	: 	: 	254439 e	: u
NR,PROF,N1-3,OUT,Q3,EE	45573 u	60749 	45465 u	57548 	35620 u	: u
NR,PROF,N1-3,OUT,Q3,EU27	: 	: 	: 	: 	258594 e	: u
NR,PROF,N1-3,OUT,Q3,EU28	: 	: 	: 	: 	258558 e	: u
NR,PROF,N1-3,OUT,Q3,NL	394031 	258416 	334719 	284773 	218787 	: 
NR,PROF,N1-3,OUT,Q3,RO	: 	: 	: 	: u	: 	: 
NR,PROF,N1-3,OUT,Q4,EA	: 	: 	: 	: 	449623 e	105017 e
NR,PROF,N1-3,OUT,Q4,EE	128131 	172114 	101083 	138575 	92009 	105004 
NR,PROF,N1-3,OUT,Q4,EU27	: 	: 	: 	: 	456965 e	106973 e
NR,PROF,N1-3,OUT,Q4,EU28	: 	: 	: 	: 	456902 e	106957 e
NR,PROF,N1-3,OUT,Q4,NL	997419 	492578 	440647 	397064 	357559 	: 
NR,PROF,N1-3,OUT,TOTAL,AT	1248159 	1252389 	1288054 	1427719 	1501111 	1355397 
NR,PROF,N1-3,OUT,TOTAL,BE	759409 b	824305 	612278 	540422 	611770 	856356 
NR,PROF,N1-3,OUT,TOTAL,BG	: c	36170 u	: u	: u	36446 u	: u
NR,PROF,N1-3,OUT,TOTAL,CH	: 	566171 	465423 	705951 	447555 u	1061038 
NR,PROF,N1-3,OUT,TOTAL,CY	142557 	119674 	92801 	81887 	86129 	118135 
NR,PROF,N1-3,OUT,TOTAL,CZ	291311 	367089 	229898 	254563 	343207 	361147 
NR,PROF,N1-3,OUT,TOTAL,DE	6318331 	5194156 	5669403 	4762076 	5766514 	7427710 
NR,PROF,N1-3,OUT,TOTAL,DK	: 	772724 	1050973 	722811 	705325 b	1180170 
NR,PROF,N1-3,OUT,TOTAL,EA	: 	: 	: 	: 	14524430 e	17022639 e
NR,PROF,N1-3,OUT,TOTAL,EE	197189 	271530 	177307 	237248 	162253 	160934 
NR,PROF,N1-3,OUT,TOTAL,EL	: 	22716 u	42188 	30709 u	44304 	26264 u
NR,PROF,N1-3,OUT,TOTAL,ES	918260 	870588 	767138 b	734253 	823733 	918786 
NR,PROF,N1-3,OUT,TOTAL,EU27	: 	: 	: 	: 	20378553 e	24202165 e
NR,PROF,N1-3,OUT,TOTAL,EU28	: 	: 	: 	: 	20680220 e	24506680 e
NR,PROF,N1-3,OUT,TOTAL,FI	1218265 	1253288 	1082715 	1216165 	1083347 	1321071 
NR,PROF,N1-3,OUT,TOTAL,FR	2589787 	1472239 	1627636 	1892088 	1802616 	1728381 
NR,PROF,N1-3,OUT,TOTAL,HR	239305 	286255 	337945 	449809 	299585 	302705 
NR,PROF,N1-3,OUT,TOTAL,HU	299663 	321354 	317420 	297021 	322833 	337077 
NR,PROF,N1-3,OUT,TOTAL,IE	485895 	536755 	538627 	444006 	424558 	370580 
NR,PROF,N1-3,OUT,TOTAL,IT	612188 u	725716 u	773580 u	1024923 bu	845671 	1047935 
NR,PROF,N1-3,OUT,TOTAL,LT	215683 	203304 	192686 	182878 	163892 	155580 
NR,PROF,N1-3,OUT,TOTAL,LU	: 	152288 	188038 	220199 	199615 	193805 
NR,PROF,N1-3,OUT,TOTAL,LV	: 	123722 	102728 	106571 	153918 	147963 
NR,PROF,N1-3,OUT,TOTAL,MT	66910 	45292 	38900 	35101 b	28899 	28730 
NR,PROF,N1-3,OUT,TOTAL,NL	1677197 	893845 	966907 	808152 	688156 	793466 
NR,PROF,N1-3,OUT,TOTAL,NO	768162 	1058079 	1040589 	1161488 	917938 	: 
NR,PROF,N1-3,OUT,TOTAL,PL	450647 	371843 	315986 	313941 b	676372 	1457602 
NR,PROF,N1-3,OUT,TOTAL,PT	226696 	208953 	224980 	248141 	126787 	207397 
NR,PROF,N1-3,OUT,TOTAL,RO	: c	: 	: 	: u	: 	: 
NR,PROF,N1-3,OUT,TOTAL,SE	: 	367765 u	397570 	501124 	: 	: 
NR,PROF,N1-3,OUT,TOTAL,SI	327161 	265083 	317316 	296456 	219736 	267918 
NR,PROF,N1-3,OUT,TOTAL,SK	620882 u	: u	: u	: u	: u	164105 u
NR,PROF,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	3124013 	3184486 
NR,PROF,N1-3,OUT,UNK,AT	1248159 	1252389 	1288054 	1427719 	1501111 	1355397 
NR,PROF,N1-3,OUT,UNK,BE	759409 b	824305 	612278 	540422 	611770 	856356 
NR,PROF,N1-3,OUT,UNK,BG	: c	36170 u	: u	: u	36446 u	: u
NR,PROF,N1-3,OUT,UNK,CH	: 	566171 	465423 	705951 	447555 u	1061038 
NR,PROF,N1-3,OUT,UNK,CY	142557 	119674 	92801 	81887 	86129 	118135 
NR,PROF,N1-3,OUT,UNK,CZ	291311 	367089 	229898 	254563 	343207 	361147 
NR,PROF,N1-3,OUT,UNK,DE	6318331 	5194156 	5669403 	4762076 	5766514 	7427710 
NR,PROF,N1-3,OUT,UNK,DK	: 	772724 	1050973 	722811 	705325 b	1180170 
NR,PROF,N1-3,OUT,UNK,EA	: 	: 	: 	: 	13673916 e	16861686 e
NR,PROF,N1-3,OUT,UNK,EL	: 	22716 u	42188 	30709 u	44304 	26264 u
NR,PROF,N1-3,OUT,UNK,ES	918260 	870588 	767138 b	734253 	823733 	918786 
NR,PROF,N1-3,OUT,UNK,EU27	: 	: 	: 	: 	19514150 e	24038213 e
NR,PROF,N1-3,OUT,UNK,EU28	: 	: 	: 	: 	19815936 e	24342755 e
NR,PROF,N1-3,OUT,UNK,FI	1218265 	1253288 	1082715 	1216165 	1083347 	1321071 
NR,PROF,N1-3,OUT,UNK,FR	2589787 	1472239 	1627636 	1892088 	1802616 	1728381 
NR,PROF,N1-3,OUT,UNK,HR	239305 	286255 	337945 	449809 	299585 	302705 
NR,PROF,N1-3,OUT,UNK,HU	299663 	321354 	317420 	297021 	322833 	337077 
NR,PROF,N1-3,OUT,UNK,IE	485895 	536755 	538627 	444006 	424558 	370580 
NR,PROF,N1-3,OUT,UNK,IT	612188 u	725716 u	773580 u	1024923 bu	845671 	1047935 
NR,PROF,N1-3,OUT,UNK,LT	215683 	203304 	192686 	182878 	163892 	155580 
NR,PROF,N1-3,OUT,UNK,LU	: 	152288 	188038 	220199 	199615 	193805 
NR,PROF,N1-3,OUT,UNK,LV	: 	123722 	102728 	106571 	153918 	147963 
NR,PROF,N1-3,OUT,UNK,MT	66910 	45292 	38900 	35101 b	28899 	28730 
NR,PROF,N1-3,OUT,UNK,NL	: 	: 	: 	: 	: 	793466 
NR,PROF,N1-3,OUT,UNK,NO	768162 	1058079 	1040589 	1161488 	917938 	: 
NR,PROF,N1-3,OUT,UNK,PL	450647 	371843 	315986 	313941 b	676372 	1457602 
NR,PROF,N1-3,OUT,UNK,PT	226696 	208953 	224980 	248141 	126787 	207397 
NR,PROF,N1-3,OUT,UNK,SE	: 	367765 u	397570 	501124 	: 	: 
NR,PROF,N1-3,OUT,UNK,SI	327161 	265083 	317316 	296456 	219736 	267918 
NR,PROF,N1-3,OUT,UNK,SK	620882 u	: u	: u	: u	: u	164105 u
NR,PROF,N1-3,OUT,UNK,UK	: 	: 	: 	: 	3124013 	3184486 
NR,PROF,N1-3,WORLD,Q1,EA	: 	: 	: 	: 	147146 e	50360 e
NR,PROF,N1-3,WORLD,Q1,EE	44078 u	61363 u	29237 u	26947 u	56742 	50354 u
NR,PROF,N1-3,WORLD,Q1,EU27	: 	: 	: 	: 	209761 e	51298 u
NR,PROF,N1-3,WORLD,Q1,EU28	: 	: 	: 	: 	209732 e	51290 u
NR,PROF,N1-3,WORLD,Q1,NL	246303 	114496 u	131845 u	77709 u	90386 u	: 
NR,PROF,N1-3,WORLD,Q1,RO	67965 	79085 	78644 	56295 	59237 	: 
NR,PROF,N1-3,WORLD,Q2,EA	: 	: 	: 	: 	206563 e	23917 e
NR,PROF,N1-3,WORLD,Q2,EE	64002 u	64607 	60132 	82011 	26689 u	23914 u
NR,PROF,N1-3,WORLD,Q2,EU27	: 	: 	: 	: 	231583 e	24363 u
NR,PROF,N1-3,WORLD,Q2,EU28	: 	: 	: 	: 	231551 e	24359 u
NR,PROF,N1-3,WORLD,Q2,NL	237156 	153968 	199279 	210186 	179849 	: 
NR,PROF,N1-3,WORLD,Q2,RO	54834 	47801 u	52724 	35603 u	21297 u	: 
NR,PROF,N1-3,WORLD,Q3,EA	: 	: 	: 	: 	707001 e	74303 e
NR,PROF,N1-3,WORLD,Q3,EE	114281 	159604 	143425 	149223 	80612 	74294 u
NR,PROF,N1-3,WORLD,Q3,EU27	: 	: 	: 	: 	727316 e	75687 u
NR,PROF,N1-3,WORLD,Q3,EU28	: 	: 	: 	: 	727216 e	75675 u
NR,PROF,N1-3,WORLD,Q3,NL	640097 	618291 	741902 	584315 	626302 	: 
NR,PROF,N1-3,WORLD,Q3,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N1-3,WORLD,Q4,EA	: 	: 	: 	: 	920068 e	160240 e
NR,PROF,N1-3,WORLD,Q4,EE	339692 	355467 	223582 	266151 	158698 	160221 
NR,PROF,N1-3,WORLD,Q4,EU27	: 	: 	: 	: 	935093 e	163225 e
NR,PROF,N1-3,WORLD,Q4,EU28	: 	: 	: 	: 	934964 e	163200 e
NR,PROF,N1-3,WORLD,Q4,NL	1598762 	935196 	809077 	713148 	761257 	: 
NR,PROF,N1-3,WORLD,Q4,RO	: c	: u	: u	: 	: 	: 
NR,PROF,N1-3,WORLD,TOTAL,AT	2704930 	2880310 	2849541 	3073783 	3326364 	3072653 
NR,PROF,N1-3,WORLD,TOTAL,BE	854001 b	924377 	702523 	575662 	673930 	1063616 
NR,PROF,N1-3,WORLD,TOTAL,BG	139492 	120741 	105448 	150233 	138932 	90901 
NR,PROF,N1-3,WORLD,TOTAL,CH	: 	912754 	880799 	869438 	822676 	1479580 
NR,PROF,N1-3,WORLD,TOTAL,CY	150796 	134064 	113349 	105890 	116164 	146689 
NR,PROF,N1-3,WORLD,TOTAL,CZ	1059257 	1215345 	837847 	965861 	1352568 	1155003 
NR,PROF,N1-3,WORLD,TOTAL,DE	30318616 	30292549 	27735889 	28212135 	30459357 	36300665 
NR,PROF,N1-3,WORLD,TOTAL,DK	: 	1840366 	2345960 	1615917 	1940979 b	2076505 
NR,PROF,N1-3,WORLD,TOTAL,EA	: 	: 	: 	: 	70550327 e	81170643 e
NR,PROF,N1-3,WORLD,TOTAL,EE	562052 	641042 	456375 	524333 	322741 	308782 
NR,PROF,N1-3,WORLD,TOTAL,EL	: 	182527 	225071 	199181 	248697 	176343 
NR,PROF,N1-3,WORLD,TOTAL,ES	5981502 	6441426 	5335599 b	5614787 	6519998 	7345893 
NR,PROF,N1-3,WORLD,TOTAL,EU27	: 	: 	: 	: 	98099952 e	113604625 e
NR,PROF,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	99087678 e	114659588 e
NR,PROF,N1-3,WORLD,TOTAL,FI	4630425 	4697190 	4223679 	4550071 	4771173 	5089543 
NR,PROF,N1-3,WORLD,TOTAL,FR	18227203 	11494206 	11571637 	14237347 	14759430 	14926395 
NR,PROF,N1-3,WORLD,TOTAL,HR	474003 	555104 	652883 	1083418 	985158 	1053301 
NR,PROF,N1-3,WORLD,TOTAL,HU	525615 	503459 	624910 	594351 	599677 	629079 
NR,PROF,N1-3,WORLD,TOTAL,IE	884328 	930822 	917921 	780036 	743304 	641506 
NR,PROF,N1-3,WORLD,TOTAL,IT	3960953 	5016894 	5044706 	6372885 b	4680232 	7618243 
NR,PROF,N1-3,WORLD,TOTAL,LT	517445 	516919 	507899 	489392 	458931 	437267 
NR,PROF,N1-3,WORLD,TOTAL,LU	: 	153630 	191145 	224961 	201866 	198846 
NR,PROF,N1-3,WORLD,TOTAL,LV	: 	162417 	184553 	169373 	261101 	260219 
NR,PROF,N1-3,WORLD,TOTAL,MT	73785 	50328 	40904 	39104 b	32867 	31697 
NR,PROF,N1-3,WORLD,TOTAL,NL	2722318 	1821952 	1882103 	1585358 	1657795 	1812014 
NR,PROF,N1-3,WORLD,TOTAL,NO	3954540 	3477716 	3737578 	4326664 	3162569 	: 
NR,PROF,N1-3,WORLD,TOTAL,PL	1684328 	1464671 	1257603 	1225253 b	3398471 	4503466 
NR,PROF,N1-3,WORLD,TOTAL,PT	1077322 	1122442 	1092998 	1088746 	742037 	842464 
NR,PROF,N1-3,WORLD,TOTAL,RO	143432 	145729 	153871 	101358 	89161 	36584 u
NR,PROF,N1-3,WORLD,TOTAL,SE	: 	6401102 	4310618 	5808439 	: 	: 
NR,PROF,N1-3,WORLD,TOTAL,SI	411543 	349948 	385061 	380575 	312911 	342174 
NR,PROF,N1-3,WORLD,TOTAL,SK	1540700 	1179301 u	1111820 u	1120030 u	869319 bu	932965 
NR,PROF,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	17730368 	18535181 
NR,PROF,N1-3,WORLD,UNK,AT	2704930 	2880310 	2849541 	3073783 	3326364 	3072653 
NR,PROF,N1-3,WORLD,UNK,BE	854001 b	924377 	702523 	575662 	673930 	1063616 
NR,PROF,N1-3,WORLD,UNK,BG	139492 	120741 	105448 	150233 	138932 	90901 
NR,PROF,N1-3,WORLD,UNK,CH	: 	912754 	880799 	869438 	822676 	1479580 
NR,PROF,N1-3,WORLD,UNK,CY	150796 	134064 	113349 	105890 	116164 	146689 
NR,PROF,N1-3,WORLD,UNK,CZ	1059257 	1215345 	837847 	965861 	1352568 	1155003 
NR,PROF,N1-3,WORLD,UNK,DE	30318616 	30292549 	27735889 	28212135 	30459357 	36300665 
NR,PROF,N1-3,WORLD,UNK,DK	: 	1840366 	2345960 	1615917 	1940979 b	2076505 
NR,PROF,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	68569548 e	80861823 e
NR,PROF,N1-3,WORLD,UNK,EL	: 	182527 	225071 	199181 	248697 	176343 
NR,PROF,N1-3,WORLD,UNK,ES	5981502 	6441426 	5335599 b	5614787 	6519998 	7345893 
NR,PROF,N1-3,WORLD,UNK,EU27	: 	: 	: 	: 	95996200 e	113290052 e
NR,PROF,N1-3,WORLD,UNK,EU28	: 	: 	: 	: 	96984215 e	114345064 e
NR,PROF,N1-3,WORLD,UNK,FI	4630425 	4697190 	4223679 	4550071 	4771173 	5089543 
NR,PROF,N1-3,WORLD,UNK,FR	18227203 	11494206 	11571637 	14237347 	14759430 	14926395 
NR,PROF,N1-3,WORLD,UNK,HR	474003 	555104 	652883 	1083418 	985158 	1053301 
NR,PROF,N1-3,WORLD,UNK,HU	525615 	503459 	624910 	594351 	599677 	629079 
NR,PROF,N1-3,WORLD,UNK,IE	884328 	930822 	917921 	780036 	743304 	641506 
NR,PROF,N1-3,WORLD,UNK,IT	3960953 	5016894 	5044706 	6372885 b	4680232 	7618243 
NR,PROF,N1-3,WORLD,UNK,LT	517445 	516919 	507899 	489392 	458931 	437267 
NR,PROF,N1-3,WORLD,UNK,LU	: 	153630 	191145 	224961 	201866 	198846 
NR,PROF,N1-3,WORLD,UNK,LV	: 	162417 	184553 	169373 	261101 	260219 
NR,PROF,N1-3,WORLD,UNK,MT	73785 	50328 	40904 	39104 b	32867 	31697 
NR,PROF,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	1812014 
NR,PROF,N1-3,WORLD,UNK,NO	3954540 	3477716 	3737578 	4326664 	3162569 	: 
NR,PROF,N1-3,WORLD,UNK,PL	1684328 	1464671 	1257603 	1225253 b	3398471 	4503466 
NR,PROF,N1-3,WORLD,UNK,PT	1077322 	1122442 	1092998 	1088746 	742037 	842464 
NR,PROF,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	36584 u
NR,PROF,N1-3,WORLD,UNK,SE	: 	6401102 	4310618 	5808439 	: 	: 
NR,PROF,N1-3,WORLD,UNK,SI	411543 	349948 	385061 	380575 	312911 	342174 
NR,PROF,N1-3,WORLD,UNK,SK	1540700 	1179301 u	1111820 u	1120030 u	869319 bu	932965 
NR,PROF,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	17730368 	18535181 
NR,PROF,N_GE1,DOM,Q1,EA	: 	: 	: 	: 	88198 e	31362 e
NR,PROF,N_GE1,DOM,Q1,EE	: c	48870 u	24211 u	17874 u	36851 	31358 u
NR,PROF,N_GE1,DOM,Q1,EU27	: 	: 	: 	: 	326038 e	31946 u
NR,PROF,N_GE1,DOM,Q1,EU28	: 	: 	: 	: 	325993 e	31941 u
NR,PROF,N_GE1,DOM,Q1,NL	122575 u	72418 u	66185 u	: u	51337 u	: 
NR,PROF,N_GE1,DOM,Q1,RO	206361 	222849 	322603 	223391 	232572 	: 
NR,PROF,N_GE1,DOM,Q2,EA	: 	: 	: 	: 	152481 e	21438 e
NR,PROF,N_GE1,DOM,Q2,EE	59535 u	51758 u	48037 	55091 	16575 u	21436 u
NR,PROF,N_GE1,DOM,Q2,EU27	: 	: 	: 	: 	365875 e	21838 u
NR,PROF,N_GE1,DOM,Q2,EU28	: 	: 	: 	: 	365825 e	21834 u
NR,PROF,N_GE1,DOM,Q2,NL	99613 u	78777 u	85630 u	134572 	135888 	: 
NR,PROF,N_GE1,DOM,Q2,RO	298717 	232202 	275757 	239350 	207490 	: 
NR,PROF,N_GE1,DOM,Q3,EA	: 	: 	: 	: 	495072 e	47814 e
NR,PROF,N_GE1,DOM,Q3,EE	86801 u	123795 	118154 	101255 	52545 	47808 u
NR,PROF,N_GE1,DOM,Q3,EU27	: 	: 	: 	: 	556008 e	48705 u
NR,PROF,N_GE1,DOM,Q3,EU28	: 	: 	: 	: 	555932 e	48697 u
NR,PROF,N_GE1,DOM,Q3,NL	290109 	411324 	435997 	329448 	442466 	: 
NR,PROF,N_GE1,DOM,Q3,RO	102678 	70029 	71458 	58458 	51996 	: 
NR,PROF,N_GE1,DOM,Q4,EA	: 	: 	: 	: 	485591 e	56515 e
NR,PROF,N_GE1,DOM,Q4,EE	226231 	202610 	131326 	142053 	71236 	56508 
NR,PROF,N_GE1,DOM,Q4,EU27	: 	: 	: 	: 	500259 e	57567 e
NR,PROF,N_GE1,DOM,Q4,EU28	: 	: 	: 	: 	500190 e	57558 e
NR,PROF,N_GE1,DOM,Q4,NL	649115 	466020 	377734 	328874 	414296 	: 
NR,PROF,N_GE1,DOM,Q4,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N_GE1,DOM,TOTAL,AT	1745341 	1963408 	1890051 	1902850 	2047765 	1946662 
