unit,purpose,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N1-3,WORLD,T,EU28	: 	: 	678052483 e	673887889 e	674915675 e	697462602 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,FI	29586465 	28881267 	28265881 	28010913 	29572554 	30110225 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,FR	123555564 	103357673 	105352539 	119793684 	119413281 	120875622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,HR	2465590 	2514237 	3431632 	4973509 	5175353 	5135685 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,HU	12569254 	12204452 	12167002 	11627852 	10561086 	12451398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,IE	8897249 	8158894 	7903399 	6821029 	6585496 	6509634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,IT	28021642 	30441442 	26437310 	28507499 b	24677926 	33904566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,LT	2767973 	2794086 	2847605 	2779120 	2680164 	2675308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,LU	: 	618827 	755685 	848548 	741443 	713826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,LV	: 	3386329 	3227646 	3313377 	3360954 	4032417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,MT	386855 	338682 	274514 	262071 b	256328 	244173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,NL	22726136 	21573712 	21502854 	22020587 	22645963 	24946210 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,NO	13803482 	12980431 	13452065 	14789659 	11766944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,PL	30364051 	28743888 	26329597 	25275706 b	27853492 	29758248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,PT	12242503 	11380917 	10889313 	10381870 	9817036 	9804118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,RO	11290714 	10743199 	10299897 	10433168 	10490260 	9741316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,SE	: 	29328069 	27565603 	26573051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,SI	3105339 	2672641 	2610506 	2960418 	2989737 	2832616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,SK	7023976 	6118345 	4926617 	4605784 	3856133 b	3255258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,T,UK	: 	: 	: 	: 	89975954 	91696211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,AT	5815491 	6091114 	5744606 	5895762 	6003165 	5658218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,BE	1567640 b	1613548 	1687209 	1186671 	1409277 	1473844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,BG	2390924 	1578322 	1287255 	1592240 	1731649 	1603754 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,CH	: 	3184835 	3720133 	3450092 	3677646 	3576469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,CY	704702 	751981 	664607 	704489 	661647 	715895 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,CZ	14860831 	13826723 	12620431 	13996043 	13308612 	14058043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,DE	72048386 	77777490 	80315823 	75484973 	76886919 	76216644 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,DK	: 	11919569 	12258996 	13258858 	12973205 b	11115922 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2964400 	2956000 	: 	3683000 	4101400 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EA	: 	: 	: 	307773478 e	310914872 e	317905212 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EE	1764575 	1653952 	1419760 	1346280 	879347 	1013865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EL	: 	2573589 	2691074 	2925440 	2480506 	3320589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,ES	68210385 	64952496 	60522487 b	58223557 	60561644 	61879449 	: 	: 	: 	: 	: 	63578251 	66388958 	64803410 	62509061 	59520680 	60893826 	59613961 	32588230 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EU27	: 	: 	441334096 e	446879746 e	438292167 e	446595011 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EU28	: 	: 	442950931 e	449213052 e	440893306 e	449282314 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,FI	14605740 	14442393 	14408727 	13969568 	14721384 	14922747 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,FR	102054660 	88202323 	90114215 	101194295 	100772277 	100678102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,HR	1430671 	1364814 	1883121 	2515361 	2622244 	2707866 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,HU	6485310 	6390806 	6781662 	6825811 	6366405 	7738137 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,IE	4119903 	4025850 	3781377 	3384263 	3343417 	3321190 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1767000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,IT	22601870 	23612873 	19527840 	20609600 b	19445675 	23624931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LT	1324850 	1324907 	1387364 	1382461 	1347227 	1274329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LU	: 	11824 u	8699 u	15750 	24422 	20641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LV	: 	1656438 	1682892 	1775251 	1732159 	2063475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,MT	128872 	109880 	104652 	95424 b	93907 	100170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,NL	12470859 	12923066 	12561812 	12992774 	13077702 	15289365 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,NO	7202277 	6422032 	6602702 	7141032 	5761448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,PL	24746804 	23551330 	21748944 	20893250 b	22037604 	20980397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,PT	8235558 	7530615 	7441252 	6948457 	7314678 	6463611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,RO	8357232 	8058356 	7842202 	8170437 	8451635 	7970572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SE	: 	15153726 	15031222 	14557676 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SI	1062230 	931772 	769372 	997708 	981509 	964543 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SK	3398370 	3491021 	2940673 	2892254 	2219247 b	2202298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,UK	: 	: 	: 	: 	51104341 	53440845 	: 	: 	: 	: 	: 	: 	: 	: 	53341000 	59700000 	59100000 	60500000 	: 	37500000 	41700000 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,AT	5778414 	5935802 	5343137 	5580252 	5726650 	5303637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,BE	1493957 b	1316879 	1559746 	1066902 	1244005 	1304813 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,BG	2313903 	1410457 	1252125 	1577881 	1681614 	1503215 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CH	: 	3192377 	2824407 	3075472 	3549465 	3077026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CY	688330 	622653 	638448 	592725 	642208 	653893 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CZ	14178650 	13212963 	11343314 	13046001 	12190020 	12822486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,DE	79126667 	86904987 	83822769 	78416967 	84236547 	88578596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,DK	: 	9823269 	12111635 	10614678 	10616837 b	10290794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3044800 	3025100 	: 	3587000 	3757500 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EA	: 	: 	: 	308405274 e	318174395 e	332409762 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EE	1512136 	1599632 	1284619 	1226053 	854239 	747187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EL	: 	2299209 	2420014 	2696542 	2433224 	3186065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,ES	70146427 	67248409 	63400474 b	59396404 	61812272 	64352306 	: 	: 	: 	: 	: 	67843119 	70755220 	62680942 	62387090 	60789321 	62407157 	59444514 	33173275 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EU27	: 	: 	435457753 e	438724342 e	444093493 e	462499166 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EU28	: 	: 	437394424 e	441501639 e	447692984 e	465836349 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,FI	15556687 	15347488 	14747125 	14875365 	15757837 	15991952 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,FR	90309300 	84270981 	85251966 	97734869 	98757822 	99701558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,HR	1545749 	1561595 	2156468 	2894818 	3602638 	3348041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,HU	5630890 	5608630 	5845381 	5757973 	5545018 	6704886 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,IE	3455242 	3228792 	3139290 	2635880 	2525742 	2494872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2168000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,IT	22444503 	23524141 	21148506 	22907087 b	21369419 	26989689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LT	1203165 	1229197 	1275789 	1266755 	1241423 	1241128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LU	: 	: u	16207 u	14452 u	30750 	27573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LV	: 	1413835 	1289312 	1482512 	1424037 	1732595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,MT	131891 	131340 	98932 	104959 b	95897 	104743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,NL	11572781 	11581979 	11594395 	11785161 	12762209 	13350546 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,NO	7906680 	7344351 	7195292 	8321502 	6474676 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,PL	21205506 	20048994 	18121513 	17493755 b	20484304 	22007960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,PT	7310830 	6792158 	6707183 	6246836 	6296465 	6206590 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,RO	8474064 	8189820 	7889309 	8187811 	8270285 	8080329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SE	: 	18339294 	16494658 	15272182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SI	750590 	787989 	763882 	890400 	1043825 	1100068 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SK	3701760 	3236755 	2654282 	2039718 	2546243 b	2274780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,UK	: 	: 	: 	: 	56031303 	56961357 	: 	: 	: 	: 	: 	: 	: 	: 	60082000 	65300000 	64900000 	69100000 	: 	41700000 	45600000 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,AT	11593905 	12026916 	11087743 	11476014 	11729815 	10961855 	: 	: 	: 	: 	: 	10317902 	: 	8177803 	9060613 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,BE	3061597 b	2930427 	3246955 	2253573 	2653282 	2778657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,BG	4704827 	2988779 	2539380 	3170122 	3413263 	3106970 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CH	: 	6377212 	6544539 	6525564 	7227111 	6653495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CY	1393032 	1374634 	1303055 	1297214 	1303855 	1369788 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CZ	29039480 	27039686 	23963745 	27042044 	25498631 	26880529 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,DE	151175053 	164682477 	164138592 	153901939 	161123466 	164795239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,DK	: 	21742839 	24370632 	23873536 	23590042 b	21406716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6009200 	5981000 	: 	7273000 	7858800 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EA	: 	: 	: 	616178751 e	629089267 e	650314974 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EE	3276711 	3253584 	2704379 	2572332 	1733585 	1761052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EL	: 	4872798 	5111088 	5621981 	4913730 	6506654 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,ES	138356811 	132200905 	123922962 b	117619961 	122373916 	126231754 	: 	: 	: 	: 	: 	131421369 	137144210 	108374813 	105293388 	101845095 	123300993 	119058496 	65761505 	33378911 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EU27	: 	: 	876791849 e	885604088 e	882385660 e	909094177 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EU28	: 	: 	880345355 e	890714692 e	888586290 e	915118663 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,FI	30162427 	29789881 	29155853 	28844933 	30479221 	30914699 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,FR	192363960 	172473304 	175366181 	198929164 	199530099 	200379660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145773000 	147977000 	154830000 	154740000 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,HR	2976420 	2926409 	4039589 	5410179 	6224881 	6055907 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,HU	12116200 	11999436 	12627043 	12583784 	11911423 	14443023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,IE	7575146 	7254642 	6920667 	6020143 	5869160 	5816063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3935000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,IT	45046373 	47137014 	40676346 	43516686 b	40815094 	50614621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LT	2528015 	2554103 	2663154 	2649216 	2588650 	2515457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LU	: 	19247 	24906 	30202 	55172 	48213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LV	: 	3070273 	2972204 	3257763 	3156196 	3796070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,MT	260763 	241220 	203584 	200383 b	189805 	204913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,NL	24043640 	24505045 	24156207 	24777935 	25839912 	28639911 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,NO	15108957 	13766384 	13797994 	15462534 	12236124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,PL	45952310 	43600324 	39870456 	38387005 b	42521907 	42988357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,PT	15546387 	14322773 	14148435 	13195293 	13611143 	12670201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,RO	16831296 	16248176 	15731511 	16358249 	16721920 	16050900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SE	: 	33493020 	31525879 	29829858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SI	1812820 	1719761 	1533254 	1888108 	2025334 	2064610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SK	7100131 	6727776 	5594954 	4931973 	4765491 b	4477078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,UK	: 	: 	: 	: 	107135644 	110402202 	: 	: 	: 	: 	: 	: 	: 	: 	113422000 	121200000 	123900000 	129600000 	92500000 	79000000 	87300000 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,AT	5548085 	5699442 	5176090 	5350634 	5098751 	5701130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,BE	6037692 b	6687219 	5281142 	5263363 	5311360 	4612521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,BG	389347 	311666 	282803 	334693 	302947 	232619 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CH	: 	6573763 	6756510 	6153760 	6194985 	6234516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CY	751193 	646325 	559356 	624707 	581514 	612359 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CZ	3423376 	2830869 	2780589 	2664454 	2862526 	2989168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,DE	45646359 	43278165 	39614315 	40539852 	41623171 	37461409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,DK	: 	4044252 	4463496 	4347027 	3797795 b	3547121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2187900 	1918600 	: 	1886000 	2082800 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EA	: 	: 	: 	97251436 e	96142731 e	93167196 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
