unit,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,WORLD,M,LV	233174 	229989 	224181 	203039 	211063 	172493 	207369 	195297 	196783 	219668 	210428 	197147 	214875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,MT	102868 	86803 	71334 	69253 	61499 	64277 	60007 	72023 	70246 	69369 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,NL	5168482 	5121859 	4887238 	4881719 	4975972 	4945361 b	4826000 	4773000 	4649000 	4595000 	4531000 	4439000 	4422000 	4478000 	4501000 	4271000 	4342000 	4253000 	4311000 	4346000 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,NO	1622876 	1512645 	: 	: 	1571630 	: 	1500058 	1401537 	1401537 	1436084 	1310299 	1355969 	1296665 	1229634 	1291922 	1265436 	1292135 	1213667 	1245807 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,PL	6046825 	5990338 	5654228 	5620665 	6010000 	4710000 	4723000 e	4971000 	5085000 	5249000 	4970000 	4580000 	4715000 	4633000 e	4900000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,PT	1228549 	1217196 	1217787 	1113781 	1138638 	904330 	925535 	954167 	1081316 	705699 	812712 	1120978 	1098637 	1200577 	1150523 	1334783 	1320129 	1232735 	1165203 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,RO	846255 	797659 	877280 	872334 	892435 	929930 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,SE	2487316 	1989108 	2163290 	1863230 	: 	3068130 	2982484 	2942065 	2832348 	2844956 	2814422 	2665120 	: 	: 	: 	: 	: 	: 	: 	: 	2786000 	: 	: 	: 
NR,N_GE4,WORLD,M,SI	452930 	470547 	461412 	436111 e	428717 e	458476 	512000 	499000 	516000 	523701 	540984 	525758 	491957 	477747 	471730 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,SK	1039917 	1076135 	1062648 	862207 	923260 b	951135 	1054695 	1185869 	1001452 	1130765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,M,UK	: 	11151800 	11813200 	11090400 	12897100 	13947000 	13971000 	15018000 	14017000 	14087000 	13850000 	14919000 	15079000 	14240000 	15250000 	9710000 	10114000 	10051000 	14130000 	13540000 	13290000 	13040000 	: 	: 
NR,N_GE4,WORLD,T,AT	4419440 	4418247 	4293217 	4250086 	4196358 	4274899 	4274999 	4179708 	4160300 	4285709 	4094322 	4320494 	3743035 	3588175 	3602938 	3103877 	3479331 	3604874 	3213558 	3131700 	: 	3115700 	: 	: 
NR,N_GE4,WORLD,T,BE	4892543 b	5124488 	4759873 	4493768 	5030113 	3936747 	4401993 	4316928 	4254919 	4139824 	3962028 	3932097 	4307605 	4009220 	3855125 	3476400 	3517228 	: 	3430466 	4364393 	: 	5216250 	: 	: 
NR,N_GE4,WORLD,T,BG	1589043 	1250157 	1340724 	1048103 	898328 	708617 b	1117119 e	1085735 e	1468080 e	1125775 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CH	: 	5506010 	5215723 	5157234 	5021948 	4906022 	4853676 	4801767 	4753219 	4523010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CY	377691 e	377204 e	374251 e	335665 e	201147 e	316849 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,CZ	5617867 	5461837 	5404775 	5860238 	5050417 	5105154 e	5234794 	5519196 	4826585 e	4573947 e	4767847 	4515035 	4842954 	4668378 	4281504 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,DE	43914403 	45666926 	44854461 	45176420 	45500860 	45450152 	47635092 	46369410 	46597527 	44714533 	44993362 	57110828 	57955228 	44828000 	46083000 	46665000 	55236000 	53490000 	50700000 	62800000 	56700000 	: 	: 	: 
NR,N_GE4,WORLD,T,DK	: 	3543693 	3431417 	3459870 	3431117 	3349876 	3095863 	2973605 	2911833 	2941911 	2755798 	2755798 	2813503 	2720612 	2802000 	2671100 	2711400 	3306600 	2902600 	2705700 	2944000 	3179600 	: 	: 
NR,N_GE4,WORLD,T,EE	483428 	485221 	457647 	478734 	439550 	416498 b	: u	: u	444440 	385079 	371458 	259375 	279756 	231368 	258419 	294962 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EL	3030286 	2668259 	2780638 	3041058 	2609241 	2720425 	2847268 	3174318 	3976570 	4106151 	4040329 	4178526 	4459957 	3332537 	4025817 	3951817 	4120492 	4416101 	3908957 	5159851 	5812597 	6877952 	3448570 	3448570 
NR,N_GE4,WORLD,T,ES	19486797 	19664167 	18689044 b	14768231 	15103549 	14857373 	15830771 	14874946 	16260618 	16611523 	16550838 	16702202 	14656060 	11822760 	17899213 	17699604 	17718301 	27987899 	21658194 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EU27	: 	: 	: 	: 	: 	: 	217879089 e	219009211 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,EU28	: 	: 	: 	: 	: 	: 	219039715 e	220437204 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,FI	3091860 	3074364 	3153223 	3009361 	3043838 	3003136 b	2650000 	2583000 	2557000 	2560000 	2638000 	2491000 	2511000 	2360000 	2404000 	2308000 	2297000 	2216000 	2156000 	2114000 	2241000 	1970000 	2066000 	2114000 
NR,N_GE4,WORLD,T,FR	30076449 	32822497 	33640981 	33641401 	33732725 	33475541 	33725738 	33380179 	34051544 	34043867 	34064713 	34020479 	34186837 	29829000 	29552000 	: 	28573000 	28556000 	28992000 	29011000 	29088000 	: 	: 	: 
NR,N_GE4,WORLD,T,HR	1235242 	1119576 	1084727 b	1236591 	1071901 	1238527 	1160626 	1427993 	1420228 	1309176 	1325971 	: 	: 	1423073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,HU	: 	3145209 	3066132 	2932883 	2883016 	2972789 b	2663136 	4037673 	3838292 	4364776 	2866220 	2982704 	4237684 	4141344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,IE	2141669 	2112565 	1987949 	2024182 	1811280 	1892215 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2291000 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,IT	18902078 	18386564 	19000316 	17283859 b	17605427 	20543435 	23002883 	24579973 	25070920 	23672813 	24931700 	24782249 	24470576 	24315737 	24540069 	24199133 	23729795 	22833817 	21507954 	21964559 	22718754 	: 	: 	: 
NR,N_GE4,WORLD,T,LT	667774 	664420 	701600 	711835 	682718 	624272 	975708 	890202 	839440 	1036580 	770532 	748035 	727952 	620295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,LU	: 	363632 	350013 	306831 	349212 	305243 	295363 	253594 	313793 	305701 	249949 	190000 	234000 	230000 	241000 	225000 	224000 	217000 	223000 	219000 	214000 	: 	: 	: 
NR,N_GE4,WORLD,T,LV	514757 	528144 	497235 	451906 	469646 	390030 	462527 	346146 	345183 	391420 	364930 	359956 	381155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,MT	198633 	165513 	141236 	142470 	130118 	121013 	127462 	145992 	140617 	120971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,NL	10586178 	10435079 	10022710 	9916805 	10122479 	10249101 b	9697000 	9644000 	9346000 	9355000 	9153000 	9072000 	9104000 	9200000 	9135000 	8892000 	8841000 	8768000 	8835000 	8801000 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,NO	3287871 	2950695 	: 	: 	3152020 	: 	3041574 	2821296 	2821296 	2914584 	2730680 	2800725 	2632755 	2605335 	2638552 	2526656 	2568413 	2525184 	2551169 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,PL	12867405 	12512686 	11806067 	11815917 	11880000 	10860000 	10227000 e	10766000 	11841000 	11747000 	10990000 	10465000 	10432000 	10075000 e	11000000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,PT	2671181 	2638713 	2586208 	2341800 	2448343 	1919079 	2015599 	2059157 	2284011 	1528055 	1725767 	2433924 	2512255 	2664265 	2473200 	2875028 	2863260 	2625538 	2656956 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,RO	1675556 	1593251 	1770499 	1744979 	1795490 	1819627 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,SE	4944682 	4016154 	4322947 	3876810 	: 	6325505 	6176528 	6072913 	5850901 	5937608 	5764830 	5618473 	: 	: 	: 	: 	: 	: 	: 	: 	5624000 	: 	: 	: 
NR,N_GE4,WORLD,T,SI	976535 	941055 	919567 	912147 e	872572 e	915345 	1036000 	996000 	1016000 	1036670 	1066130 	1036187 	1013821 	965232 	961925 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,SK	2237996 	2199626 	2138264 	1790591 	1837799 b	2033873 	2192518 	2415931 	2364874 	2366602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,WORLD,T,UK	: 	23526890 	24150900 	23182200 	28285000 	29554000 	29998000 	30934000 	29105000 	29087000 	29005000 	30150000 	30778000 	29190000 	30850000 	21137000 	21703000 	21609000 	29010000 	35410000 	28070000 	27540000 	: 	: 
PC_POP,N1-3,WORLD,F,AT	59.25 	57.25 	57.24 	57.76 	61.58 	58.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,BE	40.25 b	32.62 	31.54 	28.03 	32.7 	23.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,BG	21.01 	15.52 	15.7 	16.07 	10.22 	8.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CH	: 	67.57 	68.75 	64.22 	64.2 	66.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CY	35.2 e	38.75 e	34.26 e	35.09 e	29.51 e	40.26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,CZ	70.61 	69.08 	67.74 	70.45 	61.48 	62.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,DE	65.66 	68.24 	67.95 	70.55 	68.58 	68.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,DK	: 	45.11 	42.43 	46.63 	42.75 	43.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,EE	64.95 	54.36 	48.62 	64.71 	52.51 	50.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,EL	12.4 	10.56 	11.85 	11.82 	9.05 	13.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,ES	51.61 	47.25 	45.21 b	37.3 	37.04 	36.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,FI	85.85 	85.76 	86.63 	85.88 	85.06 	87.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,FR	54.97 	50.46 	49.71 	50.88 	49.99 	50.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,HR	21.29 	19.02 	18.76 b	27.41 	26.05 	36.37 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,HU	: 	41.21 	39.06 	38.86 	36.91 	38.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,IE	49.14 	48.12 	47.76 	47.2 	44.83 	47.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,IT	18.79 	21.23 	18.55 	16.85 b	18.01 	22.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LT	28.41 	28.51 	28.62 	28.79 	26.81 	25.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LU	: 	51.35 	55.19 	45.58 	52.89 	49.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,LV	45.5 	49.24 	45.02 	43.02 	40.73 	46.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,MT	25.77 	22.38 	21.97 	22.98 	23.75 	22.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,NL	57.38 	58.21 	57.1 	57.89 	55.6 	60.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,NO	81.14 	81.1 	: 	: 	85.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,PL	41.85 	40.81 	37.95 	35.84 	28.5 	29.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,PT	30.08 	30.66 	16.71 	16.95 	29.33 	24.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,RO	15.52 	13.41 	14.6 	13.87 	13.04 	11.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SE	78.99 	42.48 	41.03 	39.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SI	36.04 	37.28 	28.87 	33.99 e	30.9 e	34.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,SK	45.12 	31.18 	27.62 	24.72 	26.86 b	14.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,F,UK	: 	21.26 	23.64 	24.17 	22.29 	8.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,AT	57.61 	59.23 	57.67 	56.72 	57.52 	57.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,BE	39.5 b	31.76 	29.58 	28.33 	29.03 	24.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,BG	23.51 	17.82 	17.36 	18.17 	10.43 	8.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CH	: 	69.45 	66.46 	66.32 	68.88 	63.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CY	33.89 e	38.4 e	33.61 e	35.13 e	29.63 e	44.29 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,CZ	72.17 	70.89 	69.08 	68.92 	62.15 	63.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,DE	63.97 	73.98 	70.95 	71.39 	73.51 	72.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,DK	: 	41.5 	41.72 	47.59 	47.9 	40.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,EE	61.9 	55.48 	55.37 	64.14 	52.99 	52.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,EL	12.17 	10.25 	11.51 	11.62 	9.24 	13.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,ES	51.47 	47.27 	46.77 b	37.57 	37.07 	36.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,FI	87.86 	88.13 	83.7 	86.14 	85.25 	87.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,FR	55.27 	49.96 	52.29 	50.8 	51.72 	52.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,HR	20.19 	23.46 	25.55 b	30.26 	35.02 	31.39 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,HU	: 	42.28 	39.7 	40.04 	36.93 	40.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,IE	48.6 	45.68 	45.23 	46.84 	41.76 	45.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,IT	19.05 	22.08 	20.55 	18.6 b	19.83 	23.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,LT	33.73 	33.28 	32.69 	31.82 	33.5 	29.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,LU	: 	53.5 	60.26 	51.17 	56.53 	48.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,LV	50.4 	52.61 	50.34 	47.38 	46.82 	55.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,MT	26.7 	32.08 	23.35 	26.01 	23.58 	24.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,NL	53.73 	53.79 	51.2 	54.51 	55.19 	57.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,NO	79.62 	80.04 	: 	: 	80.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,PL	43.25 	42.09 	38.86 	35.72 	33.44 	36.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,PT	30.44 	30.78 	18.02 	17.53 	28.63 	24.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,RO	18.18 	15.77 	17.1 	16.09 	14.77 	11.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,SE	73.99 	44.29 	41.84 	38.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,SI	35.2 	38.38 	32.41 	32.04 e	32.68 e	38.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,SK	46.29 	34.97 	31.65 	27.82 	27.55 b	12.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,M,UK	: 	24.17 	21.29 	26.12 	22.29 	9.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,AT	58.45 	58.22 	57.45 	57.26 	59.61 	57.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,BE	39.88 b	32.21 	30.56 	28.17 	30.89 	24.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,BG	22.19 	16.61 	16.48 	17.07 	10.32 	8.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,CH	: 	68.5 	67.62 	65.25 	66.49 	65.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,CY	34.57 e	38.58 e	33.95 e	35.11 e	29.57 e	42.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,CZ	71.37 	69.96 	68.39 	69.7 	61.81 	63.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,DE	64.83 	71.05 	69.41 	70.96 	70.99 	70.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,DK	: 	43.33 	42.08 	47.1 	45.29 	42.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,EE	63.54 	54.88 	51.72 	64.45 	52.73 	51.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,EL	12.29 	10.42 	11.69 	11.72 	9.14 	13.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,ES	51.54 	47.26 	45.98 b	37.43 	37.05 	36.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,FI	86.85 	86.93 	85.18 	86.01 	85.15 	87.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,FR	55.12 	50.2 	50.94 	50.84 	50.81 	51.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,HR	20.72 	21.14 	22 b	28.77 	30.72 	34 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,HU	: 	41.72 	39.36 	39.41 	36.92 	39.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,IE	48.87 	46.92 	46.52 	47.03 	43.33 	46.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,IT	18.91 	21.64 	19.51 	17.69 b	18.88 	22.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,LT	30.81 	30.66 	30.46 	30.16 	29.83 	27.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,LU	: 	52.42 	57.72 	48.36 	54.7 	49.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N1-3,WORLD,T,LV	47.69 	50.75 	47.4 	44.97 	43.44 	50.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
