unit,purpose,duration,partner,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,TOTAL,N1-3,WORLD,TOTAL,CH	: 	16939788 	17843648 	16276127 	17526448 	16554265 
NR,TOTAL,N1-3,WORLD,TOTAL,CY	2913360 	2694933 	2513759 	2228935 	2258834 	2557752 
NR,TOTAL,N1-3,WORLD,TOTAL,CZ	43466019 	39109787 	35677192 	41358736 	38280184 	40397198 
NR,TOTAL,N1-3,WORLD,TOTAL,DE	248669751 	259822616 	263420794 	242213077 	263609891 	260775070 
NR,TOTAL,N1-3,WORLD,TOTAL,DK	: 	34696903 	39597311 	37542366 	37412052 	33839971 
NR,TOTAL,N1-3,WORLD,TOTAL,EA	: 	: 	: 	: 	891785228 e	917647496 e
NR,TOTAL,N1-3,WORLD,TOTAL,EE	5847627 	5981324 	5015220 	5235399 	3708625 	3736217 
NR,TOTAL,N1-3,WORLD,TOTAL,EL	: 	3674849 	3976594 	4227919 	3552924 	6051345 
NR,TOTAL,N1-3,WORLD,TOTAL,ES	196661236 	186555651 	177294265 	177744591 	181685478 	186682023 
NR,TOTAL,N1-3,WORLD,TOTAL,EU27	: 	: 	1263431858 e	: 	1271503513 e	1293152417 e
NR,TOTAL,N1-3,WORLD,TOTAL,EU28	: 	: 	1269678147 e	: 	1280994583 e	1302969825 e
NR,TOTAL,N1-3,WORLD,TOTAL,FI	53397516 	51885774 	51309989 	50287785 	52876331 	53953766 
NR,TOTAL,N1-3,WORLD,TOTAL,FR	222117533 	190248591 	193496931 	220288160 	217738644 	221081200 
NR,TOTAL,N1-3,WORLD,TOTAL,HR	4915729 	4911828 	6805095 	9227585 	9510952 	9838481 
NR,TOTAL,N1-3,WORLD,TOTAL,HU	25141341 	24501498 	24217825 	22971011 	20972349 	24302974 
NR,TOTAL,N1-3,WORLD,TOTAL,IE	16440815 	14961633 	14616337 	12960911 	12393004 	12251438 
NR,TOTAL,N1-3,WORLD,TOTAL,IT	55136583 	57816249 	48977815 	51921722 	46951858 	62500395 
NR,TOTAL,N1-3,WORLD,TOTAL,LT	5121296 	5049829 	5251500 	5159513 	4812569 	4945920 
NR,TOTAL,N1-3,WORLD,TOTAL,LU	: 	1260290 	1563048 	1714638 	1461761 	1400879 
NR,TOTAL,N1-3,WORLD,TOTAL,LV	: 	5273061 	5036907 	5143167 	5420358 	6146949 
NR,TOTAL,N1-3,WORLD,TOTAL,MT	841724 	742586 	619257 	575087 	540630 	517038 
NR,TOTAL,N1-3,WORLD,TOTAL,NL	40905548 	38756450 	38359594 	39607627 	40096478 	44278513 
NR,TOTAL,N1-3,WORLD,TOTAL,NO	28390282 	26398090 	27236284 	29976600 	23392462 	: 
NR,TOTAL,N1-3,WORLD,TOTAL,PL	60401915 	55663830 	50407023 	47829219 	60939561 	59052088 
NR,TOTAL,N1-3,WORLD,TOTAL,PT	19997373 	18982524 	18391731 	17088603 	16049775 	15521677 
NR,TOTAL,N1-3,WORLD,TOTAL,RO	23172823 	22617831 	21290765 	22077282 	21467848 	19892686 
NR,TOTAL,N1-3,WORLD,TOTAL,SE	: 	49286533 	47560788 	45030332 	: 	: 
NR,TOTAL,N1-3,WORLD,TOTAL,SI	6033774 	5395563 	5381473 	5589421 	5787873 	5519999 
NR,TOTAL,N1-3,WORLD,TOTAL,SK	14245001 	12375093 	10059408 	9372016 	7735041 	6484888 
NR,TOTAL,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	165442893 	167548481 
NR,TOTAL,N1-3,WORLD,UNK,BE	13068803 b	12956634 	11759687 	9848602 	10080556 	9531132 
NR,TOTAL,N1-3,WORLD,UNK,BG	6425250 	3917129 	3550492 	4774494 	4496129 	4332966 
NR,TOTAL,N1-3,WORLD,UNK,CH	: 	16939788 	17843648 	16276127 	17526448 	16554265 
NR,TOTAL,N1-3,WORLD,UNK,CY	2913360 	2694933 	2513759 	2228935 	2258834 	2557752 
NR,TOTAL,N1-3,WORLD,UNK,CZ	43466019 	39109787 	35677192 	41358736 	38280184 	40397198 
NR,TOTAL,N1-3,WORLD,UNK,DE	248669751 	259822616 	263420794 	242213077 	263609891 	260775070 
NR,TOTAL,N1-3,WORLD,UNK,DK	: 	34696903 	39597311 	37542366 	37412052 	33839971 
NR,TOTAL,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	567152558 e	583360804 e
NR,TOTAL,N1-3,WORLD,UNK,EL	: 	3674849 	3976594 	4227919 	3552924 	6051345 
NR,TOTAL,N1-3,WORLD,UNK,EU27	: 	: 	844797927 e	: 	914238882 e	896621000 e
NR,TOTAL,N1-3,WORLD,UNK,EU28	: 	: 	851553859 e	: 	914113015 e	896479557 e
NR,TOTAL,N1-3,WORLD,UNK,FR	222117533 	190248591 	193496931 	220288160 	217738644 	221081200 
NR,TOTAL,N1-3,WORLD,UNK,HR	4915729 	4911828 	6805095 	9227585 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,HU	6592317 	6224640 	5193291 	22971011 	20972349 	24302974 
NR,TOTAL,N1-3,WORLD,UNK,IE	16440815 	14961633 	14616337 	12960911 	12393004 	12251438 
NR,TOTAL,N1-3,WORLD,UNK,IT	55136583 	57816249 	48977815 	51921722 	46951858 	62500395 
NR,TOTAL,N1-3,WORLD,UNK,LT	5121296 	5049829 	5251500 	5159513 	4812569 	4945920 
NR,TOTAL,N1-3,WORLD,UNK,LU	: 	1260290 	1563048 	1714638 	1461761 	: 
NR,TOTAL,N1-3,WORLD,UNK,MT	841724 	: 	: 	: 	540630 	517038 
NR,TOTAL,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	218959 u
NR,TOTAL,N1-3,WORLD,UNK,NO	28390282 	26398090 	27236284 	29976600 	23392462 	: 
NR,TOTAL,N1-3,WORLD,UNK,PL	60401915 	55663830 	50407023 	47829219 	60939561 	59052088 
NR,TOTAL,N1-3,WORLD,UNK,PT	: 	: 	: 	17088603 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	19892686 
NR,TOTAL,N1-3,WORLD,UNK,SE	: 	49286533 	47560788 	45030332 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,SI	6033774 	: 	: 	: 	: 	: 
NR,TOTAL,N1-3,WORLD,UNK,SK	14245001 	12375093 	10059408 	9372016 	7735041 	6484888 
NR,TOTAL,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	165442893 	167548481 
NR,TOTAL,N_GE1,DOM,ED0-2,AT	4860025 	5351150 	5102620 	4777644 	5585819 	5795987 
NR,TOTAL,N_GE1,DOM,ED0-2,EA	: 	: 	: 	: 	285592553 e	280286252 e
NR,TOTAL,N_GE1,DOM,ED0-2,EE	899959 	1107707 	884882 	674759 	367720 	381829 
NR,TOTAL,N_GE1,DOM,ED0-2,ES	191973729 	190996056 	171493488 	193268884 	210737527 	204086148 
NR,TOTAL,N_GE1,DOM,ED0-2,EU27	: 	: 	284913022 e	: 	296496854 e	316062683 e
NR,TOTAL,N_GE1,DOM,ED0-2,EU28	: 	: 	284566171 e	: 	300663290 e	320398910 e
NR,TOTAL,N_GE1,DOM,ED0-2,FI	15206185 	14112739 	16607151 	16020577 	18084165 	19196675 
NR,TOTAL,N_GE1,DOM,ED0-2,HR	: 	: 	: 	: 	4139716 	4306025 
NR,TOTAL,N_GE1,DOM,ED0-2,HU	4432755 	5249727 	5403843 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,LU	: 	: 	: 	: 	: 	35034 u
NR,TOTAL,N_GE1,DOM,ED0-2,LV	: 	1105867 	733717 	597833 	824141 	854851 
NR,TOTAL,N_GE1,DOM,ED0-2,MT	: 	71191 	113024 	64101 	: 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,NL	21301176 	21983162 	22080895 	23034738 	24490891 	28576423 
NR,TOTAL,N_GE1,DOM,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED0-2,PT	23224383 	20078951 	20558437 	: 	25439284 	21579417 
NR,TOTAL,N_GE1,DOM,ED0-2,RO	4945822 	5141333 	5137356 	5335780 	5315355 	: 
NR,TOTAL,N_GE1,DOM,ED0-2,SI	: 	848086 	667104 	534809 	852105 	600258 
NR,TOTAL,N_GE1,DOM,ED3_4,AT	22452315 	22577238 	20444604 	21981942 	22608996 	21651901 
NR,TOTAL,N_GE1,DOM,ED3_4,EA	: 	: 	: 	: 	291884680 e	291114419 e
NR,TOTAL,N_GE1,DOM,ED3_4,EE	3002167 	2998830 	2452474 	2392086 	1515171 	2388887 
NR,TOTAL,N_GE1,DOM,ED3_4,ES	112866076 	106274384 	100672819 	177587402 	187156615 	186386995 
NR,TOTAL,N_GE1,DOM,ED3_4,EU27	: 	: 	296392307 e	: 	342473824 e	382226517 e
NR,TOTAL,N_GE1,DOM,ED3_4,EU28	: 	: 	296031481 e	: 	358517461 e	399136617 e
NR,TOTAL,N_GE1,DOM,ED3_4,FI	30541782 	31150957 	30222040 	31026153 	31641581 	31963427 
NR,TOTAL,N_GE1,DOM,ED3_4,HR	: 	: 	: 	: 	15832481 	16660632 
NR,TOTAL,N_GE1,DOM,ED3_4,HU	17633561 	18236554 	18102642 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,LU	: 	: 	: 	: 	: 	46614 u
NR,TOTAL,N_GE1,DOM,ED3_4,LV	: 	3397521 	2928038 	3574563 	3908584 	4005974 
NR,TOTAL,N_GE1,DOM,ED3_4,MT	: 	347338 	282118 	293612 	: 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,NL	43628182 	34884246 	33007118 	32209212 	33477779 	35763219 
NR,TOTAL,N_GE1,DOM,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED3_4,PT	12769552 	11424787 	11334626 	: 	12717294 	9705916 
NR,TOTAL,N_GE1,DOM,ED3_4,RO	37674930 	36504949 	37037613 	40360393 	41172228 	: 
NR,TOTAL,N_GE1,DOM,ED3_4,SI	: 	2254694 	2321327 	2535882 	2731431 	3171644 
NR,TOTAL,N_GE1,DOM,ED5-8,AT	10977693 	12102294 	11432550 	10749372 	11044874 	10236578 
NR,TOTAL,N_GE1,DOM,ED5-8,EA	: 	: 	: 	: 	273666437 e	266602436 e
NR,TOTAL,N_GE1,DOM,ED5-8,EE	2815397 	2554229 	2641600 	2305511 	1903766 	1938825 
NR,TOTAL,N_GE1,DOM,ED5-8,ES	212662017 	211487596 	204292633 	157608911 	165031326 	163098135 
NR,TOTAL,N_GE1,DOM,ED5-8,EU27	: 	: 	393666085 e	: 	298663387 e	341724953 e
NR,TOTAL,N_GE1,DOM,ED5-8,EU28	: 	: 	393186839 e	: 	308576923 e	349609124 e
NR,TOTAL,N_GE1,DOM,ED5-8,FI	34714264 	35462679 	32058765 	31781391 	33052912 	30582591 
NR,TOTAL,N_GE1,DOM,ED5-8,HR	: 	: 	: 	: 	9794852 	7793182 
NR,TOTAL,N_GE1,DOM,ED5-8,HU	14013906 	13087392 	14633233 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,LU	: 	: 	: 	: 	: 	39662 
NR,TOTAL,N_GE1,DOM,ED5-8,LV	: 	2728040 	2879891 	4274538 	2556107 	3255122 
NR,TOTAL,N_GE1,DOM,ED5-8,MT	: 	211741 	167547 	152163 	: 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,NL	29341829 	40455359 	38224597 	37392749 	39233645 	42598940 
NR,TOTAL,N_GE1,DOM,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,DOM,ED5-8,PT	19678668 	19833461 	20408089 	: 	21587854 	16303145 
NR,TOTAL,N_GE1,DOM,ED5-8,RO	17675743 	16354162 	15465976 	16020794 	17639503 	: 
NR,TOTAL,N_GE1,DOM,ED5-8,SI	: 	1921283 	1522583 	1812160 	1778482 	1771761 
NR,TOTAL,N_GE1,DOM,TOTAL,AT	38290032 	40030682 	36979775 	37508957 	39239689 	37684466 
NR,TOTAL,N_GE1,DOM,TOTAL,BE	10232724 b	11803422 	10722496 	8928601 	11037775 	11589887 
NR,TOTAL,N_GE1,DOM,TOTAL,BG	17657842 	11977231 	10199541 	12475988 	14909073 	11857124 
NR,TOTAL,N_GE1,DOM,TOTAL,CH	: 	24697194 	21967977 	26089499 	26281045 	24715831 
NR,TOTAL,N_GE1,DOM,TOTAL,CY	3713917 	3814466 	3374489 	4491171 	4673615 	4361062 
NR,TOTAL,N_GE1,DOM,TOTAL,CZ	101001956 	98081852 	86913645 	97656604 	91407995 	94981328 
NR,TOTAL,N_GE1,DOM,TOTAL,DE	551345687 	589171749 	611975013 	570009772 	567365856 	566722964 
NR,TOTAL,N_GE1,DOM,TOTAL,DK	: 	51351643 	66154688 	58831786 	55566796 	50591407 
NR,TOTAL,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	2798462276 e	2823755533 e
NR,TOTAL,N_GE1,DOM,TOTAL,EE	6717523 	6660765 	5978956 	5372356 	3786656 	4709541 
NR,TOTAL,N_GE1,DOM,TOTAL,EL	: 	49173106 	50497926 	56100554 	50162400 	47782214 
NR,TOTAL,N_GE1,DOM,TOTAL,ES	517501822 	508758036 	476458940 	528465198 	562925467 	553571278 
NR,TOTAL,N_GE1,DOM,TOTAL,EU27	: 	: 	3604458532 e	: 	3651066627 e	3684211261 e
NR,TOTAL,N_GE1,DOM,TOTAL,EU28	: 	: 	3627769107 e	: 	3680816667 e	3712924635 e
NR,TOTAL,N_GE1,DOM,TOTAL,FI	80462230 	80726374 	78887957 	78828121 	82778658 	81742693 
NR,TOTAL,N_GE1,DOM,TOTAL,FR	906553289 	894061378 	914664132 	1026057420 	1030896713 	1028831354 
NR,TOTAL,N_GE1,DOM,TOTAL,HR	19741646 	18136964 	24214087 	28039661 	29767048 	28759840 
NR,TOTAL,N_GE1,DOM,TOTAL,HU	36080222 	36573673 	38139718 	39102242 	38061996 	45910616 
NR,TOTAL,N_GE1,DOM,TOTAL,IE	19106171 	18655836 	17906013 	16686773 	16263454 	16368179 
NR,TOTAL,N_GE1,DOM,TOTAL,IT	235988232 	230243909 	204633075 	218075497 	248179072 	285426120 
NR,TOTAL,N_GE1,DOM,TOTAL,LT	6991175 	6910430 	7174677 	6999646 	7069085 	6835960 
NR,TOTAL,N_GE1,DOM,TOTAL,LU	: 	99214 	101000 	73879 	113046 	121310 
NR,TOTAL,N_GE1,DOM,TOTAL,LV	: 	7231428 	6541646 	8446934 	7288832 	8115946 
NR,TOTAL,N_GE1,DOM,TOTAL,MT	708483 	630270 	562690 	509876 	468406 	598219 
NR,TOTAL,N_GE1,DOM,TOTAL,NL	94271187 	97322767 	93312610 	92636699 	97202315 	107793362 
NR,TOTAL,N_GE1,DOM,TOTAL,NO	52761251 	49829731 	47613416 	56115008 	44249606 	: 
NR,TOTAL,N_GE1,DOM,TOTAL,PL	214207468 	203038084 	186758670 	177667110 	195473538 	196265288 
NR,TOTAL,N_GE1,DOM,TOTAL,PT	55672602 	51337199 	52301152 	49794523 	59744431 	47588478 
NR,TOTAL,N_GE1,DOM,TOTAL,RO	60296496 	58000444 	57640945 	61716967 	64127086 	63742152 
NR,TOTAL,N_GE1,DOM,TOTAL,SE	: 	108249134 	104832198 	91993967 	: 	: 
NR,TOTAL,N_GE1,DOM,TOTAL,SI	4871402 	5024063 	4511014 	4882851 	5362018 	5543663 
NR,TOTAL,N_GE1,DOM,TOTAL,SK	22808904 	23914130 	19987596 	17089425 	15882234 	18233734 
NR,TOTAL,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	319937939 	334309666 
NR,TOTAL,N_GE1,DOM,UNK,BE	10232724 b	11803422 	10722496 	8928601 	11037775 	11589887 
NR,TOTAL,N_GE1,DOM,UNK,BG	17657842 	11977231 	10199541 	12475988 	14909073 	11857124 
NR,TOTAL,N_GE1,DOM,UNK,CH	: 	24697194 	21967977 	26089499 	26281045 	24715831 
NR,TOTAL,N_GE1,DOM,UNK,CY	3713917 	3814466 	3374489 	4491171 	4673615 	4361062 
NR,TOTAL,N_GE1,DOM,UNK,CZ	101001956 	98081852 	86913645 	97656604 	91407995 	94981328 
NR,TOTAL,N_GE1,DOM,UNK,DE	551345687 	589171749 	611975013 	570009772 	567365856 	566722964 
NR,TOTAL,N_GE1,DOM,UNK,DK	: 	51351643 	66154688 	58831786 	55566796 	50591407 
NR,TOTAL,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	1947318606 e	1985752426 e
NR,TOTAL,N_GE1,DOM,UNK,EL	: 	49173106 	50497926 	56100554 	50162400 	47782214 
NR,TOTAL,N_GE1,DOM,UNK,EU27	: 	: 	2629487118 e	: 	2713432562 e	2644197108 e
NR,TOTAL,N_GE1,DOM,UNK,EU28	: 	: 	2653984616 e	: 	2713058993 e	2643779984 e
NR,TOTAL,N_GE1,DOM,UNK,FR	906553289 	894061378 	914664132 	1026057420 	1030896713 	1028831354 
NR,TOTAL,N_GE1,DOM,UNK,HR	19741646 	18136964 	24214087 	28039661 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,HU	: 	: 	: 	39102242 	38061996 	45910616 
NR,TOTAL,N_GE1,DOM,UNK,IE	19106171 	18655836 	17906013 	16686773 	16263454 	16368179 
NR,TOTAL,N_GE1,DOM,UNK,IT	235988232 	230243909 	204633075 	218075497 	248179072 	285426120 
NR,TOTAL,N_GE1,DOM,UNK,LT	6991175 	6910430 	7174677 	6999646 	7069085 	6835960 
NR,TOTAL,N_GE1,DOM,UNK,LU	: 	99214 	101000 	73879 	113046 	: 
NR,TOTAL,N_GE1,DOM,UNK,MT	708483 	: 	: 	: 	468406 	598219 
NR,TOTAL,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	854780 
NR,TOTAL,N_GE1,DOM,UNK,NO	52761251 	49829731 	47613416 	56115008 	44249606 	: 
NR,TOTAL,N_GE1,DOM,UNK,PL	214207468 	203038084 	186758670 	177667110 	195473538 	196265288 
NR,TOTAL,N_GE1,DOM,UNK,PT	: 	: 	: 	49794523 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	63742152 
NR,TOTAL,N_GE1,DOM,UNK,SE	: 	108249134 	104832198 	91993967 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,SI	4871402 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,UNK,SK	22808904 	23914130 	19987596 	17089425 	15882234 	18233734 
NR,TOTAL,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	319937939 	334309666 
NR,TOTAL,N_GE1,OUT,ED0-2,AT	10796940 	10988727 	9317144 	10339993 	9403433 	11090885 
NR,TOTAL,N_GE1,OUT,ED0-2,EA	: 	: 	: 	: 	83211114 e	88412419 e
NR,TOTAL,N_GE1,OUT,ED0-2,EE	1133576 	844557 	797920 	564546 	826093 	520250 u
NR,TOTAL,N_GE1,OUT,ED0-2,ES	28801568 	29683945 	31546286 	26204416 	24507391 	26479585 
NR,TOTAL,N_GE1,OUT,ED0-2,EU27	: 	: 	106485837 e	: 	85847026 e	102867298 e
NR,TOTAL,N_GE1,OUT,ED0-2,EU28	: 	: 	106356202 e	: 	90740067 e	105552690 e
NR,TOTAL,N_GE1,OUT,ED0-2,FI	11324573 	10167236 	12229380 	12386026 	9510424 	12059633 
NR,TOTAL,N_GE1,OUT,ED0-2,HR	: 	: 	: 	: 	4826121 	2652306 
NR,TOTAL,N_GE1,OUT,ED0-2,LU	: 	: 	: 	: 	: 	1621505 
NR,TOTAL,N_GE1,OUT,ED0-2,LV	: 	717274 u	732716 u	992611 	707619 	853403 
NR,TOTAL,N_GE1,OUT,ED0-2,MT	: 	268058 	367951 	258161 	: 	: 
NR,TOTAL,N_GE1,OUT,ED0-2,NL	30475325 	30527178 	30187440 	29447779 	31908917 	30615781 
NR,TOTAL,N_GE1,OUT,ED0-2,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED0-2,PT	6174330 	4508319 	4790146 	: 	5482397 	4424921 
NR,TOTAL,N_GE1,OUT,ED0-2,RO	335489 u	671223 	450040 u	438613 u	548766 u	: 
NR,TOTAL,N_GE1,OUT,ED0-2,SI	: 	2381033 	2581857 	1454664 	1562250 	1588983 
NR,TOTAL,N_GE1,OUT,ED3_4,AT	41563015 	36842028 	36241269 	38559165 	36071947 	36834407 
NR,TOTAL,N_GE1,OUT,ED3_4,EA	: 	: 	: 	: 	146976515 e	158147615 e
NR,TOTAL,N_GE1,OUT,ED3_4,EE	3242380 	3516701 	4171890 	3680343 	3547944 	2884123 
NR,TOTAL,N_GE1,OUT,ED3_4,ES	25832784 	26181547 	24490881 	29076151 	29054617 	30573751 
NR,TOTAL,N_GE1,OUT,ED3_4,EU27	: 	: 	171291207 e	: 	158466228 e	216187487 e
NR,TOTAL,N_GE1,OUT,ED3_4,EU28	: 	: 	171082678 e	: 	169944498 e	225280910 e
NR,TOTAL,N_GE1,OUT,ED3_4,FI	16813021 	17211019 	14446978 	15756374 	16518543 	19704690 
NR,TOTAL,N_GE1,OUT,ED3_4,HR	: 	: 	: 	: 	11315475 	8960920 
NR,TOTAL,N_GE1,OUT,ED3_4,LU	: 	: 	: 	: 	: 	3677118 
NR,TOTAL,N_GE1,OUT,ED3_4,LV	: 	3363242 	2899686 	3423817 	4157145 	3928103 
NR,TOTAL,N_GE1,OUT,ED3_4,MT	: 	1741095 	1266647 	1409664 	: 	: 
NR,TOTAL,N_GE1,OUT,ED3_4,NL	84105905 	52742360 	51443682 	50385057 	52291260 	55630681 
NR,TOTAL,N_GE1,OUT,ED3_4,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED3_4,PT	3194580 	2114656 	2725072 	: 	2846011 	2175965 
NR,TOTAL,N_GE1,OUT,ED3_4,RO	4680577 	4247212 	4391796 	5351311 	4785268 	: 
NR,TOTAL,N_GE1,OUT,ED3_4,SI	: 	8309400 	7488878 	6916992 	6628159 	6647424 
NR,TOTAL,N_GE1,OUT,ED5-8,AT	21401078 	23642208 	23274397 	20947317 	20381080 	19524910 
NR,TOTAL,N_GE1,OUT,ED5-8,EA	: 	: 	: 	: 	180129051 e	184107203 e
NR,TOTAL,N_GE1,OUT,ED5-8,EE	4007502 	3811703 	4579538 	4474135 	3564547 	3515728 
NR,TOTAL,N_GE1,OUT,ED5-8,ES	57456156 	57254389 	50944815 	38703490 	37754142 	39148940 
NR,TOTAL,N_GE1,OUT,ED5-8,EU27	: 	: 	236813002 e	: 	189957990 e	222881738 e
NR,TOTAL,N_GE1,OUT,ED5-8,EU28	: 	: 	236524708 e	: 	195591796 e	227160554 e
NR,TOTAL,N_GE1,OUT,ED5-8,FI	27288281 	24145760 	22704813 	22333289 	23529392 	22271221 
NR,TOTAL,N_GE1,OUT,ED5-8,HR	: 	: 	: 	: 	5569098 	4235232 
NR,TOTAL,N_GE1,OUT,ED5-8,LU	: 	: 	: 	: 	: 	5510397 
NR,TOTAL,N_GE1,OUT,ED5-8,LV	: 	3324297 	3070483 	4244641 	3086330 	3451671 
NR,TOTAL,N_GE1,OUT,ED5-8,MT	: 	1088888 	920039 	917490 	: 	: 
NR,TOTAL,N_GE1,OUT,ED5-8,NL	79525222 	89338019 	85966493 	86897904 	83821184 	84709275 
NR,TOTAL,N_GE1,OUT,ED5-8,PL	: 	: 	: 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,ED5-8,PT	5471715 	4714173 	5501579 	: 	5442737 	4089089 
NR,TOTAL,N_GE1,OUT,ED5-8,RO	3621383 	3737751 	3770872 	3948717 	3689571 	: 
NR,TOTAL,N_GE1,OUT,ED5-8,SI	: 	5623522 	5987620 	5315830 	5613867 	5314992 
NR,TOTAL,N_GE1,OUT,TOTAL,AT	73761033 	71472963 	68832809 	69846475 	65856460 	67450202 
NR,TOTAL,N_GE1,OUT,TOTAL,BE	88782784 b	98585382 	86578113 	86475032 	85471276 	76265996 
NR,TOTAL,N_GE1,OUT,TOTAL,BG	5012923 	4044404 	3778260 	4062264 	4231970 	3886196 
NR,TOTAL,N_GE1,OUT,TOTAL,CH	: 	115606081 	110198328 	99722591 	97880486 	95110971 
NR,TOTAL,N_GE1,OUT,TOTAL,CY	14205130 	13260809 	12782579 	14582145 	12325808 	13882721 
NR,TOTAL,N_GE1,OUT,TOTAL,CZ	45452158 	39653044 	37204006 	38013815 	39606064 	40953875 
NR,TOTAL,N_GE1,OUT,TOTAL,DE	798017337 	770926126 	699833343 	730128564 	745626638 	687371570 
NR,TOTAL,N_GE1,OUT,TOTAL,DK	: 	51068557 	55136829 	54200283 	52304960 	54550080 
NR,TOTAL,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	1652226915 e	1607795880 e
NR,TOTAL,N_GE1,OUT,TOTAL,EE	8383458 	8172961 	9549349 	8719025 	7938584 	6920100 
NR,TOTAL,N_GE1,OUT,TOTAL,EL	: 	7166025 	6941342 	7876643 	8619057 	5723863 
NR,TOTAL,N_GE1,OUT,TOTAL,ES	112090507 	113119882 	106981983 	93984057 	91316150 	96202276 
NR,TOTAL,N_GE1,OUT,TOTAL,EU27	: 	: 	2189225475 e	: 	2504005232 e	2444276792 e
NR,TOTAL,N_GE1,OUT,TOTAL,EU28	: 	: 	2207162349 e	: 	2525725399 e	2460034328 e
NR,TOTAL,N_GE1,OUT,TOTAL,FI	55425875 	51524015 	49381171 	50475690 	49558360 	54035544 
NR,TOTAL,N_GE1,OUT,TOTAL,FR	221280432 	200063793 	199278725 	235098079 	221383996 	211717989 
NR,TOTAL,N_GE1,OUT,TOTAL,HR	11695565 	8644304 	18010254 	19900659 	21710694 	15848458 
NR,TOTAL,N_GE1,OUT,TOTAL,HU	30819562 	29865464 	28133920 	26230418 	23296784 	22690212 
NR,TOTAL,N_GE1,OUT,TOTAL,IE	47904081 	47222817 	43527700 	45719059 	45176985 	45299155 
NR,TOTAL,N_GE1,OUT,TOTAL,IT	78155312 	77133618 	87585736 	90196548 	92287385 	105495896 
NR,TOTAL,N_GE1,OUT,TOTAL,LT	13227989 	12938130 	12636135 	12102708 	13642361 	12942904 
NR,TOTAL,N_GE1,OUT,TOTAL,LU	: 	10735463 	10874082 	11255418 	10604138 	10809020 
NR,TOTAL,N_GE1,OUT,TOTAL,LV	: 	7404813 	6702886 	8661070 	7951095 	8233177 
NR,TOTAL,N_GE1,OUT,TOTAL,MT	3282177 	3098041 	2554638 	2585315 	2610807 	2286772 
NR,TOTAL,N_GE1,OUT,TOTAL,NL	194106452 	172607557 	167597615 	166730740 	168021361 	171833626 
NR,TOTAL,N_GE1,OUT,TOTAL,NO	61918200 	58332133 	60663437 	67249602 	53521077 	: 
NR,TOTAL,N_GE1,OUT,TOTAL,PL	119142892 	105439704 	99647918 	103675558 	97443011 	85954178 
NR,TOTAL,N_GE1,OUT,TOTAL,PT	14840624 	11337148 	13016796 	11679160 	13771145 	10689975 
NR,TOTAL,N_GE1,OUT,TOTAL,RO	8637449 	8656186 	8612708 	9738640 	9023605 	8522640 
NR,TOTAL,N_GE1,OUT,TOTAL,SE	: 	70847450 	59155065 	68708901 	: 	: 
NR,TOTAL,N_GE1,OUT,TOTAL,SI	15711408 	16313955 	16058355 	13687486 	13804276 	13551400 
NR,TOTAL,N_GE1,OUT,TOTAL,SK	21394899 	17929984 	19087730 	14238982 	16747450 	20045360 
NR,TOTAL,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	563945045 	546456491 
NR,TOTAL,N_GE1,OUT,UNK,BE	88782784 b	98585382 	86578113 	86475032 	85471276 	76265996 
NR,TOTAL,N_GE1,OUT,UNK,BG	5012923 	4044404 	3778260 	4062264 	4231970 	3886196 
