unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,PERS,N_GE4,WORLD,UNK,NO	79140013 	74193762 	73874326 	82674613 	66237742 	: 
NR,PERS,N_GE4,WORLD,UNK,PL	260651267 	242352766 	225074115 	223948723 b	201388786 	195774427 
NR,PERS,N_GE4,WORLD,UNK,PT	46827534 	39740569 	41806037 	40682845 	52014927 	38869647 
NR,PERS,N_GE4,WORLD,UNK,RO	: 	: 	: 	: 	: 	47592299 
NR,PERS,N_GE4,WORLD,UNK,SE	: 	122356242 	111055872 	107824785 	: 	: 
NR,PERS,N_GE4,WORLD,UNK,SI	13768514 	14916182 	14074780 	12021858 	12328329 	12605829 
NR,PERS,N_GE4,WORLD,UNK,SK	29417186 	27108543 	26938850 	20378779 	21715000 b	30388112 
NR,PERS,N_GE4,WORLD,UNK,UK	: 	: 	: 	: 	667618160 	659375030 
NR,PROF,N1-3,DOM,Q1,EA	: 	: 	: 	: 	94301 e	35499 e
NR,PROF,N1-3,DOM,Q1,EE	: c	76556 u	28594 u	23936 u	44796 	35494 u
NR,PROF,N1-3,DOM,Q1,EU27	: 	: 	: 	: 	183858 e	36160 u
NR,PROF,N1-3,DOM,Q1,EU28	: 	: 	: 	: 	183833 e	36154 u
NR,PROF,N1-3,DOM,Q1,NL	146303 u	69288 u	78809 u	: u	: u	: 
NR,PROF,N1-3,DOM,Q1,RO	121245 	159388 	165040 	115351 	86593 	: 
NR,PROF,N1-3,DOM,Q2,EA	: 	: 	: 	: 	181104 e	21839 e
NR,PROF,N1-3,DOM,Q2,EE	85341 u	66097 u	60831 u	80307 	19962 u	21836 u
NR,PROF,N1-3,DOM,Q2,EU27	: 	: 	: 	: 	234458 e	22246 u
NR,PROF,N1-3,DOM,Q2,EU28	: 	: 	: 	: 	234426 e	22242 u
NR,PROF,N1-3,DOM,Q2,NL	132401 u	116852 u	125497 u	175481 u	161120 u	: 
NR,PROF,N1-3,DOM,Q2,RO	104214 	109262 u	102065 	66681 u	49580 u	: 
NR,PROF,N1-3,DOM,Q3,EA	: 	: 	: 	: 	627043 e	50115 e
NR,PROF,N1-3,DOM,Q3,EE	89561 u	123004 u	128670 	130014 	63287 	50109 u
NR,PROF,N1-3,DOM,Q3,EU27	: 	: 	: 	: 	653009 e	51049 u
NR,PROF,N1-3,DOM,Q3,EU28	: 	: 	: 	: 	652919 e	51041 u
NR,PROF,N1-3,DOM,Q3,NL	345835 	496915 	568828 	439321 	563679 	: 
NR,PROF,N1-3,DOM,Q3,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N1-3,DOM,Q4,EA	: 	: 	: 	: 	592122 e	63693 e
NR,PROF,N1-3,DOM,Q4,EE	291488 	240075 	155915 	172082 	104389 	63685 
NR,PROF,N1-3,DOM,Q4,EU27	: 	: 	: 	: 	601791 e	64879 e
NR,PROF,N1-3,DOM,Q4,EU28	: 	: 	: 	: 	601708 e	64869 e
NR,PROF,N1-3,DOM,Q4,NL	793672 	523086 	483880 	394538 	487661 	: 
NR,PROF,N1-3,DOM,Q4,RO	: c	: u	: u	: 	: 	: 
NR,PROF,N1-3,DOM,TOTAL,AT	2384568 	2555367 	2406646 	2551634 	2876633 	2687934 
NR,PROF,N1-3,DOM,TOTAL,BE	129395 b	151864 	148868 	51400 u	100289 u	355043 
NR,PROF,N1-3,DOM,TOTAL,BG	181972 	140709 	172217 	243962 	200772 	127854 
NR,PROF,N1-3,DOM,TOTAL,CH	: 	452633 u	526620 	251796 u	550288 u	666555 u
NR,PROF,N1-3,DOM,TOTAL,CY	: c	21202 u	31591 u	34593 u	60610 	47661 u
NR,PROF,N1-3,DOM,TOTAL,CZ	1201373 	1227927 	904786 	1015546 	1533882 	1178209 
NR,PROF,N1-3,DOM,TOTAL,DE	41580657 	41638428 	37560291 	38860026 	40883744 	46730191 
NR,PROF,N1-3,DOM,TOTAL,DK	: 	1588384 	2032371 	1258891 	1754156 b	1315600 
NR,PROF,N1-3,DOM,TOTAL,EA	: 	: 	: 	: 	92386942 e	104542798 e
NR,PROF,N1-3,DOM,TOTAL,EE	505604 	505732 	374011 	406339 	232433 	171124 
NR,PROF,N1-3,DOM,TOTAL,EL	: 	314770 	376429 	318977 	365142 	284369 
NR,PROF,N1-3,DOM,TOTAL,ES	8533601 	8632967 	7351572 b	8832265 	10432613 	11972568 
NR,PROF,N1-3,DOM,TOTAL,EU27	: 	: 	: 	: 	127221044 e	144652636 e
NR,PROF,N1-3,DOM,TOTAL,EU28	: 	: 	: 	: 	128365505 e	145955523 e
NR,PROF,N1-3,DOM,TOTAL,FI	4848684 	5060834 	4558935 	4756067 	5455382 	5591055 
NR,PROF,N1-3,DOM,TOTAL,FR	24897008 	16097847 	16144607 	20355743 	21602856 	22048457 
NR,PROF,N1-3,DOM,TOTAL,HR	388456 	460600 	530840 	1042267 	1143323 	1301508 
NR,PROF,N1-3,DOM,TOTAL,HU	387433 	277285 	451364 	479211 	491077 	453758 
NR,PROF,N1-3,DOM,TOTAL,IE	573946 	587263 	524038 	501244 	460010 	384073 
NR,PROF,N1-3,DOM,TOTAL,IT	5627077 	6472202 	6672192 	7901210 b	6196211 	10184289 
NR,PROF,N1-3,DOM,TOTAL,LT	519643 	524214 	529684 	534425 	509196 	515862 
NR,PROF,N1-3,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N1-3,DOM,TOTAL,LV	: 	66582 u	140061 u	78023 u	129039 	172901 
NR,PROF,N1-3,DOM,TOTAL,MT	9957 u	9438 u	: c	: u	: u	: u
NR,PROF,N1-3,DOM,TOTAL,NL	1418212 	1206141 	1257014 	1093382 	1261953 	1314786 
NR,PROF,N1-3,DOM,TOTAL,NO	5463945 	3766115 	4484810 	5426227 	3532138 	: 
NR,PROF,N1-3,DOM,TOTAL,PL	2276059 	1960708 	1617893 	1608965 b	5155661 	5278605 
NR,PROF,N1-3,DOM,TOTAL,PT	1316231 	1407427 	1404236 	1252710 	956639 	918879 
NR,PROF,N1-3,DOM,TOTAL,RO	267017 	308692 	311630 	189905 	151645 	59878 u
NR,PROF,N1-3,DOM,TOTAL,SE	: 	8505922 	5543689 	7199092 	: 	: 
NR,PROF,N1-3,DOM,TOTAL,SI	129133 	116423 	99284 	118769 	159097 	110714 
NR,PROF,N1-3,DOM,TOTAL,SK	1475163 	: u	1124756 u	: u	1211374 bu	1296920 
NR,PROF,N1-3,DOM,TOTAL,UK	: 	: 	: 	: 	22860489 	23587758 
NR,PROF,N1-3,DOM,UNK,AT	2384568 	2555367 	2406646 	2551634 	2876633 	2687934 
NR,PROF,N1-3,DOM,UNK,BE	129395 b	151864 	148868 	51400 u	100289 u	355043 
NR,PROF,N1-3,DOM,UNK,BG	181972 	140709 	172217 	243962 	200772 	127854 
NR,PROF,N1-3,DOM,UNK,CH	: 	452633 u	526620 	251796 u	550288 u	666555 u
NR,PROF,N1-3,DOM,UNK,CY	: c	21202 u	31591 u	34593 u	60610 	47661 u
NR,PROF,N1-3,DOM,UNK,CZ	1201373 	1227927 	904786 	1015546 	1533882 	1178209 
NR,PROF,N1-3,DOM,UNK,DE	41580657 	41638428 	37560291 	38860026 	40883744 	46730191 
NR,PROF,N1-3,DOM,UNK,DK	: 	1588384 	2032371 	1258891 	1754156 b	1315600 
NR,PROF,N1-3,DOM,UNK,EA	: 	: 	: 	: 	90892372 e	104371653 e
NR,PROF,N1-3,DOM,UNK,EL	: 	314770 	376429 	318977 	365142 	284369 
NR,PROF,N1-3,DOM,UNK,ES	8533601 	8632967 	7351572 b	8832265 	10432613 	11972568 
NR,PROF,N1-3,DOM,UNK,EU27	: 	: 	: 	: 	125547928 e	144478302 e
NR,PROF,N1-3,DOM,UNK,EU28	: 	: 	: 	: 	126692619 e	145781218 e
NR,PROF,N1-3,DOM,UNK,FI	4848684 	5060834 	4558935 	4756067 	5455382 	5591055 
NR,PROF,N1-3,DOM,UNK,FR	24897008 	16097847 	16144607 	20355743 	21602856 	22048457 
NR,PROF,N1-3,DOM,UNK,HR	388456 	460600 	530840 	1042267 	1143323 	1301508 
NR,PROF,N1-3,DOM,UNK,HU	387433 	277285 	451364 	479211 	491077 	453758 
NR,PROF,N1-3,DOM,UNK,IE	573946 	587263 	524038 	501244 	460010 	384073 
NR,PROF,N1-3,DOM,UNK,IT	5627077 	6472202 	6672192 	7901210 b	6196211 	10184289 
NR,PROF,N1-3,DOM,UNK,LT	519643 	524214 	529684 	534425 	509196 	515862 
NR,PROF,N1-3,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
NR,PROF,N1-3,DOM,UNK,LV	: 	66582 u	140061 u	78023 u	129039 	172901 
NR,PROF,N1-3,DOM,UNK,MT	9957 u	9438 u	: c	: u	: u	: u
NR,PROF,N1-3,DOM,UNK,NL	: 	: 	: 	: 	: 	1314786 
NR,PROF,N1-3,DOM,UNK,NO	5463945 	3766115 	4484810 	5426227 	3532138 	: 
NR,PROF,N1-3,DOM,UNK,PL	2276059 	1960708 	1617893 	1608965 b	5155661 	5278605 
NR,PROF,N1-3,DOM,UNK,PT	1316231 	1407427 	1404236 	1252710 	956639 	918879 
NR,PROF,N1-3,DOM,UNK,RO	: 	: 	: 	: 	: 	59878 u
NR,PROF,N1-3,DOM,UNK,SE	: 	8505922 	5543689 	7199092 	: 	: 
NR,PROF,N1-3,DOM,UNK,SI	129133 	116423 	99284 	118769 	159097 	110714 
NR,PROF,N1-3,DOM,UNK,SK	1475163 	: u	1124756 u	: u	1211374 bu	1296920 
NR,PROF,N1-3,DOM,UNK,UK	: 	: 	: 	: 	22860489 	23587758 
NR,PROF,N1-3,OUT,Q1,EA	: 	: 	: 	: 	162237 e	: u
NR,PROF,N1-3,OUT,Q1,EE	: c	: u	: u	: u	45748 u	: u
NR,PROF,N1-3,OUT,Q1,EU27	: 	: 	: 	: 	164886 u	: u
NR,PROF,N1-3,OUT,Q1,EU28	: 	: 	: 	: 	164863 u	: u
NR,PROF,N1-3,OUT,Q1,NL	239253 u	70710 u	159927 u	: u	: u	: 
NR,PROF,N1-3,OUT,Q2,EA	: 	: 	: 	: 	125192 e	: u
NR,PROF,N1-3,OUT,Q2,EE	: c	34868 u	33759 u	60057 u	: u	: u
NR,PROF,N1-3,OUT,Q2,EU27	: 	: 	: 	: 	127237 u	: u
NR,PROF,N1-3,OUT,Q2,EU28	: 	: 	: 	: 	127219 u	: u
NR,PROF,N1-3,OUT,Q2,NL	261965 	134440 u	183009 u	160899 u	99538 u	: 
NR,PROF,N1-3,OUT,Q2,RO	: c	: 	: 	: 	: 	: 
NR,PROF,N1-3,OUT,Q3,EA	: 	: 	: 	: 	444086 e	: u
NR,PROF,N1-3,OUT,Q3,EE	90398 u	130598 	83095 u	126309 	61559 u	: u
NR,PROF,N1-3,OUT,Q3,EU27	: 	: 	: 	: 	451338 e	: u
NR,PROF,N1-3,OUT,Q3,EU28	: 	: 	: 	: 	451276 e	: u
NR,PROF,N1-3,OUT,Q3,NL	659716 	419883 	549775 	534706 	382472 	: 
NR,PROF,N1-3,OUT,Q3,RO	: 	: 	: 	: u	: 	: 
NR,PROF,N1-3,OUT,Q4,EA	: 	: 	: 	: 	823579 e	180395 e
NR,PROF,N1-3,OUT,Q4,EE	239803 	306919 	217315 	250704 	176315 	180373 
NR,PROF,N1-3,OUT,Q4,EU27	: 	: 	: 	: 	837028 e	183755 e
NR,PROF,N1-3,OUT,Q4,EU28	: 	: 	: 	: 	836913 e	183726 e
NR,PROF,N1-3,OUT,Q4,NL	1730279 	889124 	752587 	740439 	647162 	: 
NR,PROF,N1-3,OUT,TOTAL,AT	2280078 	2318626 	2403421 	2600407 	2756165 	2413564 
NR,PROF,N1-3,OUT,TOTAL,BE	1386947 b	1569173 	1157353 	985715 	1113252 	1646569 
NR,PROF,N1-3,OUT,TOTAL,BG	: c	66934 u	: u	: u	82656 u	: u
NR,PROF,N1-3,OUT,TOTAL,CH	: 	1043848 	904759 	1268829 	909712 u	1884533 
NR,PROF,N1-3,OUT,TOTAL,CY	331148 	282947 	214111 	200861 	202400 	273292 
NR,PROF,N1-3,OUT,TOTAL,CZ	530596 	664587 	464694 	491917 	666780 	672057 
NR,PROF,N1-3,OUT,TOTAL,DE	13078897 	9866652 	11507825 	8916104 	11971196 	13876012 
NR,PROF,N1-3,OUT,TOTAL,DK	: 	1450361 	1838478 	1319805 	1324299 b	2228200 
NR,PROF,N1-3,OUT,TOTAL,EA	: 	: 	: 	: 	28596255 e	32206236 e
NR,PROF,N1-3,OUT,TOTAL,EE	371362 	499921 	354902 	462655 	309261 	279312 
NR,PROF,N1-3,OUT,TOTAL,EL	: 	58841 u	86210 	76439 u	99886 	57705 u
NR,PROF,N1-3,OUT,TOTAL,ES	1709362 	1661710 	1421287 b	1541112 	1863866 	1908309 
NR,PROF,N1-3,OUT,TOTAL,EU27	: 	: 	: 	: 	39945122 e	45818482 e
NR,PROF,N1-3,OUT,TOTAL,EU28	: 	: 	: 	: 	40541899 e	46401803 e
NR,PROF,N1-3,OUT,TOTAL,FI	2229601 	2315180 	2020383 	2256558 	2003142 	2523393 
NR,PROF,N1-3,OUT,TOTAL,FR	4641212 	2769693 	3028332 	3618770 	3234778 	3188841 
NR,PROF,N1-3,OUT,TOTAL,HR	469308 	533328 	635394 	826939 	592608 	579770 
NR,PROF,N1-3,OUT,TOTAL,HU	648172 	694336 	666295 	603839 	692095 	696645 
NR,PROF,N1-3,OUT,TOTAL,IE	897189 	944043 	1002821 	803480 	789751 	674484 
NR,PROF,N1-3,OUT,TOTAL,IT	1243921 u	1302451 u	1408613 u	1848106 bu	1680553 	2220554 
NR,PROF,N1-3,OUT,TOTAL,LT	499560 	478598 	438247 	387665 	348228 	306612 
NR,PROF,N1-3,OUT,TOTAL,LU	: 	276859 	324594 	382035 	364650 	348375 
NR,PROF,N1-3,OUT,TOTAL,LV	: 	208710 	178106 	194851 	306887 	321795 
NR,PROF,N1-3,OUT,TOTAL,MT	144831 	107303 	89928 	84016 b	63092 	61610 
NR,PROF,N1-3,OUT,TOTAL,NL	2891213 	1514157 	1645298 	1490949 	1245642 	1430114 
NR,PROF,N1-3,OUT,TOTAL,NO	1563349 	2089305 	1955104 	2192008 	1773049 	: 
NR,PROF,N1-3,OUT,TOTAL,PL	968785 	798514 	663207 	648863 b	1397803 	2861418 
NR,PROF,N1-3,OUT,TOTAL,PT	413242 	426367 	448179 	496537 	285530 	407479 
NR,PROF,N1-3,OUT,TOTAL,RO	: c	: 	: 	: u	: 	: 
NR,PROF,N1-3,OUT,TOTAL,SE	: 	717695 u	719256 	941285 	: 	: 
NR,PROF,N1-3,OUT,TOTAL,SI	588882 	491083 	590235 	495714 	403229 	495891 
NR,PROF,N1-3,OUT,TOTAL,SK	1506437 u	: u	: u	: u	: u	330861 u
NR,PROF,N1-3,OUT,TOTAL,UK	: 	: 	: 	: 	5886976 	5930054 
NR,PROF,N1-3,OUT,UNK,AT	2280078 	2318626 	2403421 	2600407 	2756165 	2413564 
NR,PROF,N1-3,OUT,UNK,BE	1386947 b	1569173 	1157353 	985715 	1113252 	1646569 
NR,PROF,N1-3,OUT,UNK,BG	: c	66934 u	: u	: u	82656 u	: u
NR,PROF,N1-3,OUT,UNK,CH	: 	1043848 	904759 	1268829 	909712 u	1884533 
NR,PROF,N1-3,OUT,UNK,CY	331148 	282947 	214111 	200861 	202400 	273292 
NR,PROF,N1-3,OUT,UNK,CZ	530596 	664587 	464694 	491917 	666780 	672057 
NR,PROF,N1-3,OUT,UNK,DE	13078897 	9866652 	11507825 	8916104 	11971196 	13876012 
NR,PROF,N1-3,OUT,UNK,DK	: 	1450361 	1838478 	1319805 	1324299 b	2228200 
NR,PROF,N1-3,OUT,UNK,EA	: 	: 	: 	: 	27041161 e	31926889 e
NR,PROF,N1-3,OUT,UNK,EL	: 	58841 u	86210 	76439 u	99886 	57705 u
NR,PROF,N1-3,OUT,UNK,ES	1709362 	1661710 	1421287 b	1541112 	1863866 	1908309 
NR,PROF,N1-3,OUT,UNK,EU27	: 	: 	: 	: 	38364634 e	45533932 e
NR,PROF,N1-3,OUT,UNK,EU28	: 	: 	: 	: 	38961628 e	46117298 e
NR,PROF,N1-3,OUT,UNK,FI	2229601 	2315180 	2020383 	2256558 	2003142 	2523393 
NR,PROF,N1-3,OUT,UNK,FR	4641212 	2769693 	3028332 	3618770 	3234778 	3188841 
NR,PROF,N1-3,OUT,UNK,HR	469308 	533328 	635394 	826939 	592608 	579770 
NR,PROF,N1-3,OUT,UNK,HU	648172 	694336 	666295 	603839 	692095 	696645 
NR,PROF,N1-3,OUT,UNK,IE	897189 	944043 	1002821 	803480 	789751 	674484 
NR,PROF,N1-3,OUT,UNK,IT	1243921 u	1302451 u	1408613 u	1848106 bu	1680553 	2220554 
NR,PROF,N1-3,OUT,UNK,LT	499560 	478598 	438247 	387665 	348228 	306612 
NR,PROF,N1-3,OUT,UNK,LU	: 	276859 	324594 	382035 	364650 	348375 
NR,PROF,N1-3,OUT,UNK,LV	: 	208710 	178106 	194851 	306887 	321795 
NR,PROF,N1-3,OUT,UNK,MT	144831 	107303 	89928 	84016 b	63092 	61610 
NR,PROF,N1-3,OUT,UNK,NL	: 	: 	: 	: 	: 	1430114 
NR,PROF,N1-3,OUT,UNK,NO	1563349 	2089305 	1955104 	2192008 	1773049 	: 
NR,PROF,N1-3,OUT,UNK,PL	968785 	798514 	663207 	648863 b	1397803 	2861418 
NR,PROF,N1-3,OUT,UNK,PT	413242 	426367 	448179 	496537 	285530 	407479 
NR,PROF,N1-3,OUT,UNK,SE	: 	717695 u	719256 	941285 	: 	: 
NR,PROF,N1-3,OUT,UNK,SI	588882 	491083 	590235 	495714 	403229 	495891 
NR,PROF,N1-3,OUT,UNK,SK	1506437 u	: u	: u	: u	: u	330861 u
NR,PROF,N1-3,OUT,UNK,UK	: 	: 	: 	: 	5886976 	5930054 
NR,PROF,N1-3,WORLD,Q1,EA	: 	: 	: 	: 	256537 e	66292 e
NR,PROF,N1-3,WORLD,Q1,EE	56680 u	104091 u	49327 u	49521 u	90543 	66283 u
NR,PROF,N1-3,WORLD,Q1,EU27	: 	: 	: 	: 	348744 e	67527 u
NR,PROF,N1-3,WORLD,Q1,EU28	: 	: 	: 	: 	348696 e	67516 u
NR,PROF,N1-3,WORLD,Q1,NL	385556 	139998 u	238736 u	138947 u	165963 u	: 
NR,PROF,N1-3,WORLD,Q1,RO	121245 	159388 	165040 	115351 	86593 	: 
NR,PROF,N1-3,WORLD,Q2,EA	: 	: 	: 	: 	306296 e	30424 e
NR,PROF,N1-3,WORLD,Q2,EE	109035 u	100966 	94590 	140364 	45601 u	30420 u
NR,PROF,N1-3,WORLD,Q2,EU27	: 	: 	: 	: 	361694 e	30991 u
NR,PROF,N1-3,WORLD,Q2,EU28	: 	: 	: 	: 	361645 e	30986 u
NR,PROF,N1-3,WORLD,Q2,NL	394366 	251291 	308506 	336380 	260658 	: 
NR,PROF,N1-3,WORLD,Q2,RO	110506 	109262 u	102065 	66681 u	49580 u	: 
NR,PROF,N1-3,WORLD,Q3,EA	: 	: 	: 	: 	1071129 e	109688 e
NR,PROF,N1-3,WORLD,Q3,EE	179959 	253602 	211766 	256323 	124847 	109675 u
NR,PROF,N1-3,WORLD,Q3,EU27	: 	: 	: 	: 	1104347 e	111732 u
NR,PROF,N1-3,WORLD,Q3,EU28	: 	: 	: 	: 	1104195 e	111714 u
NR,PROF,N1-3,WORLD,Q3,NL	1005552 	916798 	1118603 	974027 	946151 	: 
NR,PROF,N1-3,WORLD,Q3,RO	: c	: u	: u	: u	: u	: 
NR,PROF,N1-3,WORLD,Q4,EA	: 	: 	: 	: 	1415701 e	244088 e
NR,PROF,N1-3,WORLD,Q4,EE	531291 	546993 	373230 	422786 	280704 	244058 
NR,PROF,N1-3,WORLD,Q4,EU27	: 	: 	: 	: 	1438819 e	248634 e
NR,PROF,N1-3,WORLD,Q4,EU28	: 	: 	: 	: 	1438621 e	248595 e
NR,PROF,N1-3,WORLD,Q4,NL	2523951 	1412210 	1236467 	1134978 	1134823 	: 
NR,PROF,N1-3,WORLD,Q4,RO	: c	: u	: u	: 	: 	: 
NR,PROF,N1-3,WORLD,TOTAL,AT	4664646 	4873993 	4810067 	5152041 	5632797 	5101498 
NR,PROF,N1-3,WORLD,TOTAL,BE	1516342 b	1721036 	1306221 	1037115 	1213541 	2001612 
NR,PROF,N1-3,WORLD,TOTAL,BG	254596 	207642 	220444 	283674 	283429 	166310 
NR,PROF,N1-3,WORLD,TOTAL,CH	: 	1496480 	1431379 	1520625 	1459999 	2551088 
NR,PROF,N1-3,WORLD,TOTAL,CY	344923 	304149 	245702 	235454 	263010 	320953 
NR,PROF,N1-3,WORLD,TOTAL,CZ	1731969 	1892513 	1369481 	1507463 	2200661 	1850266 
NR,PROF,N1-3,WORLD,TOTAL,DE	54659554 	51505080 	49068116 	47776131 	52854940 	60606204 
NR,PROF,N1-3,WORLD,TOTAL,DK	: 	3038746 	3870849 	2578696 	3078456 b	3543799 
NR,PROF,N1-3,WORLD,TOTAL,EA	: 	: 	: 	: 	120983197 e	136749034 e
NR,PROF,N1-3,WORLD,TOTAL,EE	876966 	1005652 	728913 	868994 	541694 	450436 
NR,PROF,N1-3,WORLD,TOTAL,EL	: 	373612 	462639 	395415 	465028 	342074 
NR,PROF,N1-3,WORLD,TOTAL,ES	10242963 	10294677 	8772858 b	10373377 	12296479 	13880877 
NR,PROF,N1-3,WORLD,TOTAL,EU27	: 	: 	: 	: 	167166167 e	190471117 e
NR,PROF,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	168907405 e	192357326 e
NR,PROF,N1-3,WORLD,TOTAL,FI	7078285 	7376014 	6579318 	7012625 	7458524 	8114448 
NR,PROF,N1-3,WORLD,TOTAL,FR	29538220 	18867540 	19172939 	23974513 	24837634 	25237298 
NR,PROF,N1-3,WORLD,TOTAL,HR	857765 	993928 	1166234 	1869206 	1735931 	1881278 
NR,PROF,N1-3,WORLD,TOTAL,HU	1035605 	971621 	1117659 	1083050 	1183172 	1150403 
NR,PROF,N1-3,WORLD,TOTAL,IE	1471135 	1531306 	1526859 	1304724 	1249760 	1058558 
NR,PROF,N1-3,WORLD,TOTAL,IT	6870999 	7774653 	8080805 	9749315 b	7876764 	12404843 
NR,PROF,N1-3,WORLD,TOTAL,LT	1019203 	1002812 	967931 	922089 	857425 	822475 
NR,PROF,N1-3,WORLD,TOTAL,LU	: 	278200 	328017 	390286 	367390 	355073 
NR,PROF,N1-3,WORLD,TOTAL,LV	: 	275292 	318168 	272874 	435925 	494696 
NR,PROF,N1-3,WORLD,TOTAL,MT	154788 	116741 	93145 	89472 b	70212 	66664 
NR,PROF,N1-3,WORLD,TOTAL,NL	4309425 	2720297 	2902312 	2584331 	2507595 	2744900 
NR,PROF,N1-3,WORLD,TOTAL,NO	7027294 	5855420 	6439914 	7618235 	5305188 	: 
NR,PROF,N1-3,WORLD,TOTAL,PL	3244844 	2759222 	2281099 	2257828 b	6553464 	8140023 
NR,PROF,N1-3,WORLD,TOTAL,PT	1729472 	1833794 	1852415 	1749248 	1242170 	1326359 
NR,PROF,N1-3,WORLD,TOTAL,RO	273309 	308692 	311630 	199093 	151645 	59878 u
NR,PROF,N1-3,WORLD,TOTAL,SE	: 	9223617 	6262945 	8140377 	: 	: 
NR,PROF,N1-3,WORLD,TOTAL,SI	718015 	607506 	689519 	614483 	562326 	606605 
NR,PROF,N1-3,WORLD,TOTAL,SK	2981600 	2044731 u	1827243 u	2050756 u	1394806 bu	1627781 
NR,PROF,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	28747465 	29517812 
NR,PROF,N1-3,WORLD,UNK,AT	4664646 	4873993 	4810067 	5152041 	5632797 	5101498 
NR,PROF,N1-3,WORLD,UNK,BE	1516342 b	1721036 	1306221 	1037115 	1213541 	2001612 
NR,PROF,N1-3,WORLD,UNK,BG	254596 	207642 	220444 	283674 	283429 	166310 
NR,PROF,N1-3,WORLD,UNK,CH	: 	1496480 	1431379 	1520625 	1459999 	2551088 
NR,PROF,N1-3,WORLD,UNK,CY	344923 	304149 	245702 	235454 	263010 	320953 
NR,PROF,N1-3,WORLD,UNK,CZ	1731969 	1892513 	1369481 	1507463 	2200661 	1850266 
NR,PROF,N1-3,WORLD,UNK,DE	54659554 	51505080 	49068116 	47776131 	52854940 	60606204 
NR,PROF,N1-3,WORLD,UNK,DK	: 	3038746 	3870849 	2578696 	3078456 b	3543799 
NR,PROF,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	117933533 e	136298542 e
NR,PROF,N1-3,WORLD,UNK,EL	: 	373612 	462639 	395415 	465028 	342074 
NR,PROF,N1-3,WORLD,UNK,ES	10242963 	10294677 	8772858 b	10373377 	12296479 	13880877 
NR,PROF,N1-3,WORLD,UNK,EU27	: 	: 	: 	: 	163912562 e	190012234 e
NR,PROF,N1-3,WORLD,UNK,EU28	: 	: 	: 	: 	165654248 e	191898515 e
NR,PROF,N1-3,WORLD,UNK,FI	7078285 	7376014 	6579318 	7012625 	7458524 	8114448 
NR,PROF,N1-3,WORLD,UNK,FR	29538220 	18867540 	19172939 	23974513 	24837634 	25237298 
NR,PROF,N1-3,WORLD,UNK,HR	857765 	993928 	1166234 	1869206 	1735931 	1881278 
NR,PROF,N1-3,WORLD,UNK,HU	1035605 	971621 	1117659 	1083050 	1183172 	1150403 
NR,PROF,N1-3,WORLD,UNK,IE	1471135 	1531306 	1526859 	1304724 	1249760 	1058558 
NR,PROF,N1-3,WORLD,UNK,IT	6870999 	7774653 	8080805 	9749315 b	7876764 	12404843 
NR,PROF,N1-3,WORLD,UNK,LT	1019203 	1002812 	967931 	922089 	857425 	822475 
NR,PROF,N1-3,WORLD,UNK,LU	: 	278200 	328017 	390286 	367390 	355073 
NR,PROF,N1-3,WORLD,UNK,LV	: 	275292 	318168 	272874 	435925 	494696 
NR,PROF,N1-3,WORLD,UNK,MT	154788 	116741 	93145 	89472 b	70212 	66664 
NR,PROF,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	2744900 
NR,PROF,N1-3,WORLD,UNK,NO	7027294 	5855420 	6439914 	7618235 	5305188 	: 
NR,PROF,N1-3,WORLD,UNK,PL	3244844 	2759222 	2281099 	2257828 b	6553464 	8140023 
NR,PROF,N1-3,WORLD,UNK,PT	1729472 	1833794 	1852415 	1749248 	1242170 	1326359 
NR,PROF,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	59878 u
NR,PROF,N1-3,WORLD,UNK,SE	: 	9223617 	6262945 	8140377 	: 	: 
NR,PROF,N1-3,WORLD,UNK,SI	718015 	607506 	689519 	614483 	562326 	606605 
NR,PROF,N1-3,WORLD,UNK,SK	2981600 	2044731 u	1827243 u	2050756 u	1394806 bu	1627781 
NR,PROF,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	28747465 	29517812 
NR,PROF,N_GE1,DOM,Q1,EA	: 	: 	: 	: 	155926 e	36629 e
NR,PROF,N_GE1,DOM,Q1,EE	: c	129804 u	73400 u	32368 u	55884 	36625 u
NR,PROF,N_GE1,DOM,Q1,EU27	: 	: 	: 	: 	2269216 e	37312 u
NR,PROF,N_GE1,DOM,Q1,EU28	: 	: 	: 	: 	2268904 e	37306 u
NR,PROF,N_GE1,DOM,Q1,NL	366851 u	259401 u	121801 u	: u	100022 u	: 
NR,PROF,N_GE1,DOM,Q1,RO	1429924 	1470882 	2455772 	1890708 	2076574 	: 
NR,PROF,N_GE1,DOM,Q2,EA	: 	: 	: 	: 	283387 e	38227 e
NR,PROF,N_GE1,DOM,Q2,EE	120640 u	139357 u	129156 	151196 	29070 u	38223 u
