unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS_OTH,N_GE1,OUT,TOT_R,LU	: 	112572 	336131 	264608 	146710 	124964 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,LV	: 	: c	210649 u	488325 u	249219 u	303886 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,MT	143584 	228184 u	125026 u	140479 bu	166793 	153674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,NL	2114211 	392826 u	: u	326538 u	683649 u	591620 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,NO	2705685 	2672482 	2662169 	3062931 	3045703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,PL	4399355 	3731425 	3685435 	4249640 b	1547563 u	4507423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,PT	123982 u	150016 u	173206 u	: u	138550 u	93143 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,SE	: 	3940012 	3802215 	4667675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,SI	58467 u	387009 u	: u	178900 u	79194 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,SK	: c	: u	: u	: u	: u	2405438 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,OUT,TOT_R,UK	: 	: 	: 	: 	2753467 	11339581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,AT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,BE	: u	253711 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,CH	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,CY	: c	: u	: u	: u	: u	125102 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,CZ	: c	: u	: u	: u	: u	650066 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,DE	7315271 u	7919310 u	: u	: u	3150973 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,DK	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,EA	: 	: 	: 	19231509 e	14584922 e	15436620 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,EE	: c	: u	658960 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,EL	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,ES	889832 	880782 	1766327 b	289037 	: u	346788 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,EU27	: 	: 	30760577 e	26952091 e	34170067 e	21468912 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,EU28	: 	: 	30858357 e	27191755 e	34442169 e	21810685 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,FI	555864 u	680204 u	589153 u	1748050 u	798749 u	1606127 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,FR	10066802 	9835540 	8472200 	9186908 	9674578 	10642304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,HR	: u	: u	: u	: u	272436 u	338757 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,HU	452338 	353470 	296123 	825094 	155102 	176766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,IE	475026 u	841406 	403259 	451174 u	365282 u	609575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,IT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,LT	37393 u	78214 	80839 	97381 	162603 	137353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,LV	: 	: c	: u	166158 u	255912 u	462841 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,MT	44399 u	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,NL	: c	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,NO	454403 u	266532 u	316420 u	223679 u	362891 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,PL	227069 u	909514 	95695 u	374476 b	1501103 u	2016080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,PT	337259 	224641 	: u	: u	: u	124015 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,RO	412103 	391471 	409700 	302355 	390869 	70660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,SE	: 	4771199 	2152330 	1577186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OTH,UK	: 	: 	: 	: 	15949837 	1986858 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,AT	408532 u	: u	244966 u	: u	547132 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,BE	: u	13360 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,BG	: c	: u	: u	: u	107276 u	142956 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,CY	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,CZ	262701 u	110170 u	372331 u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,DE	5129094 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,DK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,EA	: 	: 	: 	19846575 e	24542156 e	22766013 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,EE	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,EL	: 	535625 u	359209 	1268219 	432341 	739560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,ES	6263372 	12267021 	11805307 b	5977937 	5868224 	5986093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,EU27	: 	: 	31530941 e	28174422 e	26982986 e	26077374 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,EU28	: 	: 	32767748 e	30295702 e	28780882 e	27254248 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,FI	247015 u	571732 u	445076 u	313375 u	1145242 u	487815 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,FR	8477597 	9322474 	9778832 	10294176 	12851341 	12385750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,HR	613680 	1182147 	1114772 	1884404 	1768209 	1158862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,HU	47099 u	39072 u	83897 	170431 	93638 u	232506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,IE	174623 u	125778 u	: u	116355 u	: u	125362 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,IT	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,LT	531601 	529676 	591822 	550537 	610423 	592083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,LU	: 	: u	75448 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,LV	: 	: c	: u	1054739 u	416400 	405697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,MT	: c	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,NL	453301 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,NO	1694259 	1551655 	1815288 	1860631 	1893170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,PL	489150 	499399 	407503 	1084948 b	: u	643819 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,PT	580336 	339153 	1586207 	1055682 	712103 	599173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,RO	91619 u	50175 u	66713 u	42940 u	90114 u	155720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,SE	: 	1024100 u	1305169 u	1726482 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,SK	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_OWN,UK	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,AT	622369 u	508892 u	443212 u	446043 u	2682769 	883378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,BE	684310 bu	304066 	719052 	348333 u	495116 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,BG	177077 u	228168 u	133249 u	223668 u	83802 u	250058 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,CH	: 	: u	1270620 u	3578775 u	2029638 u	1058340 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,CY	515374 u	581407 	208152 u	794515 u	985922 b	697912 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,CZ	: c	331459 u	: u	: u	287381 u	99959 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,DE	9194496 u	4608961 u	4373947 u	3884862 u	5887279 u	3971241 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,DK	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,EA	: 	: 	: 	32010562 e	35304892 e	36138216 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,EE	117573 u	79251 u	89459 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,EL	: 	1017170 	921947 	1435700 	785261 	643694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,ES	9521461 	9784177 	11125946 b	7364228 	7813168 	9291526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,EU27	: 	: 	46252228 e	45196586 e	40520558 e	52452088 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,EU28	: 	: 	47083052 e	46660216 e	42214153 e	53917488 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,FI	1735823 	1301166 	2028147 	1565566 	1335760 	1641731 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,FR	14738518 	8947365 	9725831 	12759675 	11987688 	12850943 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,HR	384088 	296659 	775529 	1327603 	1668054 	1446157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,HU	276927 	405837 	359772 	549891 	393681 	505573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,IE	1285686 	1094416 	1266246 	950567 	1115306 	1281615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,IT	: u	: u	: u	: u	: u	2652911 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,LT	172810 	144944 	160923 	204619 	230247 	141714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,LU	: 	: u	: u	132577 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,LV	: 	: c	239388 u	401012 	171403 	195978 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,MT	: c	: c	: c	: u	28606 	22059 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,NL	280637 u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,NO	2129069 	816380 	1319353 	1209057 	1035007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,PL	5746537 	3827301 	2948394 	3314886 b	1072719 u	5428464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,PT	1865933 	1437438 	1112703 	1714266 	1824695 	1807526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,RO	277864 	447925 	242750 	242144 	193007 	98174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,SE	: 	3522215 	2781913 	2381359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,NR_RF,UK	: 	: 	: 	: 	2014626 	8602028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,AT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,BE	: u	28688 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,BG	: c	: 	: u	: u	707857 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,CH	: 	820440 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,CY	: c	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,DK	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,EA	: 	: 	: 	3204284 e	4183537 e	3664404 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,EE	: c	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,EL	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,ES	: c	695069 u	257003 bu	: u	: u	136920 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,EU27	: 	: 	8495816 e	4505709 e	5999337 e	5912718 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,EU28	: 	: 	8486079 e	4500223 e	6089673 e	5974575 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE1,WORLD,R_CAMP,FR	2449919 u	1721685 	1598528 	2079962 	2461682 	2388924 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
