unit,purpose,duration,partner,month,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE4,WORLD,TOTAL,LV	: 	: 	: 	: 	: 	: 	9150968 	9831754 	8924795 	9164546 	8131946 	8237196 	7450216 	: 	6922618 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,MT	: 	: 	: 	: 	: 	: 	1636766 	1514351 	1392960 	1168605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,NL	: 	: 	: 	: 	: 	: 	207260000 	211003000 	202885000 	208486000 	198728000 	194714000 	194339000 	200998000 	192165000 	198173000 	183081000 	180037000 	182570000 	179378000 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,NO	: 	: 	: 	: 	: 	: 	70892714 	69650975 	63874522 	67532514 	63613272 	63016233 	56552187 	55730459 	55691017 	50528341 	52521745 	50967992 	52608802 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,PL	: 	: 	: 	: 	: 	: 	142053000 e	159305000 	154164000 	176310000 	182894000 	186368000 	169267000 	170226000 e	199690000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,PT	: 	: 	: 	: 	: 	: 	37034763 	37178888 	43977155 	37677215 	40526063 	38803887 	43759773 	47436119 	41672729 	46898844 	45361615 	40242932 	42382864 	35975300 	38196202 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,RO	: 	: 	: 	: 	: 	: 	39152365 	33565198 	41678396 	44471033 	46510561 	29952754 	36302504 	40209337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,SE	: 	: 	: 	: 	: 	: 	129511000 	121999000 	108493000 	117787000 	113581000 	109837000 	: 	: 	: 	: 	: 	: 	: 	: 	147379864 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,SI	: 	: 	: 	: 	: 	: 	14379000 	13643000 	14117000 	13123000 	13501164 	14865984 	13460054 	12907159 	13403417 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,SK	: 	: 	: 	: 	: 	: 	30733957 	26339592 	37011435 	38470245 	41504110 	38215258 	37151164 	37196735 	38256676 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	: 	: 	640273346 	647734025 	702542880 	746393206 	738810242 	578620224 	615280000 	630300000 	659100000 	696400000 	718600000 	706600000 	565200000 	508800000 	512100000 	466500000 	: 	: 
NR,PROF,N1-3,DOM,M01,AT	127118 u	187739 	180016 	197233 	181824 u	171841 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,BE	: u	15479 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,CY	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,CZ	: c	: u	111947 u	: u	187543 u	114583 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,DE	2644220 	1557748 u	1200878 u	1384615 u	2082013 	1998804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,DK	: 	163108 u	209772 u	118114 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,EA	: 	: 	: 	5209097 e	6490230 e	6803719 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,EE	: c	61274 u	30575 u	29726 u	17394 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,EL	: 	22737 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,ES	632419 	769806 	679405 b	697735 	763065 	999717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,EU27	: 	: 	6961234 e	7194020 e	9026214 e	9420403 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,EU28	: 	: 	6983052 e	7210245 e	9082374 e	9467134 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,FI	326798 	339857 	337548 	284197 	477522 	339574 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,FR	2497133 	1422014 	1582748 	1841450 	1743683 	2307200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,HU	: c	: u	22470 u	32687 u	31101 u	27760 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,IE	45039 u	54446 u	49538 u	58416 u	33823 u	44098 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,IT	: u	: u	: u	: u	873393 u	648214 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,LT	49872 	77152 	42915 	47385 	31628 	21473 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,LU	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,LV	: 	: c	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,MT	: c	: c	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,NL	84349 u	: u	84830 u	: u	95708 u	150844 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,NO	455910 	419857 	578535 	581345 	428215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,PL	92989 u	100567 u	104291 u	99670 b	: u	448973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,PT	86226 	166960 	114038 	86473 	84251 u	94891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,RO	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,SE	: 	443267 	498376 	684123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,SK	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M01,UK	: 	: 	: 	: 	1636626 	1669078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,AT	136603 u	233036 	138174 	267360 	274250 	202477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,BE	: u	12634 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,CY	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,CZ	150491 u	102105 u	: u	: u	103874 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,DE	2542981 	3238176 	2971022 	2551034 	3185299 	3342161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,DK	: 	187422 u	131101 u	115981 u	: u	107811 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,EA	: 	: 	: 	6528681 e	7513571 e	7754089 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,EE	: c	57409 u	32574 u	30168 u	19808 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,EL	: 	23790 u	18944 u	30314 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,ES	780517 	1134925 	696130 b	645146 	809184 	1056953 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,EU27	: 	: 	8467359 e	8501796 e	10238990 e	10556623 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,EU28	: 	: 	8543276 e	8582932 e	10315093 e	10624012 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,FI	535836 	563647 	288821 	437449 	351684 	585861 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,FR	1862476 	1143561 	1102195 	1322631 	1828565 	1576731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,HR	: u	: u	: u	79977 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,HU	33021 u	: u	41693 u	66452 u	39967 u	33396 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,IE	42292 u	54027 u	76171 u	59350 	36757 u	36096 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,IT	509992 u	: u	731866 u	838320 bu	776614 u	589422 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,LT	16340 	24267 u	32235 	38580 	22062 	29289 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,LU	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,MT	: c	: c	: 	497 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,NL	132559 	: u	80741 u	97812 u	117156 u	108015 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,NO	441512 	337506 	530746 	379310 	362449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,PL	204271 u	185244 	205557 	171776 b	: u	664235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,PT	80584 	102496 	78380 	98225 	70033 u	114867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,SE	: 	608089 	398999 	367166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,SK	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M02,UK	: 	: 	: 	: 	2066906 	1647193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,AT	220882 	234307 	250656 	328675 	237415 	290674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,BE	: u	16913 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,CY	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,CZ	83095 u	: u	: u	93658 u	227126 u	108159 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,DE	7198600 	7637413 	5937696 	6099027 	5881582 	8353616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,DK	: 	90661 u	185655 u	124000 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,EA	: 	: 	: 	10839882 e	10489064 e	13921062 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,EE	: c	35636 u	29191 u	34063 u	14865 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,EL	: 	35725 u	36822 u	31258 u	: u	41325 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,ES	950168 	685931 	642893 b	812712 	924297 	1214766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,EU27	: 	: 	12429580 e	13765378 e	13006178 e	17246363 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,EU28	: 	: 	12489161 e	13879899 e	13120569 e	17372443 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,FI	476851 	498020 	476273 	457836 	490807 	657271 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,FR	2628275 	1654348 	1573707 	1787277 	1714424 	2135638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,HR	38741 u	: u	: u	114764 u	114313 u	126454 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,HU	21523 u	27241 u	45671 u	65171 u	66183 u	48691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,IE	48327 u	39928 u	36505 u	39793 u	38792 u	51695 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,IT	700508 u	: u	320976 u	814885 bu	657780 u	739989 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,LT	28441 	: u	44013 	30533 	34612 	45576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,LU	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,MT	: c	: c	: c	301 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,NL	208718 	167154 u	125515 u	191646 u	180154 u	169012 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,NO	581889 	354802 	565561 	504107 	425560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,PL	327360 	187673 	179754 	262494 b	: u	693382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,PT	110381 	81237 	127133 	113390 	92395 	99825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,RO	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,SE	: 	591148 	680691 	550969 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,SK	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M03,UK	: 	: 	: 	: 	1541486 	1953881 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,AT	232578 	222453 	211782 	140958 u	245511 	253756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,BE	: u	21743 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,CH	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,CY	: c	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,CZ	: c	145998 u	117553 u	: u	177411 u	114704 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,DE	2150575 u	1890254 	2102919 	2574815 	2794992 	2434669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,DK	: 	: u	243814 u	92992 u	149279 bu	142150 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,EA	: 	: 	: 	6732091 e	7577259 e	7937901 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,EE	: c	: u	17139 u	31824 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,EL	: 	27842 u	37223 u	31744 u	49391 u	27282 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,ES	703107 	866852 	578518 b	773339 	966060 	953418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,EU27	: 	: 	7314436 e	8617515 e	10825433 e	10841409 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,EU28	: 	: 	7367792 e	8677532 e	10955979 e	10996829 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,FI	445396 	415773 	333010 	467366 	598309 	552010 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,FR	2300024 	1242918 	1367951 	1853865 	1802283 	1874469 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,HR	: u	: u	: u	61637 u	129814 u	154221 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,HU	: c	: u	33771 u	25409 u	: u	28393 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,IE	49229 u	78242 	48366 u	36908 u	75423 	29076 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,IT	: u	587321 u	: u	516519 bu	422572 u	1579244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,LT	57476 	78615 	47072 	35024 	35874 	35972 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,LU	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,LV	: 	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,MT	: c	: c	: 	1976 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,NL	86328 u	81469 u	92466 u	: u	86426 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PROF,N1-3,DOM,M04,NO	503520 	321695 	470973 	318612 	436191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
