unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,FR	2379176 	1940318 	1950249 	2111067 	2369439 	2727784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,HR	45759 u	82120 	87594 	146605 	177739 	117121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,HU	: c	: u	: u	15390 u	15333 	23172 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,IE	35783 u	32223 u	40487 u	44696 	32781 u	54717 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,LT	59747 	52862 	71072 	82903 	67042 	65356 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,LU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,LV	: 	: c	: u	: u	38907 u	33731 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,MT	: c	: 	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,NL	48215 u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,NO	240257 	108489 u	151754 u	152139 u	235135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,PL	208720 	204350 	96955 	147101 b	140587 u	554432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,PT	169793 	118188 	132763 	130103 	142466 	128694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,RO	36784 u	25686 u	: u	16711 u	32374 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,SE	: 	356031 	309885 	301959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,SI	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,SK	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_NR,UK	: 	: 	: 	: 	192165 u	276070 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,AT	153512 	153760 	129347 	123160 	149902 	143941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,BE	: u	16327 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,BG	95622 	71891 	79348 	85957 	66037 	73316 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,CH	: 	235826 u	204621 u	171595 u	337894 	183735 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,CY	6804 u	2939 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,CZ	371304 	259595 	284983 	267407 	311784 	385172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,DE	2279411 	2120583 	1458728 	1895740 	1467441 	1751149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,DK	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,EA	: 	: 	: 	10734527 e	10154842 e	10329627 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,EE	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,EL	: 	42176 	36537 	64011 	29854 	73130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,ES	1199853 	1103787 	1055199 b	4255066 	4235114 	4633537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,EU27	: 	: 	8903490 e	14135140 e	12703861 e	12669377 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,EU28	: 	: 	8995271 e	14184660 e	12839127 e	12774580 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,FI	103154 u	82523 u	79325 u	74676 u	97878 u	88027 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,FR	2725329 	2529212 	2612655 	3733601 	3365371 	2854057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,HR	36897 u	39925 u	89710 	58334 u	134745 	105241 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,HU	: 	: u	: u	12472 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,IE	143616 	82056 	83824 	71293 	84447 	88508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,IT	258818 u	441248 u	: u	343128 bu	444877 	319248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,LT	69106 	66419 	62790 	63690 	65444 	62493 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,MT	: 	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,NL	101978 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,NO	186506 	151990 u	224559 	181559 	157232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,PL	1258345 	1198498 	1052129 	993660 b	1443108 	1207899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,PT	25877 	38501 	61012 	30121 	52024 	41404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,RO	22008 u	: u	: u	18589 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,SE	: 	159567 u	191535 u	136117 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,SI	33662 u	33522 u	27926 u	20946 u	40541 	43117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,SK	214768 	210680 u	195580 u	151070 u	119462 bu	234652 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,DOM,TOT_R,UK	: 	: 	: 	: 	392088 	335600 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,AT	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,BE	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,CH	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,CY	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,CZ	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,DE	: c	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,DK	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,EA	: 	: 	: 	203304 e	195086 e	197802 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,EL	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,ES	: c	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,EU27	: 	: 	577180 e	333765 e	695173 e	235872 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,EU28	: 	: 	584125 e	335804 e	701272 e	257149 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,FR	163664 u	96969 u	80788 u	116513 u	104289 u	115321 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,HU	17912 	7988 u	15889 u	30442 	6486 u	6827 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,LT	1992 u	: u	5446 u	5693 u	6564 	4315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,MT	: c	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,NL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,NO	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,PL	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,PT	: c	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,RO	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,SK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OTH,UK	: 	: 	: 	: 	426998 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,AT	: c	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,BE	: u	1990 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,BG	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,CY	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,CZ	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,DE	: c	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,EA	: 	: 	: 	62719 e	251795 e	137419 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,EL	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,ES	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,EU27	: 	: 	129346 e	134781 e	270287 e	147957 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,EU28	: 	: 	146413 e	152097 e	290759 e	163548 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,FI	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,FR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,HU	: c	: u	: u	5436 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,IT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,LU	: 	: u	5798 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,LV	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,MT	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,NL	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,NO	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,PL	: c	9509 u	8238 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,PT	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,SI	: c	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_OWN,UK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,AT	: c	: u	: u	: u	138428 	79867 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,BE	: u	11868 	: u	: u	30949 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,CY	: c	27748 u	: u	31020 u	58356 b	43848 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,CZ	: c	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,DK	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,EA	: 	: 	: 	620608 e	661481 e	536354 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,EE	: c	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,EL	: 	: u	: u	15005 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,ES	116209 u	118895 u	160258 bu	67843 	94991 	102617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,EU27	: 	: 	874791 e	875128 e	715735 e	902741 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,EU28	: 	: 	907691 e	915489 e	795781 e	945771 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,FR	: u	: u	: u	116019 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,HR	: u	: u	: u	: u	78647 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,HU	26405 	20410 	20805 u	16474 u	12199 	19412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,IE	45133 u	56969 	33053 u	30176 u	48924 u	58713 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS_OTH,N_GE4,OUT,NR_RF,IT	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
