unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N_GE1,DOM,AIR,AT	: c	58134 u	: u	: u	: u	67696 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,BG	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,CZ	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,DE	4733169 	6079369 	4572377 	4410464 	5079348 	6723709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,DK	: 	453768 	251313 	245932 	397641 b	356119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,EA	: 	: 	: 	19227954 e	21506506 e	25724014 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,EL	: 	321849 	367704 	315433 	224797 	284615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,ES	6798808 	6984854 	5894909 b	6259672 	6603450 	7670817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,EU27	: 	: 	24585650 e	24706032 e	25909925 e	30234529 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,EU28	: 	: 	24595862 e	24716027 e	25962760 e	30289769 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,FI	750567 	731532 	689404 	665484 	714701 	948465 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,FR	5619133 	4373528 	4507432 	4854209 	5411585 	4850132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,HR	41353 u	: u	35092 u	35031 u	55992 u	59019 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,HU	: c	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,IE	25332 u	22071 u	: u	20126 u	29878 u	22807 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,IT	4340068 	2722583 	2787667 	2388683 b	3167946 	4912599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,LU	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,NL	: c	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,NO	3328723 	3079933 	3166711 	3422866 	2444482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,PL	106487 	91496 	88092 u	62528 b	: u	384670 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,PT	473864 	367937 	369480 	253949 	222910 	225815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,RO	43081 u	51913 	58949 	78305 	86727 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,SE	: 	1770372 	1836710 	1958090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,SK	: c	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,AIR,UK	: 	: 	: 	: 	3301037 	3146153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,AT	510199 	572489 	485686 	484379 	457723 	486176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,BE	71902 bu	83531 	81208 	47937 u	54784 u	67864 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,BG	688379 	506740 	408322 	576324 	617245 	683586 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,CH	: 	144048 u	187174 u	121625 u	158239 u	246454 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,CY	45986 	62594 	54380 	53398 	41831 	59938 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,CZ	2058768 	1681062 	2047512 	2060515 	2596081 	2501689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,DE	8372927 	9844932 	9130615 	6458293 	7327391 	5444621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,DK	: 	1406201 	1057974 	1066636 	1001912 b	1021671 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,EA	: 	: 	: 	23394986 e	23777576 e	23385359 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,EE	567496 	462612 	447774 	579040 	319698 	451747 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,EL	: 	410115 	478214 	596380 	427623 	569325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,ES	8192432 	7604597 	7092783 b	6952243 	7081517 	6960005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,EU27	: 	: 	50659952 e	48113412 e	46290599 e	50052758 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,EU28	: 	: 	51390543 e	49184829 e	47287460 e	51047080 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,FI	2570414 	2257515 	2217501 	1739454 	1632558 	1538952 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,FR	4016746 	2635363 	2310530 	2519389 	2421482 	2570044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,HR	433136 	433704 	692595 	987836 	985427 	983570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,HU	1370414 	1497643 	1692702 	2033045 	1839203 	2312662 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,IE	364706 	403390 	329093 	361738 	343484 	337315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,IT	2604036 	1848213 	2237966 	2054592 b	1785094 	2684452 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,LT	315867 	316535 	311500 	366060 	277145 	297595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,LV	: 	465046 	444853 	586152 	600953 	766696 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,NL	476191 	405119 	383066 	475171 	572280 	458544 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,NO	510289 	516758 	662872 	679077 	729757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,PL	6396896 	6367757 	6489383 	6378870 b	4748470 	5514007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,PT	712904 	593396 	738925 	786348 	777898 	909152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,RO	3290571 	3334948 	3075147 	3742861 	3814313 	6081603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,SE	: 	2093951 	1987985 	1807020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,SI	56736 	65088 	35456 u	65803 	73554 	42404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,SK	623927 	595312 	690362 	624148 	448088 b	795741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,BUS,UK	: 	: 	: 	: 	6137395 	6539974 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,AT	9009660 	9252821 	8693746 	8922091 	9199093 	8545621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,BE	2614048 b	2507191 	2761357 	1993400 	2289871 	2406691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,BG	3891182 	2367773 	2063261 	2467597 	2609462 	2225135 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,CH	: 	4184392 	4368394 	4523235 	5011930 	4409044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,CY	1344185 	1310208 	1247187 	1243816 	1261924 	1308197 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,CZ	24829959 	23315870 	20203972 	22781899 	20688303 	21798855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,DE	102596397 	109405320 	116594467 	108719210 	113332151 	116023351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,DK	: 	16292198 	19098142 	18147481 	18001212 b	15774368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,EA	: 	: 	: 	472704394 e	484475428 e	498855453 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,EE	2469145 	2618310 	2115139 	1801571 	1318396 	1160869 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,EL	: 	3039528 	3188071 	3494252 	3186174 	4549983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,ES	113355680 	107738685 	101830620 b	96608842 	100584926 	104115239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,EU27	: 	: 	670365346 e	672004254 e	673932552 e	686002995 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,EU28	: 	: 	673021591 e	675753585 e	678605428 e	690448469 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,FI	23030342 	23117455 	22829876 	22632757 	23888425 	24118442 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,FR	150655367 	138346931 	140879303 	157430090 	157759928 	158420208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,HR	2401761 	2321260 	3035517 	3992835 	4692589 	4471079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,HU	9456891 	9210989 	9442616 	8988766 	8590912 	10183708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,IE	6679454 	6364497 	6151903 	5153428 	4908592 	4983582 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,IT	30019568 	33083603 	26382883 	29644485 b	28514474 	34590477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,LT	2064957 	2156727 	2262019 	2190065 	2191731 	2172587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,LU	: 	13312 u	19844 	20122 	26701 	29790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,LV	: 	2477206 	2382844 	2502349 	2299964 	2821935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,NL	19414702 	19967198 	19664008 	19825475 	20609855 	22652874 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,NO	9651559 	8713985 	8821162 	9994314 	7924423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,PL	35149545 	33194705 	29724006 	28529539 b	32393983 	31142956 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,PT	13552933 	12615310 	12272111 	11374210 	11851236 	10888475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,RO	11490798 	10705404 	10194538 	10011040 	10161203 	6286927 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,SE	: 	20496105 	19903381 	18487457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,SI	1729798 	1586521 	1459889 	1772201 	1884820 	1959639 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,SK	5531876 	5203762 	3953734 	3732426 	3799417 b	3040644 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,CAR,UK	: 	: 	: 	: 	79721179 	81771259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,AT	11555524 	11965006 	11075500 	11415197 	11688472 	10894159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,BE	3053086 b	2928433 	3246955 	2250733 	2651418 	2777796 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,BG	4703440 	2979283 	2533753 	3170122 	3412154 	3092770 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,CH	: 	6368154 	6527979 	6503683 	7203437 	6637470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,CY	1393032 	1374634 	1303055 	1297214 	1303855 	1369788 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,CZ	29035666 	27021642 	23963745 	27034291 	25487734 	26862638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,DE	145930586 	158174077 	158926657 	148838755 	155501614 	157517690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,DK	: 	20958993 	23917796 	23344404 	22964451 b	20884146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,EA	: 	: 	: 	591965158 e	602574107 e	619775994 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,EE	3249207 	3235156 	2683460 	2518391 	1719078 	1736608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,EL	: 	3513617 	3748214 	4175708 	3715868 	5255203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,ES	130422185 	124156322 	117017417 b	110302980 	114827057 	117724400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,EU27	: 	: 	846374713 e	854044157 e	850696431 e	873298856 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,EU28	: 	: 	849849561 e	859007407 e	856633818 e	879105527 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,FI	29163620 	28764839 	28219274 	27957475 	29451370 	29726483 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,FR	186024396 	167727493 	170464182 	193547243 	193607388 	194963284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,HR	2890048 	2832422 	3938454 	5247776 	5961534 	5836489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,HU	12113681 	11999436 	12623748 	12579491 	11906745 	14430970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,IE	7527511 	7211866 	6889201 	5977005 	5821499 	5779915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,IT	39939930 	43246957 	37525799 	40206716 b	36322761 	44489158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,LT	2528015 	2554103 	2663154 	2649216 	2588650 	2515457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,LU	: 	19141 	24906 	30042 	55172 	46262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,LV	: 	3067940 	2970781 	3257763 	3156196 	3789315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,NL	23862583 	24339033 	24011446 	24660987 	25706755 	28483974 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,NO	11498007 	10360787 	10411240 	11725712 	9376314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,PL	45843906 	43483849 	39748793 	38287975 b	42389514 	42595486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,PT	14995638 	13910630 	13736877 	12887201 	13344176 	12404896 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,RO	16668090 	15967931 	15528276 	16101145 	16613747 	16034221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,SE	: 	31147074 	29047518 	27381600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,SI	1812820 	1719160 	1533254 	1888108 	2025334 	2064610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,SK	7091451 	6721175 	5594954 	4931973 	4758354 b	4465519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,LAND,UK	: 	: 	: 	: 	103445796 	106805085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,AT	215237 	290358 	212840 	180768 	143104 	124877 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,BE	: u	46668 	50318 u	: u	43397 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,BG	: c	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,CY	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,OTH,CZ	111350 u	116742 u	: u	225531 	198122 	170794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
