unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE1,DOM,SK	6180313 	5824208 	4736851 	4090223 	3838923 b	3582368 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,DOM,UK	: 	: 	: 	: 	89470707 	91533096 	: 	: 	: 	: 	: 	: 	: 	: 	91087000 	101700000 	101200000 	106100000 	75200000 	65200000 	71800000 	: 	: 	: 
NR,PERS,N_GE1,OUT,AT	9752381 	9619462 	8709870 	8767633 	8557840 	8986436 	: 	: 	: 	: 	: 	7684357 	: 	6797801 	6620276 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,BE	11000455 b	11796855 	9739448 	9864730 	9636505 	7673540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,BG	697120 	545006 	483477 	566592 	483363 	417654 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,CH	: 	12968916 	12751742 	11526105 	11621877 	10665738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,CY	1131315 	1020710 	915955 	998220 	909179 	947499 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,CZ	6257053 	5551842 	5444234 	5245220 	5304202 	5419360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,DE	80587197 	80716945 	74580160 	73447789 	76408381 	69689109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,DK	: 	6864949 	7296479 	7307355 	7065345 b	6005897 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3808800 	3574200 	: 	3459000 	3577100 	: 	: 
NR,PERS,N_GE1,OUT,EA	: 	: 	: 	173724973 e	172755505 e	167687666 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,EE	960550 	916529 	911002 	1029906 	893467 	909937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,EL	: 	601828 	611108 	631374 	547366 	520872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,ES	12780069 	11691070 	11083565 b	8690930 	8228858 	9183640 	: 	: 	: 	: 	: 	7513571 	7145362 	4040192 	3289024 	3063772 	3682136 	3742517 	2418136 	3340386 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,EU27	: 	: 	243360851 e	243470726 e	252263481 e	242389110 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,EU28	: 	: 	245427664 e	245492238 e	254626391 e	244564840 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,FI	7614025 	7277431 	7260303 	7062051 	7023765 	7126566 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,FR	24469849 	20971275 	21166224 	24164544 	22284136 	21666911 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16531000 	15622000 	16228000 	15799000 	: 	: 	: 
NR,PERS,N_GE1,OUT,HR	1505557 	1211400 	2065800 	2026314 	2358676 	2173381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,HU	6041587 	5610743 	4983165 	4301971 	3694925 	3567594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,IE	6229409 	5577673 	5197900 	5198919 	5175861 	5236425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1841000 	1690000 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,IT	9966799 	8809882 	8555393 	9658271 b	9948283 	12024406 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,LT	1583558 	1540126 	1474698 	1424229 	1425809 	1387157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,LU	: 	1393476 	1451510 	1515500 	1351647 	1311703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	810000 	669000 	617000 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,LV	: 	1053837 	1087335 	1196966 	965816 	1116903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,MT	435351 	385105 	317216 	289822 b	272927 	237227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,NL	18546771 	16774912 	16119086 	16269816 	16313778 	16705105 b	: 	: 	: 	: 	: 	14169000 	14293000 	14579000 	13982000 	14074000 	12032000 	11966000 	12088000 	11817000 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,NO	6983396 	6633205 	7187410 	7471803 	6318676 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,PL	10893400 	10411789 	10105801 	9475917 b	8394793 	6807487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,PT	1517287 	1211813 	1200075 	1039425 	994575 	981475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,RO	1062640 	1052572 	1012208 	1022350 	954379 	771254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,SE	: 	8249385 	8112535 	8339349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,SI	2567579 	2436538 	2417122 	2249720 	2293665 	2079418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,SK	3141072 	2491471 	2247199 	1893353 	1894077 b	2386766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,OUT,UK	: 	: 	: 	: 	46427359 	44624391 	: 	: 	: 	: 	: 	: 	: 	: 	48325000 	48700000 	50000000 	46600000 	32100000 	29500000 	26600000 	: 	: 	: 
NR,PERS,N_GE1,WORLD,AT	19600944 	19682970 	17907562 	18340796 	18239891 	18001628 	: 	: 	: 	: 	: 	15770668 	: 	13201076 	13524735 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BE	13951289 b	14617157 	12872666 	12067008 	12211145 	10158987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,BG	5267997 	3419777 	2914114 	3578596 	3742658 	3423764 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CH	: 	18955034 	18820168 	17838543 	18442005 	16890799 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CY	2514958 	2379840 	2197131 	2270230 	2172985 	2283614 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CZ	34413101 	31607474 	28731506 	31442035 	29608213 	31406312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,DE	202296144 	213495421 	210083293 	197188861 	207226639 	199765991 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,DK	: 	27320116 	30118473 	30211808 	29281207 b	26443296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8508800 	8162800 	: 	9080000 	9888300 	: 	: 
NR,PERS,N_GE1,WORLD,EA	: 	: 	: 	719401139 e	729969237 e	735710090 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EE	3830927 	3743081 	3293653 	3285966 	2449846 	2513880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EL	: 	5192322 	5452536 	5971715 	5162644 	6778200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,ES	144731444 	136718002 	129381060 b	118949657 	121547454 	124268339 	: 	: 	: 	: 	: 	120900783 	125021200 	109579500 	105573300 	101707400 	123411970 	120479937 	64401841 	35157452 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EU27	: 	: 	1037691376 e	1036368620 e	1035711477 e	1040523012 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,EU28	: 	: 	1042895163 e	1042713719 e	1043400161 e	1047778301 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,FI	33997694 	33206047 	32981505 	32270880 	33551261 	33897695 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29959000 	: 	: 	: 
NR,PERS,N_GE1,WORLD,FR	196173554 	179613679 	183110642 	205903787 	203602292 	203184738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157176000 	157670000 	164014000 	163828000 	: 	: 	: 
NR,PERS,N_GE1,WORLD,HR	4057749 	3757674 	5653498 	6649823 	7709380 	7284473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,HU	17913939 	17389453 	17283948 	16560041 	15303319 	17558336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,IE	13379728 	12406347 	11720060 	10830763 	10710602 	10736784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5019000 	4888000 	: 	4234000 	: 	: 	: 
NR,PERS,N_GE1,WORLD,IT	50794932 	50828763 	43875348 	46881229 b	46424986 	55155456 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,LT	3788279 	3757500 	3796313 	3740470 	3697248 	3591817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,LU	: 	1411381 	1471638 	1540940 	1404240 	1354875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	820000 	682000 	631000 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,LV	: 	4071859 	3972359 	4369740 	3980389 	4752603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,MT	688388 	620025 	517739 	485803 b	457866 	437605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,NL	41428998 	40251419 	39309747 	40200462 	41109704 	44231312 b	: 	: 	: 	: 	: 	28265000 	27872000 	28712000 	28271000 	28655000 	25747000 	25354000 	25106000 	24518000 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,NO	18374095 	17453107 	17879796 	19137212 	15919247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,PL	55176857 	52548595 	48700497 	46601121 b	47381735 	45393594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,PT	16025008 	14375075 	14171255 	13203235 	13658478 	12827024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,RO	17270735 	16768435 	16070931 	16855253 	17177613 	16410642 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,SE	: 	35044151 	35254954 	32221049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,SI	4288161 	4055686 	3869157 	4044835 	4216638 	4054317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,SK	9321385 	8315679 	6984050 	5983576 	5733000 b	5969134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE1,WORLD,UK	: 	: 	: 	: 	135898066 	136157487 	: 	: 	: 	: 	: 	: 	: 	: 	137380000 	148500000 	149500000 	151000000 	107300000 	94600000 	97900000 	: 	: 	: 
NR,PERS,N_GE4,DOM,AT	3083908 	3181186 	2846079 	2863980 	3367242 	3238081 	3123893 	3221855 	3314700 	3226318 	3121460 	3194781 	2693072 	2768726 	2960495 	1664258 	1895604 	1811110 	1843220 	1734600 	: 	1715000 	: 	: 
NR,PERS,N_GE4,DOM,BE	775304 b	1121826 	897547 	766495 	903854 	995566 	1114287 	1053983 	1036445 	1265305 	1205674 	1265417 	1549396 	1478117 	1443771 	1233580 	1157895 	1142392 	1265019 	1655787 	1787875 	1562549 	: 	1656655 
NR,PERS,N_GE4,DOM,BG	1834030 	1278598 	1006342 	1156140 	1381584 	1064823 b	1945267 	1678118 	2464654 	2002245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,CH	: 	2149262 	2010130 	2319427 	2369686 	2319940 	2154368 	2267220 	2599952 	2389053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,CY	216533 	245017 	198583 	309224 	384003 	261551 b	188688 	202385 	212274 	194433 	203729 	194559 	171809 	231013 	208141 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,CZ	8094409 	8353540 	7083940 	7668598 	7088929 	7358050 	7222445 	5865664 	5912289 	4919302 	4908430 	4984570 	5567297 	5552310 	5883604 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,DE	42645426 	45674140 	45968688 	43631518 	43467984 	45168818 	46668117 	47722946 	47790318 	45220022 	42252401 	40452824 	45933146 	37388000 	47994000 	41702000 	35368000 	35898000 	33500000 	29800000 	28900000 	: 	: 	: 
NR,PERS,N_GE4,DOM,DK	: 	3054951 	3325607 	3393261 	3019456 b	3094490 	3009771 	3067610 	2627530 	2241968 	1574485 	1841538 	1531706 	1367956 	1926500 	1662900 	1427800 	1406100 	1316000 	1723900 	1545000 	1766500 	: 	: 
NR,PERS,N_GE4,DOM,EA	: 	: 	: 	198880736 e	202347445 e	205224436 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,EE	271311 	227640 	234914 	208038 	169906 	249974 	191920 	221854 	119044 	102360 	108897 	90981 	132120 	124980 	116160 	167149 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,EL	: 	3253327 	3368900 	3743932 	3257822 	3598400 	4909338 	5217565 	6917568 	6831852 	7567381 	7632262 	7638570 	6226523 	4141421 	3943809 	4022816 	4329851 	3939000 	5499535 	6286082 	7556728 	3798168 	: 
NR,PERS,N_GE4,DOM,ES	33510697 	32611128 	30352536 b	30078603 	31260305 	31545121 	34085013 	32551755 	33582835 	33641579 	34469880 	34110323 	33259740 	20942160 	20580260 	20812080 	26635970 	25108192 	19340730 	23272020 	19208792 	: 	: 	: 
NR,PERS,N_GE4,DOM,EU27	: 	: 	268972976 e	276697089 e	269787366 e	272743655 e	275692762 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,EU28	: 	: 	270623168 e	278374099 e	271966866 e	274822339 e	277906729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,FI	5187407 	5290481 	5220532 	5139179 	5307615 	5287791 b	5637000 	5455000 	4998000 	4596000 	4610000 	4576000 	4482000 	4308000 	4441000 	4298000 	4116000 	3755000 	3432000 	3020000 	3127000 	3035000 	: 	: 
NR,PERS,N_GE4,DOM,FR	72691602 	71501223 	73210774 	81539693 	81626757 	80426993 	80545910 	77562534 	79301024 	81592477 	86359619 	85009449 	85981383 	67216000 	66705000 	67414000 	64702000 	63025000 	63483000 	68876079 	66976998 	: 	: 	: 
NR,PERS,N_GE4,DOM,HR	1319639 	1227558 	1728847 	1760512 	2181548 	2083001 	2213967 	2601438 	2183224 	2173812 	1988356 	: 	: 	1440499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,HU	2904544 	2991367 	3122448 	3252244 	3325387 	3586431 	3490174 	3581038 	3651568 	4336790 	5028032 	4288393 	4111775 	3976169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,IE	1163036 	1173003 	1110121 	1048117 	1119656 	1048938 	1052000 	1120000 	1207000 	1228000 	1359000 	1084000 	1075000 	1078000 	1069000 	1003000 	1057000 	1104000 	1121000 	1031000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,IT	19835759 	19061696 	16497475 	17587158 b	18860608 	20216232 	23081119 	27137569 	28600869 	30002615 	29433534 	31029881 	29744893 	27904689 	27537849 	28548503 	26704566 	27382295 	25820607 	26706666 	26590281 	: 	: 	: 
NR,PERS,N_GE4,DOM,LT	402804 	408127 	427391 	457199 	498683 	403672 	388015 	390242 	417476 	529453 	485111 	410813 	381064 	360325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,LU	: 	: u	: u	: u	: u	: u	396 	711 	: u	3026 	4599 	2000 	4000 	5000 	3000 	5000 	2000 	2000 	6000 	3000 	4000 	: 	: 	: 
NR,PERS,N_GE4,DOM,LV	: 	290329 	308269 	453263 	305039 	366324 	308223 	298320 	317875 	338999 	307094 	429158 	388935 	: 	219376 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,MT	41975 	31300 	31217 	30062 b	20752 u	34743 u	22141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,NL	6802179 	7281709 	7033655 	6906134 	7256086 	7871127 b	6558000 	6789000 	6702000 	6601000 	6617000 	6986000 	6562000 	6956000 	6996000 	7046000 	6118000 	5749000 	5906000 	5940000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,NO	3556685 	3277948 	3194315 	3490660 	3033249 	: 	3051335 	3521900 	3288391 	3355122 	2413606 	2944627 	2897750 	3045996 	3066374 	2777400 	2698451 	2702310 	3026131 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,PL	17551165 	16702779 	15299138 	14673119 b	16215854 	15032150 	11364000 e	12180000 	12186000 	12916000 	14023000 	14341000 	13070000 	13613000 e	15140000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,PT	3759005 	3298863 	3513351 	3134081 	3788130 	3188491 	2831187 	2856846 	3424880 	2636291 	2593522 	2887624 	3042574 	3225047 	2958795 	3508312 	3540815 	3024129 	3033959 	2509217 	2663610 	: 	: 	: 
NR,PERS,N_GE4,DOM,RO	5196424 	5264548 	5030781 	5572429 	5938718 	6020465 	4406287 	3800316 	4737499 	4687385 	4644487 	2976792 	3495769 	3948828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,SE	: 	6750288 	7013787 	6112238 	: 	: 	8176000 	7920000 	6661000 	7042000 	6764000 	7340000 	: 	: 	: 	: 	: 	: 	: 	: 	12275000 	: 	: 	: 
NR,PERS,N_GE4,DOM,SI	303922 	364311 	324202 	323065 	354981 	370944 	433000 	419000 	476000 	427091 	402126 	498055 	428620 	414376 	418313 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,SK	1740178 	1631163 	1419782 	1278502 	1172396 b	1691375 	1797803 	1512937 	2066909 	2272501 	2403306 	2416324 	2307274 	2553615 	2840942 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,UK	: 	: 	: 	: 	24543559 	25437073 	23142768 	24430304 	30005212 	26688936 	28579442 	28521106 	30320000 	27300000 	33600000 	37100000 	37400000 	38700000 	34000000 	30300000 	33700000 	32000000 	: 	: 
NR,PERS,N_GE4,OUT,AT	6531145 	6401656 	5876843 	5917537 	5834435 	6168182 	5727286 	5865516 	5969799 	5342283 	5563465 	5550081 	4775013 	5072268 	5062141 	3269501 	3500091 	3877761 	3345276 	3221900 	: 	3147700 	: 	: 
NR,PERS,N_GE4,OUT,BE	7502786 b	8052872 	6706449 	6979832 	7012162 	5516819 	6471069 	5906539 	5628198 	6092049 	5658868 	5382120 	6165895 	5504647 	5136009 	4475399 	4538776 	5231507 	4370013 	5370133 	5129198 	5644896 	: 	5473645 
NR,PERS,N_GE4,OUT,BG	518670 	395159 	352530 	376661 	321345 	282408 b	513152 	412358 	528347 	474052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,CH	: 	9029966 	8390483 	7881241 	7635402 	7441234 	7241497 	6856248 	6575661 	5895366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,CY	896055 	837274 	758982 	849916 	737537 	789571 b	732216 	744104 	684776 	696941 	612915 	513333 	515723 	488465 	421757 	426266 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,CZ	4928299 	4276103 	4206423 	4064463 	4193023 	4368854 	4252296 	4323323 	4540717 	4986562 	4524980 	3948637 	4374290 	4030909 	4456565 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,DE	65662250 	63622591 	59226045 	59527746 	61507424 	55812452 	60354908 	58363768 	58116808 	58602991 	57280251 	64977682 	67752561 	66559000 	68024000 	67717000 	72030000 	69752000 	67900000 	61700000 	50700000 	: 	: 	: 
NR,PERS,N_GE4,OUT,DK	: 	4356957 	4578488 	4707775 	4690966 b	4478653 	4539134 	4375600 	3514159 	3888334 	4416254 	4053813 	3532271 	3061918 	3268800 	3033900 	2956400 	3149500 	2897200 	3035300 	2886000 	2985500 	: 	: 
NR,PERS,N_GE4,OUT,EA	: 	: 	: 	131508792 e	131331293 e	126400616 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,EE	540845 	522891 	542907 	544641 	498145 	450621 	495028 	481002 	366228 	320399 	300123 	188114 	160153 	121512 	149308 	145719 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,EL	: 	505908 	503889 	533856 	479761 	430545 	571003 	830518 	802164 	1102161 	954999 	945783 	995233 	795716 	451895 	419822 	449415 	423067 	296409 	261153 	330730 	437103 	374792 	: 
NR,PERS,N_GE4,OUT,ES	8663224 	8256689 	7660551 b	5784355 	5673113 	6270012 	6809509 	6619522 	5984272 	5640587 	5709976 	5488879 	5134307 	2819674 	2493456 	2388548 	2637613 	2879707 	1980830 	2778285 	1870642 	: 	: 	: 
NR,PERS,N_GE4,OUT,EU27	: 	: 	178758331 e	181935241 e	194457690 e	186115660 e	193961780 	189726976 	189670886 	198648598 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,EU28	: 	: 	179851515 e	182856767 e	195789324 e	187225997 e	194928729 	190634791 	190822515 	199638435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,FI	3854247 	3731489 	3718771 	3670859 	3442265 	3589222 b	2694000 	2484000 	2317000 	2193000 	2088000 	2044000 	1961000 	1892000 	1610000 	1632000 	1710000 	1506000 	1327000 	1166000 	1288000 	1241000 	: 	: 
NR,PERS,N_GE4,OUT,FR	18153591 	16248988 	16118966 	18807756 	17321684 	16808518 	17570459 	16252012 	15983599 	15542541 	16933214 	16739736 	16663000 	13856000 	12493000 	12546000 	12156000 	12727000 	11734000 	12656035 	12188997 	: 	: 	: 
NR,PERS,N_GE4,OUT,HR	746523 	570983 	1145902 	999220 	1337637 	1119087 	966949 	907815 	1151629 	989837 	978612 	: 	: 	358370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,HU	2965756 	2697093 	2619408 	2274296 	2016523 	2149586 	2268871 	2316145 	2408065 	2807361 	2714436 	2422957 	3003309 	1480623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,IE	4203772 	4005273 	3624461 	3741653 	3748753 	3819719 	3332000 	3552000 	3873000 	4588000 	4497000 	3706000 	3223000 	2859000 	2626000 	2453000 	2161000 	1661000 	1490000 	1260000 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,IT	6898485 	6342519 	5985268 	7159457 b	7566684 	8652902 	8450824 	10453766 	10748490 	11375727 	10902716 	10104558 	10312140 	9232188 	8496173 	8530686 	8402023 	8074707 	8269799 	7823556 	7498545 	: 	: 	: 
NR,PERS,N_GE4,OUT,LT	1134947 	1072204 	1029216 	993544 	977332 	950104 	825601 	710544 	643893 	865267 	710508 	678967 	698376 	567037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,LU	: 	939696 	898692 	912087 	860142 	834852 	810687 	765648 	818988 	751766 	699935 	677000 	721000 	676000 	634000 	665000 	562000 	568000 	499000 	479000 	419000 	: 	: 	: 
